geo_code,,in labour force,not in labour force,employed,unemployed
35250876,male,155,45,150,10
35250877,female,95,105,90,10
35250877,male,155,45,145,0
35250878,female,120,85,120,0
35250878,male,140,70,135,10
35250879,female,195,95,190,10
35250879,male,200,85,190,0
35250880,female,155,80,150,0
35250880,male,130,45,115,20
35250881,female,180,95,160,20
35250881,male,150,60,145,15
35250882,female,240,120,240,0
35250882,male,260,75,255,0
35250883,female,215,30,195,20
35250883,male,165,25,155,10
35250884,female,215,40,200,10
35250884,male,205,45,195,15
35250885,female,155,40,150,0
35250885,male,165,30,150,10
35250886,female,160,60,155,10
35250886,male,210,35,210,0
35250887,female,215,85,215,0
35250887,male,195,35,185,10
35250888,female,170,65,150,20
35250888,male,180,35,180,0
35250889,female,175,45,175,0
35250889,male,175,30,170,0
35250890,female,160,30,155,10
35250890,male,135,35,135,10
35250891,female,140,40,140,0
35250891,male,150,35,140,10
35250892,female,815,235,795,20
35250892,male,810,135,780,35
35250893,female,175,60,175,0
35250893,male,185,25,185,0
35250894,female,140,55,135,10
35250894,male,150,50,150,0
35250895,female,190,70,180,10
35250895,male,170,70,170,10
35250896,female,145,55,135,10
35250896,male,125,70,125,0
35250897,female,170,70,155,20
35250897,male,170,35,170,0
35250898,female,120,70,120,0
35250898,male,160,35,160,0
35250899,female,110,45,100,10
35250899,male,145,45,135,10
35250900,female,105,25,100,0
35250900,male,130,20,125,0
35250901,female,145,65,130,10
35250901,male,165,70,160,10
35250902,female,165,60,160,0
35250902,male,180,30,175,0
35250903,female,125,135,125,0
35250903,male,215,85,205,15
35250904,female,190,85,185,10
35250904,male,205,50,200,10
35250905,female,155,75,155,10
35250905,male,200,50,190,10
35250906,female,150,45,150,0
35250906,male,170,20,175,0
35250907,female,100,80,95,0
35250907,male,130,30,130,0
35250908,female,150,70,145,10
35250908,male,165,70,165,10
35250909,female,465,235,430,30
35250909,male,540,145,505,35
35250910,female,425,205,385,35
35250910,male,445,110,410,35
35250911,female,195,90,180,10
35250911,male,230,25,210,15
35250912,female,165,105,145,15
35250912,male,210,65,200,15
35250913,female,155,170,155,0
35250913,male,180,80,175,10
35250914,female,95,115,90,10
35250914,male,120,85,115,10
35250918,female,190,885,190,10
35250918,male,135,650,115,20
35250919,female,200,75,195,10
35250919,male,185,85,180,0
35250920,female,355,195,340,10
35250920,male,375,140,345,30
35250921,female,200,120,185,15
35250921,male,225,135,225,0
35250922,female,180,110,175,0
35250922,male,230,105,220,10
35250923,female,175,65,175,0
35250923,male,200,35,175,25
35250924,female,130,50,130,0
35250924,male,140,60,145,0
35250925,female,145,115,140,0
35250925,male,160,75,150,0
35250928,female,110,75,110,0
35250928,male,170,50,165,0
35250929,female,155,100,140,15
35250929,male,220,55,205,10
35250930,female,185,80,180,0
35250930,male,200,60,185,10
35250931,female,205,100,175,30
35250931,male,210,75,215,0
35250932,female,80,160,75,0
35250932,male,125,85,115,10
35250933,female,130,55,120,10
35250933,male,150,50,145,0
35250934,female,115,60,110,0
35250934,male,150,55,145,0
35250935,female,155,325,155,0
35250935,male,185,265,170,15
35250936,female,155,50,145,10
35250936,male,160,45,150,0
35250937,female,240,185,230,15
35250937,male,295,175,285,0
35250938,female,230,100,205,20
35250938,male,215,75,200,15
35250939,female,140,120,140,0
35250939,male,160,85,155,10
35250940,female,130,75,135,0
35250940,male,125,70,125,0
35250941,female,160,145,160,10
35250941,male,255,95,240,10
35250942,female,100,90,100,10
35250942,male,160,55,165,0
35250943,female,265,120,260,10
35250943,male,295,85,280,15
35250944,female,155,65,155,0
35250944,male,175,55,160,20
35250945,female,205,55,205,0
35250945,male,235,30,230,0
35250946,female,105,120,100,10
35250946,male,145,85,130,10
35250947,female,200,95,195,0
35250947,male,185,70,180,10
35250948,female,395,185,360,30
35250948,male,415,100,410,10
35250949,female,110,60,105,0
35250949,male,155,70,145,10
35250950,female,170,10,170,0
35250950,male,160,45,155,10
35250951,female,190,50,180,10
35250951,male,175,40,160,10
35250952,female,645,160,620,25
35250952,male,700,80,675,25
35250953,female,95,75,80,15
35250953,male,100,70,95,10
35250954,female,100,70,95,10
35250954,male,125,85,110,20
35250955,female,50,105,50,10
35250955,male,40,50,40,0
35250956,female,55,260,50,10
35250956,male,60,260,60,0
35250957,female,140,90,125,15
35250957,male,135,65,115,20
35250958,female,115,60,105,10
35250958,male,130,95,105,20
35250959,female,135,70,125,15
35250959,male,125,75,115,10
35250960,female,80,50,70,10
35250960,male,85,90,60,25
35250961,female,115,100,105,15
35250961,male,120,65,105,10
35250962,female,165,85,140,25
35250962,male,195,70,165,30
35250963,female,730,590,670,60
35250963,male,620,445,540,80
35250964,female,170,130,170,0
35250964,male,190,65,170,15
35250965,female,85,75,80,10
35250965,male,95,50,85,0
35250966,female,x,x,x,x
35250966,male,x,x,x,x
35250967,female,135,70,125,10
35250967,male,95,75,100,0
35250968,female,150,70,125,25
35250968,male,135,100,115,15
35250969,female,155,70,125,25
35250969,male,185,80,150,35
35250970,female,125,100,115,15
35250970,male,120,50,110,10
35250971,female,130,65,130,0
35250971,male,185,50,165,20
35250972,female,115,55,115,0
35250972,male,110,75,110,0
35250973,female,100,85,100,10
35250973,male,110,80,100,10
35250974,female,120,55,105,10
35250974,male,120,55,120,0
35250975,female,85,100,80,0
35250975,male,140,60,125,10
35250976,female,65,50,60,0
35250976,male,105,60,95,10
35250978,female,675,230,635,40
35250978,male,650,180,635,15
35250980,female,85,50,80,10
35250980,male,135,35,120,10
35250981,female,630,300,610,20
35250981,male,665,235,615,55
35250982,female,0,200,0,0
35250982,male,0,95,0,0
35250983,female,140,55,135,10
35250983,male,115,70,105,10
35250985,female,335,140,320,10
35250985,male,375,115,365,0
35250986,female,390,220,370,20
35250986,male,400,210,380,20
35250987,female,190,105,185,10
35250987,male,220,100,205,20
35250988,female,270,205,260,10
35250988,male,240,140,225,20
35250989,female,340,160,320,20
35250989,male,295,125,270,25
35250990,female,160,105,150,10
35250990,male,125,80,115,10
35250991,female,120,145,120,0
35250991,male,160,105,160,10
35250992,female,110,60,110,0
35250992,male,145,70,145,0
35250993,female,30,55,30,0
35250993,male,45,30,45,0
35250994,female,300,145,265,35
35250994,male,285,100,270,10
35250995,female,395,510,365,30
35250995,male,365,330,335,35
35250996,female,335,140,320,15
35250996,male,350,110,350,0
35250997,female,130,420,130,0
35250997,male,165,285,160,10
35250998,female,135,90,135,0
35250998,male,150,95,145,15
35250999,female,235,230,210,25
35250999,male,330,105,310,20
35251000,female,85,60,85,0
35251000,male,120,35,115,10
35251001,female,125,85,115,0
35251001,male,165,65,160,0
35251002,female,200,70,195,0
35251002,male,205,60,195,0
35251003,female,120,55,110,10
35251003,male,90,45,90,0
35251004,female,205,65,200,10
35251004,male,155,25,155,0
35251005,female,230,130,225,0
35251005,male,300,85,290,15
35251006,female,190,150,180,15
35251006,male,235,140,220,15
35251007,female,255,95,250,0
35251007,male,275,85,260,15
35251008,female,145,70,130,20
35251008,male,125,35,125,0
35251009,female,260,90,245,15
35251009,male,290,55,265,25
35251010,female,180,45,170,0
35251010,male,170,65,170,0
35251011,female,205,70,195,10
35251011,male,170,80,165,10
35251012,female,200,65,190,10
35251012,male,185,55,175,0
35251013,female,290,80,275,10
35251013,male,310,75,295,10
35251014,female,105,55,95,10
35251014,male,85,25,85,0
35251015,female,220,90,205,15
35251015,male,210,70,200,15
35251016,female,160,70,155,0
35251016,male,165,60,160,0
35251017,female,150,55,145,0
35251017,male,155,35,155,0
35251018,female,220,125,200,20
35251018,male,195,90,170,25
35251019,female,135,35,130,0
35251019,male,115,25,110,0
35251020,female,260,110,250,10
35251020,male,305,60,295,0
35251021,female,235,65,230,0
35251021,male,245,35,220,25
35251022,female,525,235,485,40
35251022,male,530,180,510,25
35251023,female,250,90,235,15
35251023,male,295,65,280,15
35251024,female,295,105,295,0
35251024,male,320,90,315,10
35251025,female,155,180,135,20
35251025,male,95,100,75,25
35251026,female,180,100,170,0
35251026,male,130,80,125,10
35260307,female,255,85,245,0
35260307,male,245,80,220,20
35260309,female,400,185,395,0
35260309,male,395,165,395,0
35260310,female,130,50,125,10
35260310,male,135,35,130,0
35260311,female,235,205,220,10
35260311,male,205,165,200,0
35260313,female,150,90,150,0
35260313,male,140,55,140,0
35260314,female,110,135,105,0
35260314,male,125,105,125,10
35260315,female,100,60,100,0
35260315,male,125,70,120,0
35260316,female,120,95,105,10
35260316,male,175,55,165,15
35260317,female,125,85,115,10
35260317,male,90,45,85,10
35260318,female,140,75,135,10
35260318,male,140,80,130,10
35260319,female,105,70,105,0
35260319,male,110,80,100,15
35260320,female,130,75,120,10
35260320,male,130,50,115,20
35260321,female,145,115,140,0
35260321,male,160,90,140,15
35260322,female,130,80,125,0
35260322,male,95,80,90,0
35260323,female,120,100,100,20
35260323,male,145,85,130,10
35260324,female,175,125,175,0
35260324,male,165,105,150,15
35260325,female,85,130,80,0
35260325,male,65,75,65,0
35260326,female,115,120,110,10
35260326,male,160,90,145,15
35260327,female,80,70,75,10
35260327,male,110,45,105,0
35260328,female,80,55,80,10
35260328,male,85,45,80,10
35260330,female,135,100,130,0
35260330,male,130,65,130,10
35260332,female,150,70,155,0
35260332,male,150,40,145,10
35260333,female,175,80,170,0
35260333,male,195,75,175,25
35260334,female,130,50,125,0
35260334,male,110,65,110,0
35260335,female,485,205,450,35
35260335,male,490,190,455,35
35260336,female,420,190,415,10
35260336,male,455,130,445,10
35260337,female,110,65,100,0
35260337,male,80,45,75,0
35260338,female,525,190,500,25
35260338,male,580,140,550,35
35260339,female,185,50,185,0
35260339,male,175,45,175,0
35260340,female,300,135,285,20
35260340,male,345,65,330,15
35260341,female,120,120,120,0
35260341,male,150,80,145,0
35260342,female,125,80,120,10
35260342,male,165,50,160,10
35260734,female,365,265,350,15
35260734,male,400,125,400,0
35260828,female,100,120,100,0
35260828,male,125,95,125,0
35260829,female,150,70,145,10
35260829,male,165,45,150,15
35260830,female,235,155,220,10
35260830,male,260,105,255,10
35260831,female,145,45,135,10
35260831,male,145,35,135,10
35260832,female,210,115,205,10
35260832,male,220,80,215,10
35260833,female,175,115,145,30
35260833,male,195,85,175,15
