index,geo_code,gender,0_4_years,10_14_years,15_19_years,20_24_years,25_29_years,30_34_years,35_39_years,40_44_years,45_49_years,50_54_years,55_59_years,60_64_years,65_69_years,70_74_years,75_79_years,80_84_years,85_89_years,90_94_years,95_99_years,100_years
1144,35250393,female,5,5,5,20,25,35,15,20,20,25,20,15,10,5,5,0,0,5,0,0
1145,35250393,male,5,0,10,15,20,30,10,20,20,25,15,15,5,5,0,0,0,0,0,0
1146,35250394,female,15,10,10,50,65,45,20,15,15,20,15,15,15,5,5,0,0,0,0,0
1147,35250394,male,15,10,25,50,70,50,35,25,25,30,15,15,15,5,5,5,0,0,0,0
1148,35250395,female,10,10,5,15,30,25,25,15,20,20,20,30,35,20,15,20,10,10,0,0
1149,35250395,male,10,5,10,25,35,35,30,25,25,25,35,15,20,10,15,5,0,0,0,0
1150,35250396,female,15,5,10,15,40,25,20,10,15,15,30,15,25,10,10,20,10,5,0,0
1151,35250396,male,20,0,0,20,45,30,20,15,15,25,20,15,15,10,10,5,5,0,0,5
1152,35250397,female,15,5,10,45,65,45,15,15,20,15,10,5,0,0,0,5,0,0,0,0
1153,35250397,male,10,5,5,40,55,35,25,20,10,5,10,10,10,5,0,0,0,0,0,0
1154,35250398,female,0,0,0,0,10,5,5,5,10,15,10,5,5,5,0,0,0,0,0,0
1155,35250398,male,0,0,0,10,10,10,15,20,20,40,45,15,10,5,0,0,0,0,0,0
1156,35250399,female,5,0,5,15,15,10,10,15,5,20,25,45,50,35,25,10,5,5,0,0
1157,35250399,male,0,0,5,15,20,30,20,20,30,40,35,55,60,35,35,5,5,0,0,0
1158,35250400,female,25,10,10,40,55,40,20,10,15,15,25,15,20,10,10,10,5,5,0,0
1159,35250400,male,15,0,5,30,55,45,25,10,20,15,20,20,20,10,10,5,5,0,0,0
1160,35250401,female,5,5,15,40,55,35,15,10,20,25,10,15,25,5,5,5,0,0,0,0
1161,35250401,male,15,5,15,40,50,30,35,15,25,25,25,15,20,10,5,0,0,0,0,0
1162,35250402,female,15,0,10,30,30,30,15,10,15,20,10,10,15,5,10,10,0,0,0,0
1163,35250402,male,10,0,10,15,35,45,20,10,15,20,15,10,15,10,5,0,0,5,0,0
1164,35250403,female,20,0,10,25,45,30,25,10,10,25,25,30,25,25,10,5,5,0,5,0
1165,35250403,male,5,0,10,25,40,40,25,20,25,25,25,20,15,15,5,5,5,5,0,0
1166,35250404,female,10,10,5,15,30,25,20,15,15,20,10,10,15,10,5,0,5,0,0,0
1167,35250404,male,20,10,5,10,20,30,20,5,15,15,20,10,5,5,5,0,0,5,0,0
1168,35250405,female,15,5,10,15,40,20,20,15,5,20,10,10,15,5,5,5,5,0,0,0
1169,35250405,male,15,5,5,20,25,20,25,10,5,15,10,10,10,0,10,5,0,0,0,0
1170,35250406,female,10,5,10,40,60,35,25,20,15,20,25,20,20,10,5,10,0,0,0,0
1171,35250406,male,15,5,5,30,50,40,30,25,20,25,30,15,5,10,15,0,0,0,0,0
1172,35250407,female,10,10,5,20,40,25,20,20,10,20,20,20,10,30,15,20,5,15,10,0
1173,35250407,male,10,15,15,15,25,25,25,20,25,20,15,20,10,10,5,20,10,5,5,0
1174,35250408,female,15,5,15,25,20,25,10,5,15,20,10,10,15,10,5,0,5,0,0,0
1175,35250408,male,10,5,5,20,15,25,20,20,25,20,15,15,10,5,5,0,5,0,0,0
1176,35250409,female,5,10,0,10,10,15,5,10,15,10,10,10,10,5,10,15,10,0,0,0
1177,35250409,male,5,10,10,10,15,15,15,15,15,15,15,20,15,10,0,5,0,0,0,0
1178,35250410,female,15,10,5,20,15,30,10,15,20,20,15,15,20,5,5,0,5,0,0,0
1179,35250410,male,15,10,10,15,10,35,15,15,10,25,15,15,10,5,5,0,0,0,0,0
1180,35250411,female,10,10,15,15,20,15,20,10,15,20,20,20,20,15,10,5,0,0,0,0
1181,35250411,male,15,10,15,15,20,15,15,10,20,25,20,15,15,10,5,5,5,0,0,0
1182,35250412,female,10,0,5,5,10,10,20,5,5,20,15,35,55,30,45,35,10,10,0,0
1183,35250412,male,10,5,5,10,5,10,10,5,10,15,20,15,30,35,20,10,15,0,0,0
1184,35250413,female,10,15,15,20,35,30,15,15,15,25,15,20,10,10,10,10,5,0,0,0
1185,35250413,male,10,10,10,15,35,40,15,10,20,25,20,15,5,5,5,5,5,5,0,0
1186,35250416,female,15,10,5,20,20,20,15,15,15,20,30,20,10,5,5,5,0,5,0,0
1187,35250416,male,10,5,10,15,20,20,10,10,20,25,25,25,10,5,10,5,5,5,0,0
1188,35250417,female,10,5,5,20,35,30,15,15,15,30,15,20,5,10,10,15,25,30,5,0
1189,35250417,male,15,5,0,15,20,35,20,10,15,20,25,20,10,10,10,15,10,10,5,0
1190,35250418,female,15,5,10,25,50,35,15,15,20,15,15,10,5,5,0,5,5,0,0,0
1191,35250418,male,10,0,15,35,35,30,30,15,20,25,15,10,5,5,5,0,0,0,0,0
1192,35250419,female,10,5,10,30,35,20,20,5,10,25,30,15,10,10,15,25,30,20,5,0
1193,35250419,male,35,35,10,45,55,45,30,25,25,30,35,25,10,20,10,15,25,5,0,0
1194,35250420,female,15,5,15,50,85,55,25,25,25,40,35,35,25,20,10,15,10,0,0,0
1195,35250420,male,10,0,5,30,75,65,35,20,40,20,30,35,20,10,15,15,5,5,0,0
1196,35250421,female,5,10,5,25,45,25,30,15,20,15,20,25,25,10,20,10,10,5,0,0
1197,35250421,male,10,5,5,25,55,30,25,20,15,15,20,15,20,20,15,5,5,0,0,0
1198,35250422,female,5,0,5,15,40,25,20,10,10,0,20,50,50,35,25,10,15,0,0,0
1199,35250422,male,10,0,5,10,30,35,25,15,10,15,15,100,75,25,20,10,0,0,0,0
1200,35250423,female,20,5,10,35,40,30,25,15,25,15,25,15,25,15,15,5,5,5,0,0
1201,35250423,male,20,10,10,35,40,35,35,25,25,25,20,25,20,20,5,0,5,0,0,0
1202,35250424,female,0,5,5,20,30,30,10,10,10,10,10,25,25,30,20,25,5,5,0,0
1203,35250424,male,0,0,5,25,30,35,15,15,20,15,15,15,20,20,15,10,15,0,0,0
1204,35250425,female,5,10,10,55,55,55,20,15,20,25,20,20,30,20,15,15,10,5,0,5
1205,35250425,male,5,10,10,25,80,50,20,20,15,30,20,20,20,10,10,10,15,5,0,0
1206,35250426,female,5,10,5,15,35,20,10,0,20,20,25,20,15,10,5,10,15,15,0,0
1207,35250426,male,5,5,10,10,10,15,10,10,20,25,30,10,10,20,10,10,10,5,0,0
1208,35250427,female,0,0,5,20,40,25,5,15,5,10,10,10,10,5,5,5,5,0,0,0
1209,35250427,male,5,0,10,15,25,25,20,10,10,5,10,15,5,5,5,5,0,0,0,0
1210,35250428,female,20,15,15,40,30,30,20,25,10,20,10,15,10,10,10,0,0,0,0,0
1211,35250428,male,15,10,20,35,30,25,30,20,15,25,15,10,10,5,5,0,0,0,0,0
1212,35250429,female,15,5,0,10,20,25,20,10,10,10,10,10,10,5,5,5,0,0,0,0
1213,35250429,male,10,5,15,20,15,25,20,15,15,20,10,15,5,5,5,0,0,0,0,0
1214,35250430,female,5,5,10,20,35,15,15,15,15,15,15,15,10,10,5,0,0,0,0,0
1215,35250430,male,10,5,5,15,35,35,25,15,10,20,15,10,10,10,5,0,0,0,0,0
1216,35250431,female,25,5,10,25,30,40,20,15,15,25,20,10,10,10,5,5,5,0,0,0
1217,35250431,male,15,5,0,20,30,40,25,15,30,20,15,15,5,10,5,0,0,0,0,0
1218,35250434,female,40,20,35,110,105,75,45,40,20,40,35,30,25,25,15,20,10,5,0,0
1219,35250434,male,45,20,40,95,120,80,50,35,25,40,45,15,25,15,10,10,5,0,0,0
1220,35250435,female,15,5,5,20,15,20,20,15,15,20,10,10,10,0,5,5,0,0,0,0
1221,35250435,male,10,10,10,25,20,20,15,20,15,20,20,20,5,5,5,0,0,0,0,0
1222,35250436,female,5,5,0,15,20,25,20,20,25,25,25,25,10,5,5,0,0,0,0,0
1223,35250436,male,15,10,10,15,20,25,20,20,20,25,25,25,10,10,5,5,0,0,0,0
1224,35250437,female,5,10,10,35,30,20,15,15,15,10,20,15,10,10,0,5,0,0,0,0
1225,35250437,male,15,5,5,25,30,20,30,15,15,20,25,15,5,5,0,0,5,0,0,0
1226,35250438,female,5,5,0,15,15,15,10,10,5,15,10,5,5,10,5,5,5,0,0,0
1227,35250438,male,5,5,5,15,10,15,15,20,15,15,15,15,10,5,5,5,5,0,0,0
1228,35250439,female,20,20,15,30,35,40,20,15,25,30,15,5,10,10,5,0,0,0,0,0
1229,35250439,male,15,15,15,30,35,25,20,20,20,20,15,20,10,5,0,0,0,0,0,0
1230,35250440,female,10,0,5,25,45,30,20,10,20,15,20,20,25,20,10,5,5,0,0,0
1231,35250440,male,10,5,10,30,50,40,25,20,15,25,25,20,20,20,10,5,5,0,0,0
1232,35250441,female,20,0,5,15,40,30,25,10,15,25,20,15,20,15,5,5,0,0,0,0
1233,35250441,male,10,10,10,30,35,35,25,15,20,20,25,15,15,5,10,5,5,0,0,0
1234,35250442,female,20,10,10,20,25,25,10,20,25,30,30,20,25,10,10,15,5,5,0,0
1235,35250442,male,15,5,10,25,30,20,20,15,25,25,30,30,15,10,10,0,5,0,0,0
1236,35250443,female,10,10,10,10,20,20,20,15,15,20,15,15,15,10,10,5,5,0,0,0
1237,35250443,male,10,10,10,20,20,15,15,15,15,20,20,25,10,5,5,5,5,0,0,0
1238,35250444,female,10,10,15,10,15,15,10,10,10,15,35,35,30,20,20,10,15,5,0,0
1239,35250444,male,10,10,15,15,10,5,10,20,15,20,20,20,15,20,5,5,5,0,0,0
1240,35250445,female,20,10,5,10,20,20,10,20,10,10,15,15,10,10,5,0,5,0,0,0
1241,35250445,male,20,10,10,15,15,20,15,15,15,15,10,15,10,5,0,0,5,0,0,0
1242,35250446,female,10,15,10,20,30,30,25,15,10,15,15,15,10,15,5,5,5,0,0,0
1243,35250446,male,15,10,20,10,30,25,35,20,20,20,20,10,10,15,5,5,0,0,0,0
1244,35250447,female,20,10,5,10,25,20,10,15,10,15,15,10,10,10,10,5,10,5,0,0
1245,35250447,male,20,20,10,15,20,20,10,20,10,20,15,5,10,5,10,10,0,0,0,0
1246,35250448,female,25,5,15,40,35,40,15,20,25,30,35,15,15,10,5,5,0,0,0,0
1247,35250448,male,25,15,20,35,40,35,25,15,30,30,30,20,10,10,5,0,0,0,0,0
1248,35250449,female,5,10,10,15,30,20,15,15,15,15,15,10,5,5,5,0,0,0,0,0
1249,35250449,male,10,5,5,15,25,30,5,20,15,30,15,10,5,0,0,0,0,0,0,0
1250,35250450,female,15,10,10,15,25,25,15,15,20,15,15,20,20,15,10,5,0,0,0,0
1251,35250450,male,10,10,10,20,30,30,20,20,20,10,25,10,10,0,15,5,0,0,0,0
1252,35250451,female,0,5,5,15,10,5,10,5,10,10,10,10,5,5,0,0,0,0,0,0
1253,35250451,male,0,5,5,5,5,10,10,5,10,10,10,10,5,5,5,0,0,0,0,0
1254,35250452,female,5,5,5,15,20,25,10,5,15,5,15,20,5,5,5,0,0,5,0,0
1255,35250452,male,5,0,5,10,10,20,15,15,20,5,5,15,15,5,0,0,0,0,0,0
1256,35250453,female,20,5,10,25,25,15,20,10,15,15,15,20,5,10,5,0,0,0,0,0
1257,35250453,male,10,5,15,20,15,15,20,10,15,15,25,15,10,5,5,5,0,0,0,0
1258,35250454,female,10,15,20,20,35,35,35,25,25,25,15,20,20,10,10,0,10,0,0,0
1259,35250454,male,20,5,15,35,30,25,25,20,15,35,30,20,15,5,5,0,5,0,0,0
1260,35250455,female,15,5,0,20,35,20,20,5,15,25,20,20,20,10,10,10,15,10,5,5
1261,35250455,male,10,10,10,15,35,20,20,15,30,30,40,25,25,10,15,15,5,0,5,0
1262,35250456,female,15,10,10,20,25,20,10,10,5,15,15,30,25,30,20,5,5,5,0,0
1263,35250456,male,10,10,5,15,30,20,15,25,30,25,20,15,20,20,15,5,0,0,0,0
1264,35250457,female,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1265,35250457,male,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1266,35250458,female,10,5,5,15,20,20,15,10,10,20,25,20,15,10,10,10,5,5,0,0
1267,35250458,male,25,10,15,15,10,20,5,15,10,10,20,10,15,10,5,0,5,0,0,0
1268,35250459,female,25,15,25,30,35,30,25,20,20,35,20,10,5,10,10,10,10,5,5,0
1269,35250459,male,20,15,25,25,30,30,20,25,30,35,30,25,15,0,5,10,5,0,0,0
1270,35250460,female,10,5,10,15,10,15,5,15,20,10,10,10,15,5,0,5,0,0,0,0
1271,35250460,male,10,15,20,10,15,20,10,10,15,15,10,5,10,5,0,0,0,0,0,0
1272,35250461,female,15,20,15,20,20,15,15,15,15,20,15,15,10,5,5,0,0,5,0,0
1273,35250461,male,15,20,20,15,10,15,10,10,10,20,20,10,10,10,5,0,0,0,0,0
1274,35250462,female,10,10,10,10,10,15,10,20,15,15,10,10,10,10,0,5,0,0,5,0
1275,35250462,male,10,10,10,15,15,10,15,25,20,10,15,5,10,5,0,5,0,0,0,0
1276,35250463,female,5,5,10,15,15,10,15,15,15,20,15,10,5,10,5,10,5,0,0,0
1277,35250463,male,10,10,10,10,10,15,10,15,15,25,15,15,15,10,0,5,0,0,0,0
1278,35250464,female,5,5,5,15,20,20,20,10,10,15,15,5,5,10,5,0,5,0,0,0
1279,35250464,male,5,10,10,10,20,15,10,10,15,15,15,15,5,5,0,0,0,0,0,0
1280,35250465,female,20,10,20,55,45,20,20,20,15,15,10,0,15,0,0,0,0,0,0,0
1281,35250465,male,20,15,10,60,65,30,20,20,20,10,10,5,5,5,5,0,0,0,0,0
1282,35250466,female,15,10,5,20,25,25,20,15,10,15,10,15,5,5,0,0,0,0,0,0
1283,35250466,male,10,5,15,15,25,25,15,20,20,15,30,20,15,10,0,5,0,0,0,0
1284,35250467,female,25,10,15,25,30,20,20,20,25,20,35,35,25,20,15,10,5,5,5,0
1285,35250467,male,20,10,20,25,40,25,25,15,10,30,35,55,45,30,25,10,5,0,0,0
1286,35250468,female,5,5,0,20,30,30,10,5,5,15,5,10,20,10,15,20,15,15,5,0
1287,35250468,male,10,5,5,20,45,40,30,25,15,20,20,15,15,15,15,10,10,10,0,0
1288,35250471,female,10,10,0,20,15,20,5,10,10,15,15,10,10,0,5,5,10,0,0,0
1289,35250471,male,15,10,10,15,20,25,15,10,15,25,25,20,5,5,5,5,0,0,0,0
1290,35250472,female,10,10,5,15,30,15,15,15,15,15,10,10,5,10,5,10,0,0,0,0
1291,35250472,male,10,5,5,15,30,20,15,10,15,25,25,20,10,10,5,5,0,0,0,0
1292,35250473,female,5,10,5,10,15,10,10,10,10,10,15,5,10,10,10,5,0,0,0,0
1293,35250473,male,15,5,0,35,45,35,25,15,20,20,25,20,10,5,10,5,0,0,0,0
1294,35250474,female,20,15,15,25,35,20,15,20,25,35,20,25,15,10,5,5,5,0,0,0
1295,35250474,male,30,20,25,15,30,30,25,25,25,35,35,25,10,10,5,0,0,0,0,0
1296,35250475,female,15,10,10,15,20,20,10,15,10,20,15,20,10,5,5,5,0,0,0,0
1297,35250475,male,5,10,5,15,20,25,10,15,20,20,30,15,15,5,5,0,5,0,0,0
1298,35250476,female,10,5,10,20,10,20,10,15,15,20,20,15,10,5,15,10,10,10,5,0
1299,35250476,male,10,5,10,20,15,15,10,10,10,25,20,15,10,10,10,15,5,5,0,0
1300,35250477,female,5,15,20,10,25,15,25,10,25,10,20,15,5,5,10,5,5,0,0,0
1301,35250477,male,20,15,5,20,25,20,20,20,20,30,30,15,5,10,5,5,0,0,0,0
1302,35250478,female,20,15,15,15,20,10,10,20,10,10,20,15,15,5,0,5,5,0,0,0
1303,35250478,male,10,10,10,15,10,15,10,10,20,15,15,5,10,10,5,0,5,0,0,0
1304,35250479,female,20,10,10,20,30,30,25,5,10,45,25,15,5,10,5,5,0,0,0,0
1305,35250479,male,15,5,10,25,30,25,10,10,15,35,35,20,20,5,5,5,0,0,0,0
1306,35250480,female,5,10,15,25,25,20,10,15,20,30,20,15,10,0,5,5,0,0,0,0
1307,35250480,male,10,15,10,30,25,15,15,10,15,30,30,10,10,5,0,0,0,0,0,0
1308,35250481,female,15,10,10,10,15,15,15,20,15,10,10,15,5,0,5,5,0,0,0,0
1309,35250481,male,5,20,10,20,15,15,20,15,15,15,20,10,15,5,5,0,0,0,0,0
1310,35250482,female,15,20,10,15,15,30,15,15,15,25,15,10,5,5,0,0,5,0,0,0
1311,35250482,male,20,20,20,10,15,20,10,15,15,25,25,20,10,5,5,5,0,0,0,0
1312,35250483,female,15,15,10,25,20,20,15,20,10,15,15,15,5,5,5,5,0,0,0,0
1313,35250483,male,15,15,20,10,20,20,20,15,20,20,15,15,10,0,0,0,5,0,0,0
1314,35250484,female,10,15,5,15,10,25,20,15,10,25,15,5,10,5,5,0,0,0,5,0
1315,35250484,male,20,15,10,15,10,20,15,20,5,15,25,15,10,5,5,0,0,0,0,0
1316,35250485,female,15,10,10,20,20,25,15,15,10,25,25,20,10,10,5,5,0,0,0,0
1317,35250485,male,20,20,15,20,25,20,15,15,25,15,20,25,15,5,5,0,0,0,0,0
1318,35250486,female,15,15,10,25,20,20,30,25,25,30,15,20,30,10,5,0,0,0,0,0
1319,35250486,male,15,20,15,40,35,30,15,20,30,15,20,25,20,10,5,5,5,0,0,0
1320,35250487,female,5,5,5,10,10,15,20,10,10,20,15,20,10,0,5,5,5,0,0,0
1321,35250487,male,10,10,10,10,10,20,15,5,10,20,15,10,15,5,5,5,5,5,0,0
1322,35250488,female,10,20,15,15,15,10,15,10,20,30,15,15,5,10,5,5,0,5,5,0
1323,35250488,male,15,10,10,15,15,10,20,20,10,25,20,15,10,10,10,0,0,0,0,0
1324,35250489,female,5,10,5,15,10,10,15,5,10,10,15,15,15,10,5,5,5,0,0,0
1325,35250489,male,10,10,5,15,10,15,10,10,15,15,15,10,15,5,0,5,0,5,0,0
1326,35250490,female,15,15,10,5,10,20,15,15,15,15,20,10,15,10,10,5,0,0,0,0
1327,35250490,male,15,5,20,15,10,15,15,20,15,15,10,10,10,10,10,0,0,0,0,0
1328,35250491,female,10,25,25,20,5,20,10,15,5,10,10,5,0,5,0,5,0,0,0,0
1329,35250491,male,20,25,20,20,15,10,5,5,10,5,5,5,0,0,0,0,0,0,0,0
1330,35250492,female,20,5,10,10,20,15,10,15,10,15,10,15,5,10,5,5,0,0,0,0
1331,35250492,male,10,10,5,10,15,15,15,10,15,20,10,15,10,10,0,0,0,0,0,0
1332,35250493,female,10,5,5,15,25,20,10,10,10,25,15,10,10,10,0,5,0,0,0,0
1333,35250493,male,20,5,5,10,20,20,15,10,15,20,15,10,5,5,5,5,0,5,0,0
1334,35250494,female,10,0,10,15,15,5,10,5,15,15,15,20,15,15,5,5,5,5,0,0
1335,35250494,male,5,5,10,5,25,15,10,10,5,15,15,15,15,10,10,0,0,0,0,0
1336,35250495,female,10,10,15,15,20,20,10,15,20,15,20,5,15,5,5,0,5,0,0,0
1337,35250495,male,10,20,20,5,10,20,20,15,5,20,15,15,5,0,0,5,0,0,0,0
1338,35250496,female,5,5,0,5,5,5,10,10,5,5,15,10,10,10,0,5,5,0,0,0
1339,35250496,male,0,5,5,5,10,10,5,10,15,15,10,10,10,5,5,5,0,5,0,0
1340,35250497,female,10,10,10,25,30,40,20,20,15,25,25,15,20,5,0,10,5,0,0,0
1341,35250497,male,20,10,10,20,50,35,25,25,25,30,25,15,20,10,5,5,10,0,0,0
1342,35250498,female,10,5,15,20,35,20,10,20,20,15,10,15,15,10,5,15,5,0,0,0
1343,35250498,male,10,15,15,25,30,20,10,15,15,30,20,15,5,10,5,5,5,0,0,0
1344,35250499,female,15,10,10,15,20,20,20,25,10,25,20,30,10,15,15,5,5,0,0,0
1345,35250499,male,10,15,20,15,25,25,15,10,15,10,25,20,10,5,5,5,0,0,0,0
1346,35250501,female,20,20,10,20,15,15,20,20,25,25,15,10,15,15,10,5,5,0,5,0
1347,35250501,male,15,20,30,15,10,15,15,15,10,20,20,15,15,10,10,5,5,0,0,0
1348,35250502,female,15,20,20,15,15,20,25,15,20,25,20,15,10,5,5,5,0,0,0,0
1349,35250502,male,15,20,20,20,20,10,25,25,20,15,15,15,10,5,5,0,5,0,0,0
1350,35250503,female,10,10,15,35,25,20,15,10,15,15,15,15,10,10,5,5,5,5,0,0
1351,35250503,male,15,10,10,35,40,20,15,10,20,20,15,10,10,10,5,5,5,0,0,0
1352,35250504,female,15,15,15,80,45,25,10,15,20,15,10,5,5,5,5,0,0,0,0,0
1353,35250504,male,5,15,25,85,40,20,10,15,15,20,15,10,5,5,0,5,5,0,0,0
1354,35250506,female,10,15,10,10,20,20,20,25,25,20,15,15,5,5,10,0,0,5,0,0
1355,35250506,male,20,20,15,10,25,20,30,15,5,20,20,15,10,5,5,5,0,0,0,0
1356,35250507,female,15,10,10,25,25,25,15,20,10,15,20,20,15,10,15,15,25,15,5,0
1357,35250507,male,10,10,5,10,30,15,25,10,15,10,15,10,10,5,10,10,10,5,0,0
1358,35250508,female,10,20,15,15,5,10,15,15,25,15,25,15,20,10,5,0,5,0,0,0
1359,35250508,male,10,15,20,10,10,5,15,25,25,15,20,20,10,15,5,5,0,0,0,0
1360,35250509,female,15,10,15,25,25,20,20,25,20,30,20,20,15,10,5,5,0,5,0,0
1361,35250509,male,15,10,20,20,20,20,20,20,20,20,15,15,15,10,5,5,0,5,0,0
1362,35250510,female,15,20,15,15,20,25,20,10,20,20,25,15,15,10,5,5,5,5,0,0
1363,35250510,male,25,20,15,10,20,20,20,15,20,25,15,15,10,0,5,5,0,5,0,0
1364,35250511,female,15,20,15,15,45,35,20,25,30,30,30,25,20,15,10,5,0,5,0,0
1365,35250511,male,20,15,25,15,35,40,25,20,30,30,15,30,10,10,5,5,5,0,0,0
1366,35250512,female,15,5,10,5,20,20,15,15,20,15,20,20,15,10,5,5,0,0,0,0
1367,35250512,male,10,5,5,10,15,15,20,20,10,10,10,15,10,10,5,5,0,0,5,0
1368,35250513,female,10,5,10,10,35,35,25,15,20,20,15,20,15,10,0,5,0,0,0,0
1369,35250513,male,10,10,5,5,35,30,25,15,15,15,15,10,15,5,5,0,0,0,0,0
1370,35250514,female,15,30,25,15,25,20,25,25,45,35,35,40,35,25,10,10,0,5,0,0
1371,35250514,male,20,25,30,20,25,20,20,25,30,30,25,35,30,25,15,10,0,0,0,0
1372,35250515,female,10,10,5,10,5,15,10,15,15,10,20,15,20,15,10,10,5,5,0,0
1373,35250515,male,10,10,10,20,5,10,5,10,15,20,20,15,15,10,5,10,5,0,0,0
1374,35250516,female,15,30,25,30,20,20,20,25,25,25,35,15,15,20,20,30,15,10,0,0
1375,35250516,male,15,20,30,30,30,25,15,25,30,35,35,25,25,10,20,15,5,5,0,0
1376,35250517,female,10,10,10,15,15,15,15,15,10,10,15,10,5,5,10,5,5,0,0,0
1377,35250517,male,20,10,15,15,15,15,10,15,10,15,10,10,5,0,5,5,5,0,0,0
1378,35250518,female,5,10,10,15,10,5,10,10,10,15,10,10,10,5,15,10,10,0,0,0
1379,35250518,male,5,10,10,15,0,10,5,5,15,10,20,5,10,5,10,10,0,0,0,0
1380,35250519,female,5,5,10,25,20,10,15,15,20,25,25,25,20,15,20,15,10,10,5,0
1381,35250519,male,15,20,15,35,20,15,15,20,20,30,25,20,20,10,10,10,10,5,0,0
1382,35250520,female,20,15,25,25,20,30,15,15,10,35,30,15,20,10,10,15,10,0,0,0
1383,35250520,male,20,10,20,35,30,30,15,15,25,30,25,10,15,10,15,10,10,0,0,0
1384,35250521,female,10,10,10,15,10,15,20,15,15,15,20,20,15,10,15,10,5,0,0,0
1385,35250521,male,15,20,20,25,15,15,15,15,15,20,20,15,15,10,10,10,10,0,0,0
1386,35250522,female,5,5,5,5,5,5,5,5,10,10,10,10,5,5,5,10,10,0,0,0
1387,35250522,male,5,5,5,10,5,5,0,5,10,10,10,10,10,5,5,5,5,0,0,0
1388,35250523,female,10,10,20,10,10,10,10,20,15,25,20,15,20,15,15,15,5,5,0,0
1389,35250523,male,10,15,20,25,15,10,10,15,20,15,20,10,20,15,15,10,5,5,0,0
1390,35250524,female,10,10,10,10,25,15,10,10,5,15,15,10,10,10,5,5,0,0,0,0
1391,35250524,male,10,5,20,10,15,10,15,10,5,10,15,5,10,10,5,5,0,5,0,0
1392,35250525,female,5,15,10,10,10,10,5,20,15,5,15,15,10,20,10,10,0,5,0,5
1393,35250525,male,10,10,10,10,15,10,10,15,20,10,10,10,15,10,10,5,0,0,0,0
1394,35250526,female,55,55,50,55,35,40,45,45,40,50,50,30,50,30,30,15,15,5,0,0
1395,35250526,male,45,65,60,40,35,35,35,35,30,25,35,15,25,20,15,10,5,0,0,5
1396,35250527,female,10,10,10,15,20,15,10,5,10,15,15,10,10,10,15,10,15,0,0,0
1397,35250527,male,5,10,15,15,10,20,10,5,20,10,20,10,15,5,10,5,5,0,0,0
1398,35250528,female,10,10,5,10,10,15,10,10,15,15,20,10,15,20,15,10,5,5,0,0
1399,35250528,male,10,5,5,10,20,20,10,10,10,15,15,15,10,15,15,5,10,5,0,0
1400,35250529,female,20,20,10,10,20,15,20,15,15,15,10,15,10,10,10,5,0,0,0,0
1401,35250529,male,20,15,10,15,15,15,15,10,15,15,5,10,10,5,5,15,0,0,0,0
1402,35250530,female,15,15,15,15,15,15,15,15,20,15,15,10,10,5,10,5,5,5,0,0
1403,35250530,male,20,15,25,25,20,15,15,15,15,10,10,10,5,5,5,0,5,0,0,0
1404,35250531,female,10,15,25,10,10,10,5,20,25,30,15,10,10,10,15,15,5,0,0,0
1405,35250531,male,10,15,20,20,10,20,10,10,25,15,15,15,5,5,15,0,5,0,5,0
1406,35250532,female,5,5,20,15,10,10,10,10,10,20,25,10,10,10,10,10,5,0,0,0
1407,35250532,male,10,10,10,15,15,10,10,10,10,20,20,15,15,10,5,0,5,5,0,0
1408,35250533,female,15,15,20,25,35,30,20,15,20,30,40,30,25,30,25,15,5,0,0,0
1409,35250533,male,15,15,15,25,30,25,30,20,15,30,30,30,15,20,15,15,0,5,0,0
1410,35250534,female,10,5,10,10,20,25,15,15,10,25,15,20,20,15,15,15,10,0,0,0
1411,35250534,male,5,10,20,15,10,15,15,20,10,10,15,10,10,5,5,5,10,5,0,0
1412,35250535,female,25,25,15,25,15,20,20,30,15,20,20,25,15,15,15,10,10,5,0,0
1413,35250535,male,15,25,30,25,15,15,15,20,15,5,25,15,10,10,25,10,5,5,0,0
1414,35250536,female,15,10,10,10,20,20,5,15,15,20,20,15,15,10,5,10,5,0,0,0
1415,35250536,male,20,5,10,15,20,20,10,10,15,15,20,15,10,10,5,5,5,0,0,0
1416,35250537,female,15,10,20,15,35,30,20,10,20,25,30,20,10,10,5,10,10,5,0,0
1417,35250537,male,20,10,20,20,40,25,25,20,15,25,30,25,15,10,5,5,5,0,0,0
1418,35250538,female,15,10,20,15,5,20,15,10,15,25,30,15,20,10,15,10,10,5,5,0
1419,35250538,male,20,15,15,20,20,20,15,10,20,30,30,15,15,10,5,15,10,5,0,0
1420,35250539,female,15,15,20,25,25,30,15,25,25,30,30,10,25,15,15,15,5,5,0,0
1421,35250539,male,15,20,15,25,35,25,20,20,15,20,35,15,10,15,10,5,5,0,0,0
1422,35250540,female,5,15,15,15,25,20,5,15,25,25,25,10,15,15,20,15,10,5,5,0
1423,35250540,male,10,15,20,20,20,20,10,20,20,25,25,20,10,15,10,10,5,5,0,0
1424,35250541,female,15,15,15,30,20,10,10,15,20,20,15,15,15,10,15,10,15,5,0,0
1425,35250541,male,10,15,15,25,20,15,15,5,25,20,25,15,5,5,5,10,5,5,0,0
1426,35250542,female,15,5,5,20,20,15,10,5,15,15,15,15,20,5,10,10,10,5,5,0
