index,geo_code,gender,0_4_years,10_14_years,15_19_years,20_24_years,25_29_years,30_34_years,35_39_years,40_44_years,45_49_years,50_54_years,55_59_years,60_64_years,65_69_years,70_74_years,75_79_years,80_84_years,85_89_years,90_94_years,95_99_years,100_years
569,35250048,male,0,5,10,15,0,0,10,10,10,15,10,15,15,5,5,5,0,0,0,0
570,35250049,female,10,5,15,10,10,5,10,10,15,25,10,15,15,20,10,5,5,5,0,0
571,35250049,male,10,15,10,5,10,5,10,10,20,15,15,10,10,15,15,5,5,5,0,0
572,35250050,female,10,10,10,15,10,5,15,15,15,15,15,25,20,15,10,0,5,0,0,0
573,35250050,male,10,15,5,5,0,5,15,10,25,5,20,25,10,10,10,5,5,0,0,0
574,35250051,female,15,30,30,40,20,15,25,35,40,55,60,50,50,45,35,35,25,10,5,0
575,35250051,male,25,25,55,45,20,20,25,30,35,65,60,50,30,40,40,20,15,10,5,0
576,35250052,female,5,15,20,5,0,20,5,10,15,10,10,10,15,15,10,0,0,0,0,0
577,35250052,male,15,5,10,10,5,10,10,10,15,10,10,15,10,10,5,0,0,0,0,0
578,35250053,female,10,25,15,10,5,5,10,15,20,30,35,35,35,15,15,10,5,0,0,0
579,35250053,male,15,15,25,20,5,10,5,20,10,20,30,40,25,20,20,10,5,0,0,0
580,35250054,female,10,10,5,15,15,10,5,10,15,15,15,20,15,10,5,5,0,5,0,0
581,35250054,male,10,5,25,10,10,10,10,5,10,15,15,15,15,10,10,0,0,0,0,0
582,35250055,female,15,25,25,20,20,15,20,30,25,35,30,45,40,15,15,10,5,0,0,0
583,35250055,male,15,20,25,20,20,15,10,15,25,20,25,25,25,15,10,10,5,0,0,0
584,35250056,female,5,10,5,10,5,0,10,5,5,10,10,10,5,5,0,0,0,0,0,0
585,35250056,male,5,10,10,15,5,5,5,10,5,5,15,10,5,5,5,0,0,0,0,0
586,35250059,female,20,35,45,40,20,15,25,35,45,70,45,35,30,40,25,20,10,0,0,0
587,35250059,male,20,25,35,50,15,5,25,30,30,45,50,20,30,25,25,15,5,5,0,0
588,35250060,female,5,20,25,20,15,15,15,20,25,30,30,15,30,20,15,5,0,0,0,0
589,35250060,male,25,15,30,20,15,20,10,15,15,25,25,25,20,15,15,10,0,5,5,0
590,35250061,female,5,10,15,15,10,5,10,10,10,15,20,25,20,5,5,5,5,0,0,0
591,35250061,male,10,20,15,10,15,10,5,15,15,10,10,25,15,15,10,0,0,0,0,0
592,35250062,female,5,15,15,15,10,5,10,20,25,30,30,35,15,20,25,5,5,0,0,0
593,35250062,male,10,25,20,20,15,5,5,15,25,30,30,25,25,15,20,5,5,5,0,0
594,35250064,female,10,20,25,30,20,15,20,25,25,25,40,35,40,20,15,10,10,5,0,0
595,35250064,male,10,15,20,25,15,10,20,15,25,25,25,45,35,20,15,15,5,5,0,0
596,35250065,female,15,15,20,15,15,10,5,10,20,20,40,25,20,10,5,5,5,0,0,0
597,35250065,male,10,15,20,25,15,10,5,5,25,20,35,25,20,10,5,0,5,0,0,0
598,35250066,female,5,10,5,15,5,5,10,15,10,15,25,10,25,10,10,10,0,0,0,0
599,35250066,male,5,15,10,15,10,5,5,5,10,15,15,15,20,15,10,5,0,0,0,0
600,35250067,female,20,20,30,30,15,15,15,15,25,30,25,25,10,15,5,5,0,0,0,0
601,35250067,male,25,25,10,15,15,10,20,20,15,30,10,30,15,15,5,5,5,0,0,0
602,35250070,female,10,15,10,15,10,15,5,15,15,20,20,25,25,15,15,30,50,45,5,0
603,35250070,male,15,10,20,15,10,10,15,10,20,20,10,25,15,10,15,15,25,20,5,0
604,35250073,female,10,10,30,15,10,10,15,15,20,15,15,20,15,5,5,0,5,0,0,0
605,35250073,male,10,15,15,15,15,10,15,5,10,20,15,15,20,10,5,5,0,0,0,0
606,35250074,female,5,5,10,10,5,10,5,10,10,5,15,25,15,10,5,5,5,0,0,0
607,35250074,male,5,10,10,10,10,15,10,5,10,5,15,15,5,10,5,5,0,0,0,0
608,35250075,female,5,15,5,10,15,10,10,15,5,20,25,20,10,10,0,5,5,0,0,0
609,35250075,male,10,10,15,15,20,15,10,10,10,15,20,20,10,10,10,0,0,0,0,0
610,35250077,female,10,15,25,30,25,10,10,20,15,15,25,25,20,15,15,10,5,0,0,0
611,35250077,male,15,20,25,20,20,15,10,10,15,20,15,15,10,15,10,10,0,0,0,0
612,35250078,female,10,5,5,10,15,15,10,15,10,20,25,15,20,10,0,10,0,0,0,0
613,35250078,male,5,10,15,15,15,15,5,10,10,10,15,20,10,15,5,0,0,0,0,0
614,35250079,female,10,10,5,5,10,10,5,10,10,5,20,10,15,10,5,5,0,0,0,0
615,35250079,male,5,5,5,10,10,10,10,5,5,10,10,15,10,10,5,5,0,0,0,0
616,35250080,female,20,35,25,20,15,20,30,25,20,20,20,20,25,10,5,5,5,0,0,0
617,35250080,male,30,30,35,20,20,20,20,10,15,15,20,10,20,10,15,5,0,0,0,0
618,35250081,female,25,40,30,40,35,40,40,40,35,45,30,30,35,20,5,15,0,0,0,0
619,35250081,male,35,45,40,40,25,45,35,25,30,35,35,15,25,20,10,5,5,0,0,0
620,35250082,female,0,5,5,0,10,5,10,5,5,5,10,15,10,10,10,5,0,5,0,0
621,35250082,male,5,10,10,5,10,5,5,10,0,5,10,10,10,5,0,10,0,0,0,0
622,35250083,female,30,40,45,40,25,20,35,40,40,20,20,15,10,10,5,5,0,5,0,0
623,35250083,male,45,50,40,35,20,10,20,20,30,20,10,15,10,10,10,0,0,0,0,0
624,35250084,female,15,5,10,15,10,20,10,10,10,10,10,10,10,10,10,10,5,0,0,0
625,35250084,male,10,10,15,15,5,15,10,10,10,15,15,5,5,10,5,5,0,0,0,0
626,35250085,female,5,5,10,10,10,10,10,10,10,5,10,20,10,5,5,5,5,0,0,0
627,35250085,male,5,10,10,10,5,10,10,10,10,10,10,10,10,10,0,5,5,0,0,0
628,35250086,female,15,20,20,15,15,15,15,15,10,15,20,25,15,15,15,30,55,55,20,0
629,35250086,male,15,20,15,20,10,15,10,10,10,15,10,15,10,10,10,15,25,20,5,0
630,35250087,female,10,10,15,20,10,15,20,15,20,15,20,25,15,15,5,5,5,0,0,0
631,35250087,male,5,15,20,15,15,15,15,20,20,20,15,20,15,15,10,5,0,0,0,0
632,35250088,female,10,10,20,15,20,10,15,15,10,20,10,30,30,15,10,5,5,0,0,0
633,35250088,male,5,10,10,10,10,15,15,10,10,15,20,25,20,20,10,0,0,0,0,0
634,35250089,female,20,10,10,10,25,15,15,15,10,20,20,20,35,30,20,25,15,5,5,0
635,35250089,male,10,15,15,10,15,15,15,10,15,10,15,5,10,10,20,0,5,0,0,0
636,35250093,female,10,10,15,5,15,15,5,10,20,20,15,25,15,10,15,10,10,0,0,0
637,35250093,male,10,20,20,20,20,15,20,5,20,15,15,25,20,20,10,10,0,0,0,0
638,35250094,female,5,10,10,15,10,20,10,5,15,15,15,15,5,10,5,0,0,0,0,0
639,35250094,male,15,10,15,10,5,15,15,5,5,5,25,5,5,5,5,5,5,0,0,0
640,35250095,female,5,5,10,5,10,10,10,5,10,20,15,30,30,20,5,0,5,5,0,0
641,35250095,male,5,10,15,5,10,15,10,10,20,5,15,30,25,20,10,5,5,0,0,0
642,35250096,female,10,25,30,15,20,15,15,20,25,25,15,10,20,15,5,0,0,0,0,0
643,35250096,male,10,20,20,25,20,10,10,20,25,10,10,10,15,10,5,0,0,5,0,0
644,35250097,female,5,10,15,15,5,5,15,10,15,15,15,15,20,10,5,0,0,0,0,0
645,35250097,male,10,10,15,15,10,5,10,10,10,10,20,15,15,10,10,5,0,0,0,0
646,35250098,female,5,10,5,10,5,0,5,5,5,5,10,15,15,10,5,5,0,0,0,0
647,35250098,male,5,5,5,10,10,5,5,10,10,5,10,15,10,10,5,5,0,0,0,0
648,35250099,female,15,25,35,35,15,25,20,25,25,40,50,40,35,25,20,25,45,35,15,0
649,35250099,male,15,30,30,35,25,10,15,20,15,30,30,40,30,20,25,10,20,15,5,0
650,35250100,female,10,20,10,15,10,15,15,15,15,20,20,15,20,20,15,10,5,0,0,0
651,35250100,male,10,20,20,15,10,10,15,10,10,25,20,15,15,10,10,5,5,0,0,0
652,35250101,female,15,15,10,5,10,10,15,15,15,15,15,20,10,20,10,10,0,0,0,0
653,35250101,male,10,20,20,10,10,10,15,15,15,20,15,10,15,10,10,10,5,5,0,0
654,35250102,female,10,10,15,10,10,5,5,15,15,5,10,15,10,5,5,10,5,0,0,0
655,35250102,male,5,15,20,10,5,5,5,10,20,10,15,10,5,10,5,5,5,0,0,0
656,35250105,female,15,10,15,10,10,20,10,20,20,25,15,25,25,10,5,15,5,10,0,0
657,35250105,male,20,10,10,10,20,25,15,10,25,20,15,20,15,20,10,20,5,5,0,0
658,35250106,female,15,10,15,20,15,20,15,15,15,15,15,15,15,15,10,20,10,0,0,0
659,35250106,male,15,10,5,25,20,15,10,15,10,20,15,10,10,10,10,15,0,0,5,0
660,35250107,female,10,20,15,20,10,15,15,10,25,20,10,30,10,15,10,20,5,5,0,0
661,35250107,male,10,10,10,20,10,10,10,10,20,25,20,25,5,10,15,10,5,5,0,0
662,35250108,female,10,15,15,15,15,20,15,15,15,25,20,15,15,15,10,5,10,0,0,0
663,35250108,male,15,15,15,20,10,20,15,15,15,20,20,20,15,15,10,10,5,5,0,0
664,35250109,female,15,25,20,25,20,15,25,20,15,35,25,20,20,10,20,15,10,0,0,0
665,35250109,male,15,20,20,25,20,10,25,20,25,20,30,20,20,15,15,15,10,5,0,0
666,35250110,female,20,10,15,15,20,30,15,15,15,20,20,15,15,15,10,20,10,0,0,0
667,35250110,male,20,10,20,15,20,15,15,15,20,25,20,15,15,10,10,10,5,5,0,0
668,35250111,female,15,10,10,10,10,10,10,10,15,20,15,20,15,20,25,50,90,80,40,5
669,35250111,male,15,10,10,5,10,15,10,5,15,15,15,20,15,10,15,20,10,10,5,0
670,35250112,female,20,15,15,15,20,10,10,15,20,15,10,5,10,15,15,10,10,5,0,0
671,35250112,male,15,15,15,10,10,20,15,15,15,15,10,10,10,10,15,10,5,0,0,0
672,35250113,female,5,5,10,15,5,10,5,10,5,10,20,15,10,15,5,0,0,0,0,0
673,35250113,male,5,5,15,5,20,15,0,5,10,10,10,15,15,10,5,5,0,5,0,0
674,35250114,female,5,10,10,10,10,15,10,15,15,10,10,15,10,10,15,10,5,0,0,0
675,35250114,male,10,10,15,5,15,15,5,10,10,15,10,5,10,5,15,5,0,0,0,0
676,35250115,female,40,40,50,45,65,60,55,60,50,45,60,40,25,25,10,15,5,0,0,0
677,35250115,male,50,65,55,65,60,45,45,40,40,35,35,30,25,20,10,0,0,0,0,0
678,35250116,female,15,10,25,20,20,20,25,40,25,30,25,20,15,10,5,0,0,0,0,0
679,35250116,male,35,30,35,20,15,20,30,35,20,40,20,15,15,10,5,0,0,0,0,0
680,35250117,female,5,5,10,10,10,5,10,10,15,5,10,15,5,5,5,0,0,0,0,0
681,35250117,male,10,15,15,10,10,10,0,10,5,10,10,10,0,5,0,0,5,0,0,0
682,35250118,female,15,10,15,10,10,10,15,15,10,20,15,15,10,10,10,5,0,0,0,0
683,35250118,male,5,10,15,20,15,15,10,10,10,20,10,15,10,5,0,0,0,0,0,0
684,35250119,female,5,15,15,15,10,20,15,15,15,20,20,25,25,15,10,0,5,0,0,0
685,35250119,male,15,15,15,15,25,15,15,10,15,15,20,10,15,15,15,5,0,0,0,0
686,35250120,female,10,15,15,20,5,15,20,15,15,15,25,15,5,5,0,5,5,0,0,0
687,35250120,male,5,20,15,20,15,5,20,15,10,15,5,5,5,10,0,0,0,0,0,0
688,35250121,female,10,10,15,10,20,15,20,15,20,15,20,20,10,15,10,5,0,0,0,0
689,35250121,male,10,15,15,10,15,15,10,15,5,15,15,15,10,10,0,0,0,0,0,0
690,35250122,female,5,20,10,10,5,10,10,10,15,15,10,15,10,10,10,5,0,5,0,0
691,35250122,male,15,15,5,15,10,5,15,10,15,10,10,10,20,15,5,5,0,0,0,0
692,35250123,female,5,15,15,10,5,5,5,10,10,15,20,15,10,15,5,0,0,0,0,0
693,35250123,male,5,5,10,15,20,10,5,15,15,15,20,20,15,15,5,5,0,0,0,0
694,35250124,female,10,15,20,15,15,15,15,15,15,15,20,25,15,15,10,5,0,0,0,0
695,35250124,male,10,15,15,15,20,15,15,10,20,10,20,20,15,10,5,5,0,0,0,0
696,35250125,female,5,0,10,5,10,10,10,10,15,10,10,10,15,10,5,0,5,0,0,0
697,35250125,male,10,15,15,10,5,20,10,10,15,5,10,10,10,10,5,0,0,0,0,0
698,35250126,female,15,20,30,20,25,20,15,25,20,20,20,20,25,10,5,5,0,5,5,0
699,35250126,male,20,25,25,30,30,15,10,15,15,30,15,15,10,5,0,0,0,0,0,0
700,35250127,female,45,55,60,70,50,45,50,70,70,70,65,45,25,20,15,5,0,0,0,0
701,35250127,male,65,50,55,75,40,35,50,60,50,65,70,35,30,10,5,10,0,0,0,0
702,35250128,female,5,15,20,20,15,15,5,15,25,20,25,10,10,5,0,5,0,0,5,0
703,35250128,male,5,15,20,20,15,15,5,20,15,15,20,20,10,5,5,0,0,0,0,0
704,35250129,female,5,10,10,10,10,15,10,5,10,20,30,20,10,0,10,5,0,5,0,0
705,35250129,male,10,10,10,15,15,10,10,5,10,15,25,15,10,5,5,0,0,0,0,0
706,35250130,female,0,0,10,15,5,10,5,5,15,10,25,10,15,10,5,0,0,5,0,0
707,35250130,male,5,10,10,15,10,5,10,5,5,10,20,10,15,15,5,5,0,0,0,0
708,35250133,female,0,0,5,0,0,0,0,5,0,0,5,5,15,40,45,50,55,35,10,0
709,35250133,male,0,0,0,0,0,5,0,0,0,5,5,5,10,15,25,20,30,20,0,0
710,35250134,female,15,25,25,35,10,10,20,20,25,45,25,30,25,20,25,15,20,10,0,0
711,35250134,male,10,15,30,35,25,10,15,15,20,30,25,15,15,25,15,15,15,5,0,0
712,35250135,female,70,55,50,60,55,65,70,65,80,60,55,25,25,25,15,10,10,0,0,0
713,35250135,male,55,75,45,55,60,65,55,45,90,60,45,30,30,15,10,15,5,5,0,0
714,35250136,female,10,5,15,15,5,5,10,5,15,10,20,10,5,10,10,5,5,0,0,0
715,35250136,male,10,10,5,15,5,10,5,10,15,15,15,10,15,5,10,5,5,0,0,0
716,35250137,female,5,5,15,20,10,10,10,10,15,20,15,20,5,10,10,5,5,0,0,0
717,35250137,male,5,10,10,20,10,5,10,5,15,15,20,20,5,10,10,5,5,0,0,0
718,35250144,female,80,70,45,35,50,65,90,65,60,55,50,40,25,25,15,10,0,5,0,0
719,35250144,male,65,60,40,55,35,65,70,65,60,60,40,45,30,30,10,20,5,0,0,0
720,35250145,female,5,5,10,10,10,10,10,5,15,15,15,10,15,5,5,5,0,0,0,0
721,35250145,male,20,5,10,10,10,10,10,10,15,10,15,15,10,15,0,5,5,0,0,0
722,35250146,female,15,25,20,20,5,15,20,20,25,40,40,40,35,15,10,15,5,5,0,0
723,35250146,male,10,20,30,35,10,10,15,20,25,30,40,35,35,15,15,10,10,0,0,0
724,35250147,female,10,10,15,20,5,10,10,10,15,15,15,15,15,10,0,10,25,10,5,0
725,35250147,male,10,10,10,15,5,15,10,10,10,20,15,15,15,15,5,5,10,5,0,0
726,35250148,female,10,5,10,10,10,10,5,10,10,20,30,30,20,10,5,5,5,5,5,0
727,35250148,male,5,10,15,15,15,10,5,5,5,15,25,25,20,10,5,5,5,0,0,0
728,35250149,female,15,10,10,20,10,15,10,25,30,20,30,25,15,10,5,0,5,0,0,0
729,35250149,male,15,20,25,30,15,5,15,20,15,20,25,35,15,5,10,0,0,0,0,0
730,35250150,female,15,10,10,5,5,10,10,5,15,20,20,15,25,20,15,15,15,5,0,0
731,35250150,male,20,10,10,15,10,15,10,15,15,20,10,10,15,10,15,10,15,5,0,0
732,35250151,female,15,5,10,10,10,5,15,15,10,15,25,20,25,15,5,0,0,0,5,0
733,35250151,male,15,10,10,15,15,15,15,5,20,15,15,20,25,10,5,5,0,0,0,0
734,35250152,female,40,35,50,45,35,30,30,35,45,45,70,60,55,40,45,40,25,25,5,0
735,35250152,male,30,45,45,40,30,25,35,40,40,45,50,50,60,40,25,25,15,5,5,0
736,35250153,female,15,5,10,15,10,20,5,10,25,20,40,25,30,5,10,5,5,5,0,0
737,35250153,male,15,15,20,25,20,15,15,15,20,15,25,25,30,15,10,5,0,0,0,0
738,35250156,female,10,10,15,20,10,5,15,10,5,25,25,20,10,10,5,5,0,5,0,0
739,35250156,male,10,10,15,15,10,5,10,15,5,20,20,15,10,5,5,10,0,0,0,0
740,35250158,female,10,20,15,20,15,10,15,15,15,25,20,35,15,10,0,5,0,0,0,0
741,35250158,male,10,15,25,15,15,15,10,15,15,15,30,25,20,5,5,5,0,0,5,0
742,35250159,female,10,10,15,15,5,10,5,15,10,20,25,20,15,5,10,5,5,0,0,0
743,35250159,male,5,20,20,10,10,10,5,10,10,20,25,25,10,10,15,5,5,0,0,0
744,35250160,female,5,25,10,15,5,5,10,10,15,15,15,15,15,5,5,5,0,0,0,0
745,35250160,male,5,10,15,15,5,5,15,15,10,15,15,15,15,5,5,0,0,0,0,0
746,35250161,female,15,25,25,20,10,5,15,30,15,25,40,30,30,15,10,5,5,0,0,0
747,35250161,male,15,30,25,35,15,5,15,20,10,35,35,30,25,10,10,5,5,0,0,0
748,35250162,female,10,10,15,10,10,5,10,15,20,20,15,15,15,10,5,0,0,5,0,0
749,35250162,male,5,15,10,20,5,5,5,5,20,20,20,15,20,10,10,5,0,0,0,0
750,35250163,female,15,10,15,15,10,15,10,15,20,20,35,25,15,15,20,15,10,0,0,0
751,35250163,male,15,20,15,25,10,5,5,15,15,20,25,25,10,15,15,5,5,5,0,0
752,35250164,female,5,20,10,15,5,5,10,10,15,20,25,30,25,30,15,10,20,5,0,0
753,35250164,male,5,15,15,20,5,10,10,15,10,15,25,20,25,15,10,5,10,5,0,0
754,35250172,female,15,20,25,15,15,10,10,15,20,30,25,20,20,10,5,0,5,0,0,0
755,35250172,male,10,15,25,20,10,5,10,15,20,30,25,15,20,10,5,0,0,5,0,0
756,35250173,female,55,55,30,20,20,55,70,65,35,40,30,40,25,15,15,15,5,5,0,0
757,35250173,male,50,50,25,20,20,25,60,70,50,35,35,30,25,15,15,15,5,5,0,0
758,35250175,female,75,75,60,60,55,80,65,70,70,55,40,30,10,10,5,5,0,0,0,0
759,35250175,male,75,75,50,65,50,75,55,50,55,60,40,20,15,10,5,5,0,0,0,0
760,35250176,female,15,20,30,30,25,10,20,30,35,40,30,20,10,15,10,0,0,0,0,0
761,35250176,male,15,20,40,30,15,10,20,25,35,35,35,20,10,5,10,0,5,0,0,0
762,35250177,female,15,25,35,25,20,30,20,40,45,30,25,10,15,5,5,5,0,0,0,0
763,35250177,male,25,40,35,35,15,15,20,20,30,30,20,15,15,5,0,0,0,0,0,0
764,35250178,female,5,20,20,20,20,10,10,15,30,25,30,25,15,10,5,5,0,0,5,0
765,35250178,male,10,15,30,20,10,15,10,15,20,30,30,15,25,5,10,5,0,0,0,0
766,35250179,female,15,20,35,15,20,15,15,20,25,40,30,15,5,5,0,5,5,0,0,0
767,35250179,male,15,20,40,40,20,15,10,25,20,30,35,20,10,10,5,5,5,0,0,0
768,35250180,female,60,45,65,45,75,100,65,65,45,45,45,20,30,15,10,5,5,0,0,0
769,35250180,male,75,55,60,45,75,100,50,45,50,45,40,25,25,20,10,5,0,0,0,0
770,35250181,female,10,5,20,10,15,10,10,5,15,15,15,10,10,5,0,5,0,0,0,0
771,35250181,male,15,15,15,15,15,15,10,10,5,15,15,15,15,5,5,5,0,0,0,0
772,35250183,female,5,0,10,10,15,5,5,5,5,10,15,10,5,0,0,0,0,0,0,0
773,35250183,male,5,5,5,5,5,10,5,5,5,5,15,10,10,5,0,0,0,0,0,0
774,35250184,female,15,10,5,20,15,15,10,10,20,15,20,15,5,5,0,0,0,0,0,0
775,35250184,male,10,15,10,15,15,10,10,10,15,20,15,20,5,0,0,0,0,0,0,0
776,35250185,female,15,15,20,15,10,10,10,10,15,20,25,30,25,25,20,45,65,50,20,0
777,35250185,male,5,10,10,15,15,5,20,15,0,10,15,15,15,10,10,15,15,5,0,0
778,35250186,female,10,5,15,5,10,15,15,5,10,10,10,15,15,5,0,0,5,0,0,0
779,35250186,male,10,15,15,5,10,10,10,5,5,10,15,10,15,10,5,0,0,0,0,0
780,35250188,female,25,20,25,15,20,30,30,25,30,35,40,20,20,5,5,5,5,0,0,0
781,35250188,male,25,25,20,25,20,25,25,20,25,30,20,15,25,5,5,5,5,0,0,0
782,35250189,female,20,15,25,15,15,20,15,10,25,35,25,30,15,10,5,0,0,0,0,0
783,35250189,male,20,10,30,25,20,15,20,10,20,25,35,35,15,10,5,0,0,0,0,0
784,35250190,female,10,15,10,20,15,10,10,15,15,25,25,25,5,10,5,0,0,0,0,0
785,35250190,male,10,15,20,10,10,10,15,10,15,20,20,15,15,10,5,0,0,0,0,0
786,35250191,female,25,30,30,20,25,30,25,25,40,30,25,30,20,10,0,0,0,0,0,0
787,35250191,male,30,20,20,30,35,20,30,20,20,20,25,25,20,10,5,5,0,0,0,0
788,35250192,female,50,30,35,35,45,65,70,65,45,45,55,40,35,15,10,0,0,0,0,0
789,35250192,male,45,65,35,30,60,50,70,60,60,30,40,40,35,15,5,10,5,0,0,0
790,35250193,female,5,10,10,10,5,5,10,5,15,10,20,15,10,10,5,0,5,5,0,0
791,35250193,male,5,10,5,10,10,5,5,10,10,10,20,20,15,10,0,0,0,0,0,0
792,35250194,female,10,15,10,15,10,15,20,10,10,20,25,25,15,10,0,0,5,0,0,0
793,35250194,male,15,15,10,15,25,15,20,20,10,15,30,20,25,10,10,5,0,0,0,0
794,35250196,female,15,20,10,10,15,15,30,20,15,25,30,20,20,10,5,0,0,5,0,0
795,35250196,male,15,15,30,20,20,20,20,15,10,15,20,20,15,5,5,5,0,0,0,0
796,35250197,female,10,15,15,25,10,10,15,10,20,25,20,30,30,5,0,5,0,0,0,0
797,35250197,male,10,15,15,25,10,15,10,15,10,20,20,25,25,10,5,0,0,0,0,0
798,35250199,female,135,95,85,120,170,145,135,95,80,100,90,70,60,35,30,20,10,5,0,0
799,35250199,male,140,115,80,95,130,155,115,75,90,70,80,70,55,35,20,10,0,5,0,0
800,35250200,female,15,5,15,20,20,15,15,10,15,25,20,15,15,25,5,10,10,0,0,0
801,35250200,male,10,15,10,15,20,20,20,15,15,25,25,15,20,20,10,5,5,0,0,0
802,35250201,female,5,5,5,5,5,5,10,5,10,15,10,10,10,10,10,10,0,0,0,0
803,35250201,male,10,5,5,10,5,5,5,15,5,15,15,10,5,10,5,5,5,0,0,0
804,35250202,female,50,40,35,40,50,60,35,40,45,30,45,15,25,5,10,10,0,0,0,0
805,35250202,male,40,30,30,50,45,50,35,50,35,40,30,20,20,15,10,5,0,0,0,0
806,35250203,female,45,35,35,40,45,50,45,35,35,30,40,35,20,10,5,5,0,0,0,0
807,35250203,male,30,30,35,45,40,40,35,30,45,40,30,25,20,5,10,0,0,0,0,0
808,35250204,female,30,45,45,30,30,40,40,40,40,25,35,20,15,10,5,5,0,0,0,0
809,35250204,male,35,30,45,40,35,35,20,25,35,25,25,20,10,5,5,5,0,0,0,0
810,35250205,female,5,5,10,5,10,5,5,10,10,10,15,15,10,5,0,0,0,0,0,0
811,35250205,male,5,5,5,15,10,10,5,5,10,5,5,5,10,5,5,0,5,0,0,0
812,35250206,female,15,15,20,20,20,10,15,25,25,30,25,25,30,15,5,5,10,5,0,0
813,35250206,male,15,10,30,20,20,15,15,15,20,30,30,20,20,15,15,5,0,0,0,0
814,35250207,female,10,5,5,10,10,10,5,10,10,10,15,5,10,10,10,0,5,5,0,0
815,35250207,male,10,5,10,5,5,5,10,10,10,10,10,10,10,10,10,5,0,0,0,0
816,35250208,female,10,10,10,5,5,15,10,10,5,15,15,20,20,10,15,10,5,0,0,0
817,35250208,male,10,15,10,15,10,15,10,15,5,15,5,15,10,15,10,10,5,0,0,0
818,35250209,female,10,10,5,10,5,10,5,10,20,5,10,15,20,20,10,10,5,5,0,0
819,35250209,male,10,5,5,10,10,10,10,5,15,10,15,10,5,15,10,5,0,0,0,0
820,35250210,female,5,5,15,15,10,5,5,20,10,20,25,20,25,15,15,0,5,0,5,0
821,35250210,male,5,15,20,15,10,15,10,10,10,25,15,20,20,15,10,5,5,5,0,0
822,35250211,female,5,5,0,5,5,0,5,0,10,5,10,15,30,30,25,20,20,10,0,0
823,35250211,male,5,5,0,0,5,5,0,5,5,5,10,10,20,5,20,15,10,5,0,0
824,35250212,female,5,5,5,10,10,5,20,10,10,15,20,20,25,15,25,15,5,5,0,0
825,35250212,male,10,10,5,10,10,10,15,15,10,15,15,20,20,10,25,10,5,0,0,0
826,35250213,female,5,5,5,10,5,10,10,5,15,15,10,15,25,25,15,10,5,0,0,0
827,35250213,male,10,10,10,10,10,15,10,5,10,20,5,15,15,15,10,10,5,0,5,0
828,35250216,female,5,10,15,5,15,10,15,5,10,20,10,15,10,10,10,20,5,5,0,0
829,35250216,male,10,5,20,5,5,15,10,10,10,15,15,10,15,10,5,10,5,0,0,0
830,35250217,female,25,20,25,15,25,20,25,15,15,25,30,15,15,10,10,5,10,0,0,0
831,35250217,male,30,25,15,20,20,20,20,25,10,25,25,10,15,5,10,0,5,0,0,0
832,35250218,female,15,20,25,10,20,20,20,20,20,25,15,25,10,15,5,5,0,0,0,0
833,35250218,male,15,15,25,20,20,25,15,25,15,30,20,15,20,10,10,5,0,0,0,0
834,35250221,female,10,10,15,5,15,20,15,15,20,25,25,25,20,25,5,15,5,0,0,0
835,35250221,male,15,5,5,10,25,15,25,10,25,20,35,20,15,20,15,5,0,0,0,0
836,35250222,female,10,15,10,10,20,10,15,15,20,20,15,20,25,10,10,20,15,5,0,0
837,35250222,male,10,20,20,15,20,10,10,10,20,25,25,5,15,10,15,5,5,0,0,0
838,35250223,female,10,5,15,10,15,5,10,10,15,15,20,20,15,10,15,15,10,0,0,0
839,35250223,male,5,10,10,15,20,10,10,5,15,15,30,15,20,10,10,10,10,5,0,0
840,35250224,female,15,10,10,20,10,10,10,20,10,15,20,10,10,5,10,5,0,0,0,0
841,35250224,male,15,15,10,25,20,10,5,10,15,15,20,15,5,5,5,10,5,0,0,0
842,35250225,female,10,5,5,10,5,10,5,10,15,15,15,5,10,10,15,15,5,5,0,0
843,35250225,male,15,10,10,15,15,10,5,10,15,10,10,15,10,5,10,10,5,0,0,0
844,35250226,female,5,5,10,10,15,5,5,10,20,25,20,25,30,35,25,20,10,5,5,0
845,35250226,male,5,5,5,10,10,10,5,10,15,15,15,15,20,20,15,10,5,0,5,0
846,35250227,female,20,20,20,20,30,20,25,20,10,30,25,15,10,10,10,10,5,0,0,0
847,35250227,male,25,10,10,10,25,30,20,15,15,20,15,25,15,5,10,5,0,0,0,0
848,35250230,female,20,10,10,20,10,15,10,15,10,20,15,20,15,10,15,10,5,0,0,0
849,35250230,male,10,10,20,15,15,15,15,10,10,20,20,20,15,15,10,10,5,5,0,0
850,35250231,female,10,15,15,20,20,25,15,15,20,25,30,30,25,20,30,15,15,5,5,0
851,35250231,male,20,15,25,20,20,25,20,15,20,20,30,25,20,15,25,20,10,5,0,0
852,35250232,female,45,40,25,30,35,55,40,25,35,20,25,25,15,10,5,0,0,5,0,0
853,35250232,male,50,45,40,25,20,25,20,20,20,20,25,20,10,5,5,5,0,0,0,0
854,35250233,female,10,10,5,15,15,10,10,10,15,15,15,20,20,20,30,25,10,5,0,0
855,35250233,male,15,10,10,10,5,15,25,15,15,15,20,15,10,10,15,10,10,5,0,0
856,35250234,female,20,5,10,20,20,10,10,10,10,20,15,5,15,5,5,10,0,0,0,0
857,35250234,male,10,10,10,20,15,15,10,5,5,10,20,10,10,5,5,5,0,0,0,0
