geo_code,,"under $10,000 (including loss)","$10,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","$100,000 to $149,999","$150,000 and over"
35250263,female,50,65,60,55,45,35,25,15,10,10,5,0
35250263,male,40,60,40,45,40,25,30,25,20,10,25,0
35250264,female,25,35,25,20,20,15,5,5,0,5,10,0
35250264,male,15,20,20,15,20,15,15,10,10,10,10,5
35250265,female,25,35,35,30,20,25,10,5,10,10,10,5
35250265,male,20,15,10,30,10,20,15,15,10,5,20,0
35250266,female,20,35,35,15,20,15,10,0,0,0,0,0
35250266,male,10,20,20,25,20,5,10,15,5,5,0,0
35250267,female,35,35,35,25,20,20,5,10,5,5,5,0
35250267,male,25,25,15,25,20,15,20,10,10,10,15,5
35250269,female,15,25,10,10,10,10,5,5,5,10,10,0
35250269,male,10,10,15,15,15,10,10,5,5,5,5,5
35250270,female,20,25,25,10,15,10,10,5,5,10,5,0
35250270,male,10,15,20,15,15,15,5,5,5,5,10,5
35250271,female,15,30,35,20,15,10,5,0,5,0,5,0
35250271,male,15,20,10,10,30,10,20,10,5,10,15,5
35250272,female,30,60,60,25,20,5,5,5,5,5,0,0
35250272,male,15,20,30,15,25,10,10,5,10,5,10,5
35250273,female,25,45,30,15,15,15,5,0,5,5,5,0
35250273,male,15,25,20,15,25,10,15,10,5,0,10,0
35250274,female,60,75,90,55,55,30,10,10,10,5,5,0
35250274,male,55,50,40,40,45,35,25,25,5,5,15,5
35250275,female,40,50,40,20,20,15,10,0,0,5,5,0
35250275,male,20,30,30,25,20,20,20,5,5,0,15,0
35250276,female,50,55,40,30,25,15,10,5,5,0,5,0
35250276,male,25,25,35,40,30,20,15,25,15,5,10,5
35250277,female,35,40,35,30,20,5,15,0,5,5,0,0
35250277,male,20,15,25,15,25,15,10,10,5,0,5,0
35250278,female,20,40,25,20,25,15,10,5,0,5,5,5
35250278,male,15,15,20,20,20,20,10,20,5,5,10,0
35250279,female,55,70,65,50,30,15,5,10,0,0,5,0
35250279,male,40,30,40,40,30,35,25,20,15,0,10,0
35250280,female,25,45,35,30,20,5,5,5,5,0,5,0
35250280,male,20,20,20,30,25,10,10,5,5,5,5,0
35250281,female,35,65,50,15,15,20,0,0,0,0,0,0
35250281,male,25,20,40,25,25,20,10,10,10,5,5,0
35250282,female,35,45,45,30,25,20,10,10,5,10,0,5
35250282,male,40,30,15,25,25,25,15,20,10,5,15,5
35250283,female,40,60,55,45,25,10,20,5,5,5,5,0
35250283,male,35,40,40,35,25,20,20,15,15,5,10,5
35250284,female,25,35,35,25,15,5,0,5,5,5,0,0
35250284,male,20,30,25,25,25,10,15,5,5,5,5,0
35250285,female,45,55,75,50,30,35,15,10,10,10,10,5
35250285,male,20,50,45,35,35,30,20,10,15,5,25,10
35250286,female,20,35,30,20,15,10,5,5,5,5,5,0
35250286,male,20,10,15,20,20,15,5,5,5,5,5,5
35250287,female,40,60,35,25,40,25,20,5,10,10,5,0
35250287,male,25,35,30,35,25,35,20,15,15,10,30,5
35250288,female,35,45,35,20,20,10,10,5,5,5,0,0
35250288,male,15,20,25,25,20,15,15,10,5,5,10,0
35250289,female,35,50,45,40,30,5,15,10,5,5,0,0
35250289,male,30,30,30,40,25,25,20,10,10,5,15,0
35250290,female,45,65,45,25,35,10,15,5,5,5,5,0
35250290,male,30,30,30,35,45,20,10,25,15,15,10,0
35250291,female,85,75,70,70,45,35,15,10,10,10,5,0
35250291,male,55,60,60,45,45,40,30,25,10,15,20,5
35250293,female,60,80,90,45,35,25,25,5,10,10,5,0
35250293,male,35,35,60,55,45,35,25,25,15,20,30,5
35250294,female,25,25,30,25,15,15,10,10,10,5,5,0
35250294,male,25,20,15,15,15,10,20,5,15,5,15,5
35250295,female,25,35,15,20,20,10,10,5,0,5,5,0
35250295,male,15,15,15,10,10,25,15,5,5,5,15,5
35250296,female,20,40,20,20,30,20,20,10,0,15,10,0
35250296,male,15,15,15,20,20,25,20,15,5,15,15,10
35250297,female,50,45,40,30,20,10,15,5,5,10,10,5
35250297,male,30,30,30,30,25,20,20,25,15,10,15,5
35250298,female,35,45,30,30,15,15,15,10,10,10,10,5
35250298,male,30,30,15,25,25,10,15,10,15,10,30,20
35250299,female,30,45,45,30,25,15,15,15,5,5,10,5
35250299,male,30,25,20,20,20,30,25,15,10,20,30,20
35250300,female,45,55,40,45,30,20,30,20,20,10,25,5
35250300,male,20,30,35,30,35,35,25,20,20,20,40,25
35250302,female,20,30,25,20,25,5,10,15,10,5,5,0
35250302,male,10,10,15,25,25,20,20,15,10,5,15,10
35250303,female,30,45,55,25,25,10,15,10,5,0,5,5
35250303,male,20,30,25,40,30,25,15,5,10,5,15,5
35250304,female,35,45,40,25,20,15,15,10,0,0,5,0
35250304,male,20,30,35,20,30,25,15,10,15,15,10,0
35250305,female,45,40,45,40,35,20,10,0,0,5,5,5
35250305,male,25,25,25,25,25,25,20,10,15,5,15,0
35250306,female,20,35,35,20,20,10,5,5,5,5,0,0
35250306,male,20,25,15,20,25,10,10,10,5,5,10,0
35250307,female,40,50,40,25,20,15,15,10,5,5,5,5
35250307,male,45,40,35,25,20,25,20,20,10,5,15,5
35250308,female,55,55,65,50,45,40,15,20,10,10,10,5
35250308,male,35,45,30,40,30,30,30,25,20,10,25,10
35250309,female,30,35,20,20,15,10,5,10,5,5,5,0
35250309,male,20,20,15,15,10,15,10,5,10,5,15,10
35250310,female,35,30,15,15,25,10,5,5,10,5,10,0
35250310,male,20,15,15,25,15,10,10,5,5,15,20,10
35250311,female,30,60,40,35,20,20,10,5,5,5,5,0
35250311,male,15,20,30,25,25,15,25,15,10,10,15,0
35250312,female,20,35,30,20,15,10,10,5,0,0,5,0
35250312,male,15,10,15,25,15,25,10,10,5,0,10,5
35250313,female,35,60,45,40,35,35,15,10,5,10,10,10
35250313,male,30,30,25,30,35,25,20,20,20,15,30,20
35250315,female,30,65,75,70,50,30,30,10,5,15,15,0
35250315,male,15,30,40,50,50,20,25,15,5,5,15,5
35250316,female,35,35,35,40,40,35,30,15,15,5,10,5
35250316,male,25,25,20,30,30,25,20,25,15,5,15,10
35250317,female,40,25,25,20,20,25,25,10,10,5,10,5
35250317,male,20,30,20,15,20,20,15,15,10,10,35,15
35250318,female,x,x,x,x,x,x,x,x,x,x,x,x
35250318,male,x,x,x,x,x,x,x,x,x,x,x,x
35250319,female,30,40,40,25,10,5,0,0,5,5,0,0
35250319,male,20,25,25,30,25,15,5,5,0,0,5,0
35250320,female,25,40,40,40,35,15,5,5,0,0,0,0
35250320,male,25,35,15,35,30,20,10,5,10,5,10,5
35250321,female,25,35,25,15,15,5,0,0,0,0,0,0
35250321,male,25,15,15,25,20,20,5,5,5,0,0,0
35250322,female,15,45,40,35,20,10,10,5,5,0,0,0
35250322,male,25,25,25,35,25,20,10,10,5,0,5,0
35250323,female,40,55,50,25,25,15,15,5,0,5,0,0
35250323,male,25,35,35,25,35,20,15,10,5,5,5,0
35250324,female,55,80,100,55,15,10,10,0,0,0,0,0
35250324,male,45,45,35,30,15,0,10,5,0,0,0,5
35250326,female,25,40,25,25,10,10,0,0,0,5,0,0
35250326,male,25,15,25,15,10,20,10,10,0,0,5,0
35250327,female,45,70,55,40,35,5,10,0,0,0,0,0
35250327,male,50,35,40,20,25,10,10,5,5,5,5,0
35250328,female,35,35,30,25,15,15,5,5,5,0,0,0
35250328,male,20,25,25,25,25,20,10,5,0,0,5,0
35250329,female,40,55,50,30,20,10,5,5,5,0,5,0
35250329,male,25,35,40,30,20,25,10,15,5,0,10,0
35250330,female,30,50,50,30,15,10,10,5,0,0,0,0
35250330,male,15,30,30,20,15,10,10,15,0,0,5,0
35250331,female,25,50,30,25,5,10,5,0,0,0,0,0
35250331,male,25,25,20,20,15,15,10,5,5,5,0,0
35250332,female,40,50,45,25,35,25,10,5,5,0,0,0
35250332,male,25,20,40,25,25,25,25,20,10,5,5,5
35250333,female,30,55,50,45,30,25,10,5,10,5,5,0
35250333,male,20,30,30,35,30,35,20,15,10,10,5,5
35250334,female,30,40,55,20,25,15,10,0,5,10,10,0
35250334,male,25,25,40,35,30,20,20,10,10,5,10,0
35250335,female,20,40,30,30,20,15,5,5,0,0,10,0
35250335,male,15,20,20,20,15,25,10,15,10,10,10,5
35250336,female,25,55,40,30,20,15,10,5,0,0,5,0
35250336,male,20,25,25,30,25,30,20,10,15,5,15,0
35250337,female,40,85,75,70,35,25,15,5,10,0,0,0
35250337,male,25,60,70,50,40,25,15,10,15,5,10,0
35250338,female,60,100,70,50,20,20,5,10,5,0,0,0
35250338,male,35,55,50,60,35,25,5,5,0,5,5,0
35250339,female,35,35,35,30,25,20,15,5,5,5,10,0
35250339,male,20,20,25,40,30,30,30,15,10,5,10,5
35250340,female,20,20,20,15,15,15,5,0,0,0,5,0
35250340,male,10,15,20,10,10,20,10,5,10,10,5,5
35250341,female,35,90,60,35,30,15,10,5,0,5,0,0
35250341,male,30,55,40,45,25,20,20,10,5,5,5,0
35250342,female,30,50,45,20,25,15,10,5,0,5,5,0
35250342,male,20,35,20,20,25,20,15,15,5,0,10,0
35250343,female,20,35,30,30,20,25,20,5,5,0,5,0
35250343,male,30,15,20,25,25,35,10,10,10,5,15,5
35250344,female,35,45,30,20,20,20,15,10,0,0,0,5
35250344,male,25,25,15,25,25,35,30,15,10,5,10,5
35250345,female,20,30,15,20,20,15,15,10,5,5,5,0
35250345,male,20,20,15,10,25,15,15,10,10,5,10,5
35250346,female,20,25,35,20,30,20,15,10,0,5,0,0
35250346,male,20,20,20,20,30,15,15,15,10,5,10,5
35250347,female,30,35,35,25,15,15,10,5,5,0,0,0
35250347,male,20,25,20,25,20,20,20,20,5,0,15,0
35250348,female,25,35,25,30,30,15,15,15,5,15,20,5
35250348,male,30,25,25,20,15,15,20,15,20,10,30,15
35250349,female,35,40,35,20,20,15,15,10,5,0,10,5
35250349,male,20,15,20,10,15,20,10,10,10,10,20,5
35250350,female,40,60,55,45,30,10,5,5,0,5,0,0
35250350,male,40,40,40,35,35,25,15,15,10,5,10,0
35250351,female,20,45,45,35,20,15,10,5,0,0,5,0
35250351,male,15,20,30,25,25,15,5,0,5,5,0,0
35250352,female,30,50,50,30,30,20,15,5,5,5,0,5
35250352,male,30,25,30,25,30,15,15,10,15,5,15,0
35250353,female,30,65,70,40,25,15,5,5,5,5,5,0
35250353,male,25,35,45,30,30,15,10,5,5,0,5,0
35250354,female,25,45,25,25,20,25,15,15,20,10,15,5
35250354,male,25,15,15,25,30,25,20,10,15,15,20,15
35250355,female,30,55,45,30,35,15,15,10,0,10,5,0
35250355,male,20,20,35,25,35,20,20,15,15,10,10,0
35250356,female,35,45,40,30,25,30,15,10,0,10,5,5
35250356,male,30,30,25,30,25,20,25,25,15,5,25,5
35250357,female,30,35,35,25,20,20,20,15,5,0,5,0
35250357,male,20,20,15,30,20,25,20,20,10,10,10,5
35250358,female,35,50,45,30,20,25,20,5,5,5,5,0
35250358,male,20,30,30,30,30,25,25,25,15,10,5,5
35250359,female,25,45,25,30,30,20,15,5,5,5,0,5
35250359,male,15,20,25,25,30,20,15,10,5,5,20,0
35250360,female,30,40,35,25,35,25,10,5,0,5,0,0
35250360,male,25,25,20,25,30,25,20,10,15,5,10,0
35250361,female,20,30,50,35,25,15,10,15,5,5,0,0
35250361,male,25,20,30,30,20,20,15,10,10,5,5,5
35250362,female,20,40,50,25,30,25,10,5,0,0,0,0
35250362,male,15,25,20,35,30,25,15,15,5,5,5,0
35250363,female,20,40,30,15,30,15,10,5,0,0,5,0
35250363,male,20,20,25,20,25,25,10,10,5,10,5,0
35250364,female,x,x,x,x,x,x,x,x,x,x,x,x
35250364,male,x,x,x,x,x,x,x,x,x,x,x,x
35250365,female,45,110,100,80,65,35,10,10,5,5,5,0
35250365,male,25,65,60,55,45,35,25,20,5,10,5,5
35250366,female,45,85,75,45,30,15,10,5,0,5,0,0
35250366,male,40,70,50,40,55,20,15,10,5,5,5,0
35250367,female,30,50,40,25,25,25,5,10,0,5,0,0
35250367,male,25,30,25,35,25,25,15,20,5,0,10,0
35250368,female,25,50,40,45,35,15,5,5,0,5,0,0
35250368,male,20,35,25,35,20,20,30,5,5,5,5,0
35250369,female,30,35,45,30,25,20,15,5,0,5,0,0
35250369,male,25,30,25,30,20,30,15,5,5,0,10,0
35250370,female,30,25,30,25,30,15,5,5,0,5,5,0
35250370,male,30,25,25,20,30,10,10,5,0,0,5,0
35250371,female,30,50,30,35,15,20,10,10,5,0,0,0
35250371,male,20,25,20,25,30,25,15,10,10,5,5,0
35250372,female,30,40,30,25,25,30,10,10,5,10,0,0
35250372,male,25,25,20,25,40,20,15,20,0,5,5,5
35250373,female,25,35,30,25,20,15,5,10,5,10,0,0
35250373,male,15,25,30,25,20,20,15,10,15,10,10,0
35250374,female,25,40,35,30,25,15,15,5,0,5,5,0
35250374,male,20,20,25,20,25,25,20,15,10,0,10,0
35250375,female,30,45,30,25,40,20,10,10,10,0,0,0
35250375,male,20,25,20,20,35,20,20,15,5,10,10,5
35250376,female,20,40,35,30,25,20,15,15,0,0,5,0
35250376,male,15,25,20,15,20,20,25,10,10,5,5,0
35250377,female,35,40,45,35,30,15,10,5,5,5,0,0
35250377,male,35,35,25,30,25,20,25,15,10,15,10,5
35250378,female,20,35,30,30,25,20,10,10,5,5,5,0
35250378,male,20,20,30,30,25,25,15,5,10,5,5,0
35250379,female,25,25,30,30,20,20,10,10,0,5,5,0
35250379,male,15,20,20,20,20,10,10,5,5,5,5,0
35250380,female,30,30,20,15,15,25,15,10,10,0,15,5
35250380,male,10,25,10,15,20,10,15,10,10,15,25,15
35250381,female,30,35,25,30,20,20,15,10,10,10,10,0
35250381,male,15,20,20,20,20,10,20,10,10,10,20,5
35250382,female,30,30,35,25,25,20,15,5,5,5,5,0
35250382,male,30,25,20,25,30,10,20,10,10,10,15,0
35250383,female,50,70,60,40,25,10,5,0,5,0,5,0
35250383,male,45,60,50,30,25,15,10,10,5,5,0,0
35250384,female,30,45,20,15,5,10,0,0,5,5,0,0
35250384,male,70,45,20,15,10,10,20,10,5,5,5,0
35250385,female,40,30,20,30,15,20,10,10,5,5,15,10
35250385,male,30,20,25,15,20,20,15,10,5,5,10,10
35250387,female,20,20,15,5,10,10,15,10,10,10,20,30
35250387,male,25,15,10,10,10,10,5,10,10,10,30,35
35250388,female,30,25,15,20,20,15,15,15,10,15,25,5
35250388,male,25,15,10,15,10,10,10,10,5,15,25,35
35250389,female,20,25,20,15,20,15,5,10,5,5,15,10
35250389,male,10,10,25,20,5,10,10,5,5,5,15,25
35250390,female,25,35,40,25,20,15,15,10,15,10,15,0
35250390,male,25,20,25,15,15,20,15,10,15,0,15,15
35250391,female,25,35,30,25,30,35,15,10,15,0,5,5
35250391,male,25,35,25,25,20,15,5,10,10,10,10,5
35250392,female,25,35,25,20,20,15,15,15,10,10,10,15
35250392,male,20,20,25,15,15,15,20,10,10,15,20,20
35250393,female,20,60,20,25,25,15,5,15,5,0,5,0
35250393,male,40,35,25,15,15,15,10,5,5,5,10,5
35250394,female,55,65,55,35,30,25,10,5,0,5,5,0
35250394,male,75,60,50,40,45,20,20,15,10,5,5,5
35250395,female,40,70,60,45,20,15,20,15,5,5,0,0
35250395,male,50,75,45,30,35,25,15,5,5,5,5,5
35250396,female,30,65,55,35,30,20,10,10,5,0,0,0
35250396,male,25,45,30,35,35,25,15,5,0,5,5,0
35250397,female,50,55,45,35,30,15,10,5,0,0,0,0
35250397,male,35,40,40,30,25,25,15,5,5,5,0,0
35250398,female,40,30,5,0,0,0,0,0,0,0,0,0
35250398,male,75,90,15,10,5,0,0,0,0,0,0,0
35250399,female,95,155,35,10,0,0,0,0,0,0,0,0
35250399,male,130,200,50,15,5,10,5,0,0,0,0,5
35250400,female,45,75,60,40,35,15,10,10,0,0,5,0
35250400,male,40,60,55,40,20,25,15,10,10,5,10,5
35250401,female,45,55,50,40,30,20,10,5,0,5,5,0
35250401,male,50,65,45,40,35,25,10,10,5,0,5,0
35250402,female,5,45,35,25,15,15,20,15,10,10,15,5
35250402,male,35,25,25,30,10,15,10,15,5,5,15,5
35250403,female,25,65,45,45,40,20,15,20,0,5,5,0
35250403,male,35,50,45,35,35,35,20,10,10,5,15,5
35250404,female,30,30,30,20,20,15,15,10,5,5,10,5
35250404,male,15,15,20,15,20,20,10,20,5,5,15,5
35250405,female,30,35,40,25,20,10,15,10,5,5,10,0
35250405,male,20,30,20,10,20,15,15,5,0,5,10,5
35250406,female,40,75,60,45,30,15,15,5,5,0,5,0
35250406,male,40,80,35,45,30,15,10,10,5,5,10,0
35250407,female,25,60,40,35,30,15,10,5,5,5,0,5
35250407,male,30,40,25,30,25,20,15,5,5,10,0,0
35250408,female,30,60,25,20,15,20,5,10,0,5,0,0
35250408,male,30,45,20,15,30,15,10,5,5,5,10,0
35250409,female,20,45,35,25,15,5,5,5,0,5,0,0
35250409,male,30,35,35,20,10,10,10,5,5,0,5,5
35250410,female,25,30,25,25,25,25,10,10,5,5,5,0
35250410,male,30,20,25,25,25,20,20,5,5,0,5,5
35250411,female,30,40,30,20,20,20,15,10,5,5,5,5
35250411,male,25,30,30,20,20,20,10,10,15,5,5,0
35250412,female,35,155,60,20,10,10,10,5,5,5,0,0
35250412,male,25,85,40,20,5,10,5,0,0,0,0,0
35250413,female,35,55,45,30,20,20,5,15,0,5,0,5
35250413,male,20,40,40,25,30,20,25,5,5,5,5,0
35250416,female,40,60,35,35,20,10,5,5,5,0,5,0
35250416,male,35,45,40,20,20,25,15,5,0,5,5,5
35250417,female,30,65,45,25,20,5,10,5,0,0,0,0
35250417,male,30,50,30,20,20,15,5,5,5,0,5,0
35250418,female,45,60,45,15,15,10,10,10,5,0,0,5
35250418,male,50,60,25,30,25,10,15,5,10,5,0,0
35250419,female,30,70,45,25,20,10,5,0,0,0,0,0
35250419,male,70,80,50,30,25,20,15,10,0,5,10,0
35250420,female,55,55,70,55,40,25,30,25,15,20,20,5
35250420,male,40,55,50,40,40,25,20,40,20,25,30,15
35250421,female,35,50,60,30,40,20,25,15,5,10,5,5
35250421,male,35,45,45,45,35,25,10,15,15,5,5,0
35250422,female,55,140,50,20,20,10,5,5,0,5,0,0
35250422,male,90,155,65,20,20,15,10,5,5,0,5,0
35250423,female,40,85,55,35,30,10,15,10,5,0,0,0
35250423,male,50,90,45,50,20,20,10,10,0,0,10,0
35250424,female,20,65,65,40,30,10,20,5,0,5,5,0
35250424,male,25,70,55,30,25,10,10,10,10,5,5,5
35250425,female,45,70,60,50,35,40,25,20,15,10,5,5
35250425,male,40,60,50,45,35,20,20,25,10,10,15,10
35250426,female,25,35,40,25,15,25,10,10,5,5,15,10
35250426,male,25,35,20,20,15,10,5,10,5,5,15,20
35250427,female,25,20,25,20,20,15,10,5,5,10,0,0
35250427,male,15,25,20,10,15,15,10,5,5,5,5,5
35250428,female,55,60,45,20,20,15,5,5,0,0,0,0
35250428,male,50,60,45,30,20,5,10,0,0,5,0,0
35250429,female,20,45,35,15,10,5,0,0,0,0,0,5
35250429,male,25,40,30,20,20,10,10,0,0,0,0,5
35250430,female,20,45,40,25,25,20,10,5,5,0,5,0
35250430,male,35,45,25,25,20,10,10,5,10,0,5,0
35250431,female,30,65,40,30,25,15,10,5,0,0,0,0
35250431,male,20,60,35,25,30,20,15,5,0,5,5,5
35250434,female,145,130,125,75,40,20,20,20,5,0,10,10
35250434,male,155,120,110,70,45,25,20,15,5,5,10,10
35250435,female,25,70,30,25,5,5,0,5,0,0,0,0
35250435,male,45,70,35,20,10,10,5,0,0,5,0,0
35250436,female,30,70,40,25,5,15,10,5,0,0,10,0
35250436,male,40,80,35,25,15,20,15,5,5,0,5,0
35250437,female,25,70,35,25,5,5,5,5,5,0,0,0
35250437,male,35,65,35,30,10,5,10,5,5,0,0,0
35250438,female,20,40,25,10,5,5,0,0,0,0,5,0
35250438,male,25,60,30,15,10,15,5,0,5,5,0,0
35250439,female,45,75,50,30,15,15,5,5,0,5,0,0
35250439,male,45,50,45,35,20,5,10,0,5,5,5,0
35250440,female,35,70,50,25,30,20,10,10,5,5,0,0
35250440,male,50,50,55,35,35,30,15,25,20,5,10,0
35250441,female,25,45,50,35,35,15,20,10,10,0,5,5
35250441,male,35,55,40,40,30,15,10,5,5,5,10,5
35250442,female,35,65,50,30,35,20,10,5,5,5,10,0
35250442,male,40,40,30,25,20,20,15,15,10,10,15,5
35250443,female,20,35,20,25,20,20,10,10,0,5,0,0
35250443,male,25,25,25,25,20,20,10,10,10,5,5,0
35250444,female,20,55,85,35,25,15,10,0,0,10,0,5
35250444,male,15,45,30,30,20,15,15,5,5,0,10,5
35250445,female,20,30,35,30,20,10,5,5,0,5,5,0
35250445,male,15,30,25,20,15,15,10,10,5,0,5,5
35250446,female,25,45,40,35,20,15,5,5,5,5,5,0
35250446,male,40,30,45,30,35,20,10,10,10,5,5,0
35250447,female,15,35,25,15,10,5,5,0,0,5,5,0
35250447,male,35,30,15,20,10,5,5,10,5,0,0,0
35250448,female,45,95,55,30,30,20,5,5,0,0,0,0
35250448,male,70,80,40,40,25,10,10,5,5,5,5,0
35250449,female,30,40,30,15,10,10,5,5,0,5,5,0
35250449,male,20,45,20,25,10,10,5,5,5,5,0,5
35250450,female,30,50,40,20,20,10,10,5,5,5,0,0
35250450,male,35,45,30,25,20,15,5,10,0,5,5,5
35250451,female,x,x,x,x,x,x,x,x,x,x,x,x
35250451,male,x,x,x,x,x,x,x,x,x,x,x,x
35250452,female,20,40,30,15,10,15,10,0,0,0,5,0
35250452,male,20,30,25,15,5,5,10,0,5,10,10,0
35250453,female,25,40,45,15,15,5,5,0,0,5,0,0
35250453,male,15,45,25,20,20,15,10,5,5,0,0,0
35250454,female,50,80,65,25,30,10,0,5,0,0,0,0
35250454,male,65,60,40,30,35,25,10,0,0,0,0,0
35250455,female,30,55,25,25,15,10,5,0,5,0,0,0
35250455,male,35,55,30,30,25,20,10,5,5,5,5,0
35250456,female,35,105,60,25,5,10,5,0,0,0,0,0
35250456,male,30,95,50,20,10,5,0,0,0,5,0,0
35250457,female,x,x,x,x,x,x,x,x,x,x,x,x
35250457,male,x,x,x,x,x,x,x,x,x,x,x,x
35250458,female,30,90,40,25,10,0,0,0,5,0,0,0
35250458,male,30,35,30,20,15,5,5,0,0,0,0,0
35250459,female,50,80,45,35,15,5,5,0,0,0,0,0
35250459,male,50,75,50,35,25,15,10,5,0,0,0,0
35250460,female,25,35,25,10,15,10,5,0,5,0,0,0
35250460,male,30,25,25,15,15,5,10,5,5,0,0,0
35250461,female,35,50,30,20,20,5,5,0,0,0,0,0
35250461,male,25,35,20,25,15,10,5,0,0,0,5,0
35250462,female,30,40,40,20,10,10,0,0,0,0,0,0
35250462,male,35,25,25,20,15,15,5,5,5,0,5,0
35250463,female,25,55,35,20,10,5,0,5,0,0,0,0
35250463,male,30,45,40,20,15,10,10,5,5,0,5,0
35250464,female,30,35,35,15,15,5,5,5,0,0,0,0
35250464,male,25,40,25,15,15,5,5,5,5,0,0,0
35250465,female,35,85,50,25,20,10,0,0,0,0,0,0
35250465,male,70,50,45,30,20,15,5,0,0,0,5,0
35250466,female,30,35,35,20,10,5,10,5,0,0,0,0
35250466,male,30,40,25,20,15,5,5,5,0,5,5,0
35250467,female,55,150,60,20,10,5,0,0,0,0,0,0
35250467,male,80,170,60,20,20,10,10,10,5,0,0,0
35250468,female,20,35,20,10,15,10,10,15,0,0,0,5
35250468,male,35,40,30,25,10,20,20,10,5,5,5,5
35250471,female,30,40,40,20,5,5,0,0,0,0,0,0
35250471,male,20,40,30,20,15,15,10,5,5,0,5,0
35250472,female,40,50,40,20,15,5,0,5,0,0,5,0
35250472,male,35,50,30,15,25,15,10,5,10,0,5,5
35250473,female,15,35,30,20,15,0,5,0,0,0,0,0
35250473,male,20,35,25,10,5,10,5,5,5,0,5,0
35250474,female,35,100,60,45,15,5,5,0,5,0,0,0
35250474,male,65,90,40,25,15,15,5,5,5,5,0,0
35250475,female,25,45,45,25,20,0,5,5,0,0,5,0
35250475,male,40,50,30,30,10,10,10,5,5,0,0,0
35250476,female,30,40,40,20,15,5,5,0,0,0,0,0
35250476,male,25,40,30,20,15,10,5,10,0,5,0,0
35250477,female,30,60,45,20,15,5,10,5,0,0,0,0
35250477,male,55,50,30,25,20,20,10,5,10,5,0,0
35250478,female,35,40,25,20,15,15,5,0,0,0,0,0
35250478,male,20,30,25,15,15,10,5,5,5,0,0,0
35250479,female,40,60,50,40,15,20,5,5,5,0,0,0
35250479,male,40,55,45,20,25,25,10,10,0,0,5,0
35250480,female,40,50,50,25,15,10,5,10,0,0,0,0
35250480,male,45,35,30,30,25,15,10,5,5,0,0,0
35250481,female,25,40,35,20,15,0,5,0,0,0,0,0
35250481,male,30,35,25,15,20,10,5,5,5,0,5,0
35250482,female,20,40,45,30,15,5,0,0,0,0,0,0
35250482,male,30,45,20,25,15,15,15,5,0,5,0,0
35250483,female,35,50,40,25,10,10,5,0,0,0,0,0
35250483,male,30,40,30,25,15,10,10,5,5,0,0,0
35250484,female,35,35,30,20,10,5,5,0,0,0,0,0
35250484,male,25,40,30,25,15,15,5,0,0,0,0,0
35250485,female,35,55,45,25,20,15,10,0,0,0,0,0
35250485,male,30,30,35,35,15,25,15,10,5,10,10,0
35250486,female,40,70,55,30,25,20,10,5,5,5,5,0
35250486,male,35,65,45,30,25,25,20,10,0,5,5,0
35250487,female,35,30,30,20,15,5,10,0,0,5,5,0
35250487,male,15,25,20,20,15,15,10,5,10,5,5,0
35250488,female,35,40,40,20,20,10,10,5,5,0,0,0
35250488,male,20,30,25,20,25,15,15,5,5,0,5,0
35250489,female,20,50,35,20,15,5,5,5,0,0,0,0
35250489,male,20,30,15,20,10,15,10,10,5,5,5,0
35250490,female,30,50,20,25,20,10,10,0,5,0,0,0
35250490,male,20,30,25,15,20,10,10,5,5,5,5,0
35250491,female,20,25,25,25,5,5,0,0,0,0,0,0
35250491,male,30,20,15,10,5,0,0,5,0,0,0,0
35250492,female,25,40,30,20,15,10,5,5,5,0,0,0
35250492,male,15,20,25,15,15,20,15,5,5,0,5,0
35250493,female,15,40,20,25,15,15,5,10,5,5,5,5
35250493,male,20,25,25,15,10,15,15,10,0,5,10,5
35250494,female,20,55,20,25,10,10,5,5,0,0,0,0
35250494,male,15,30,35,20,20,15,10,5,5,5,5,0
35250495,female,30,45,40,25,15,10,10,5,5,5,5,0
35250495,male,25,25,20,25,15,15,5,5,5,5,5,0
35250496,female,x,x,x,x,x,x,x,x,x,x,x,x
35250496,male,x,x,x,x,x,x,x,x,x,x,x,x
35250497,female,40,65,55,20,10,10,15,10,5,5,10,0
35250497,male,30,60,30,35,15,10,15,10,5,0,15,5
35250498,female,40,50,55,20,15,10,10,0,5,0,5,0
35250498,male,45,55,35,25,20,15,15,5,5,0,5,0
35250499,female,20,55,40,30,15,25,15,5,5,0,5,0
35250499,male,25,40,25,25,25,10,5,10,15,5,10,0
35250501,female,30,40,20,25,10,20,15,10,15,10,15,5
35250501,male,35,15,25,20,20,20,15,15,5,10,15,5
35250502,female,35,40,25,15,15,10,15,10,10,10,15,5
35250502,male,35,20,15,20,10,15,20,10,15,15,20,10
35250503,female,50,30,20,20,20,10,10,10,10,5,10,5
35250503,male,40,40,25,20,15,20,20,0,5,0,10,10
35250504,female,90,75,35,25,10,5,5,0,0,0,0,0
35250504,male,95,50,40,20,15,15,10,10,5,0,5,0
35250506,female,30,30,30,15,30,20,20,5,5,5,10,0
35250506,male,30,25,20,20,20,15,20,10,10,10,10,0
35250507,female,25,30,25,20,20,25,20,5,5,10,10,0
35250507,male,20,25,20,20,20,10,10,5,5,15,10,0
