geo_code,,"under $10,000 (including loss)","$10,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","$100,000 to $149,999","$150,000 and over"
35250767,female,25,45,40,30,10,10,0,0,0,0,0,0
35250767,male,20,40,25,30,30,15,10,5,5,5,0,0
35250768,female,30,55,35,30,15,10,0,5,0,0,0,5
35250768,male,20,40,30,30,20,20,10,5,0,0,0,0
35250769,female,25,50,45,30,10,10,5,5,0,5,0,0
35250769,male,25,35,30,20,30,10,10,5,5,5,5,0
35250770,female,25,65,45,30,10,5,0,5,0,0,0,0
35250770,male,40,45,35,30,20,20,5,5,0,0,0,0
35250771,female,25,40,45,30,15,10,5,0,5,0,0,0
35250771,male,30,45,35,35,25,25,15,5,0,0,5,0
35250772,female,25,40,30,30,20,15,5,5,0,0,0,0
35250772,male,35,30,35,20,20,15,15,5,0,0,5,0
35250773,female,45,60,45,30,30,5,5,5,0,0,0,0
35250773,male,25,50,25,30,25,25,15,5,0,0,0,0
35250774,female,35,40,50,25,20,15,10,0,0,0,0,0
35250774,male,25,25,40,25,15,20,10,5,5,5,0,0
35250775,female,30,65,35,20,15,5,0,0,0,0,0,0
35250775,male,45,55,35,30,10,10,10,5,5,0,5,0
35250776,female,30,45,35,15,5,5,5,0,0,0,0,0
35250776,male,35,55,30,10,15,15,5,5,0,0,5,0
35250777,female,20,55,45,25,25,15,10,5,0,5,0,0
35250777,male,35,40,15,30,35,10,10,10,10,5,5,0
35250778,female,25,40,40,30,15,15,5,0,0,0,5,0
35250778,male,20,25,20,15,25,15,10,5,5,5,5,0
35250779,female,20,35,25,20,20,10,5,5,5,0,5,0
35250779,male,25,20,20,30,20,20,5,5,10,0,0,0
35250780,female,45,45,40,20,15,10,5,5,0,0,0,0
35250780,male,20,20,25,20,30,20,15,15,5,0,5,0
35250781,female,30,30,35,20,20,10,5,0,0,0,5,0
35250781,male,30,25,25,20,10,15,15,10,5,5,5,0
35250782,female,25,30,35,25,20,15,10,5,5,0,0,0
35250782,male,20,25,30,20,20,15,10,5,5,5,0,0
35250783,female,30,50,45,30,20,20,5,5,0,0,5,0
35250783,male,20,40,15,30,30,20,20,5,10,5,5,0
35250784,female,40,30,40,25,35,10,10,5,5,0,0,0
35250784,male,30,30,15,20,30,25,10,10,5,5,0,0
35250785,female,25,35,45,35,30,15,10,5,5,0,5,0
35250785,male,10,25,30,10,30,25,10,15,5,5,5,0
35250786,female,30,45,45,30,20,20,10,5,5,0,0,0
35250786,male,35,30,25,35,35,15,10,10,5,5,5,0
35250787,female,30,45,50,40,35,25,30,10,10,5,10,5
35250787,male,40,30,25,25,35,20,30,20,10,5,15,10
35250788,female,45,40,30,35,15,15,15,10,5,5,10,5
35250788,male,40,35,25,30,20,15,10,20,10,5,15,15
35250789,female,30,40,30,25,30,30,15,10,10,0,5,5
35250789,male,30,20,20,25,30,25,25,10,5,5,10,0
35250790,female,30,40,35,35,30,30,20,10,5,5,0,0
35250790,male,15,30,20,25,20,25,20,15,15,10,20,5
35250791,female,20,30,25,20,20,15,10,5,5,15,0,0
35250791,male,15,15,30,20,15,15,20,15,10,10,5,5
35250792,female,40,45,35,20,30,15,20,5,5,5,5,0
35250792,male,35,30,25,30,25,30,15,10,5,5,10,0
35250793,female,20,40,45,35,20,15,15,10,10,5,5,0
35250793,male,15,20,25,25,25,20,20,10,5,5,15,0
35250798,female,25,25,30,20,10,5,5,0,0,0,0,0
35250798,male,30,30,25,20,25,5,5,5,0,0,5,0
35250799,female,35,45,35,25,15,5,5,5,0,0,0,0
35250799,male,25,35,35,25,20,20,10,5,0,0,0,0
35250800,female,35,50,45,20,20,10,10,5,0,0,0,0
35250800,male,40,45,35,20,20,15,10,5,0,0,0,5
35250801,female,45,85,75,50,30,30,15,20,15,10,20,5
35250801,male,35,55,45,40,30,15,15,15,15,10,10,5
35250802,female,30,40,35,20,20,10,10,10,5,5,0,0
35250802,male,20,20,30,15,10,15,15,10,5,5,10,0
35250803,female,30,40,15,5,15,15,10,5,5,5,15,0
35250803,male,20,20,20,20,20,15,10,10,5,10,20,5
35250804,female,150,120,120,100,100,75,70,35,35,40,65,20
35250804,male,95,105,90,90,70,85,75,55,60,45,90,50
35250805,female,60,80,60,45,55,45,25,30,20,10,15,0
35250805,male,50,50,40,50,45,50,45,25,20,20,45,15
35250806,female,25,40,30,15,5,15,5,10,5,10,10,5
35250806,male,20,35,30,15,20,10,15,5,15,10,15,5
35250807,female,60,70,55,35,50,30,30,25,15,20,20,10
35250807,male,55,40,35,40,45,25,25,20,30,30,50,20
35250810,female,45,60,50,45,20,30,20,15,20,25,20,5
35250810,male,45,30,30,35,35,25,25,20,20,15,45,30
35250812,female,35,25,30,25,10,15,10,5,5,5,10,5
35250812,male,10,15,25,25,15,15,15,10,10,10,20,10
35250813,female,20,40,30,25,20,20,15,10,5,5,10,0
35250813,male,15,25,20,20,25,20,20,10,10,0,30,5
35250814,female,30,40,25,20,20,15,15,10,5,0,5,0
35250814,male,25,15,25,20,15,25,20,15,10,5,15,10
35250815,female,85,110,80,75,70,65,35,25,25,10,25,10
35250815,male,45,60,50,60,65,50,45,45,25,30,45,20
35250826,female,45,50,40,30,30,25,25,10,20,15,25,15
35250826,male,35,45,15,25,20,25,15,15,20,10,55,45
35250827,female,10,25,20,20,15,10,10,0,10,5,5,5
35250827,male,30,10,20,15,15,10,10,10,5,5,10,0
35250828,female,10,15,20,15,15,15,5,10,10,5,20,5
35250828,male,10,10,10,5,10,10,10,10,5,5,15,10
35250829,female,20,55,25,25,25,15,15,5,5,15,10,0
35250829,male,20,30,25,20,20,10,15,15,5,5,10,5
35250830,female,25,45,45,35,15,25,10,10,5,10,10,5
35250830,male,20,35,25,15,20,15,15,5,10,0,15,5
35250831,female,50,105,95,85,65,40,45,30,30,25,25,15
35250831,male,35,40,50,55,50,35,25,30,25,15,30,25
35250832,female,15,30,40,25,20,15,5,5,0,0,5,0
35250832,male,5,30,20,15,15,10,15,5,0,5,5,5
35250833,female,25,20,25,15,15,15,5,10,5,10,15,5
35250833,male,20,20,15,15,10,10,15,10,5,5,20,10
35250834,female,15,30,30,30,20,15,10,5,15,5,5,0
35250834,male,15,15,15,15,15,15,10,15,5,5,15,5
35250835,female,20,35,20,25,25,15,10,10,5,5,15,0
35250835,male,20,25,15,15,15,15,15,15,5,10,20,5
35250836,female,30,30,25,25,25,15,10,5,5,5,5,0
35250836,male,15,20,20,10,20,15,15,10,15,5,10,0
35250843,female,80,95,90,50,60,30,20,10,15,20,5,0
35250843,male,60,50,50,45,50,25,25,20,20,15,25,15
35250845,female,115,240,155,70,35,10,0,10,5,0,0,0
35250845,male,115,200,145,110,80,50,20,10,5,0,5,5
35250846,female,40,245,160,55,25,15,5,5,0,0,0,0
35250846,male,25,80,80,50,40,25,15,5,5,0,5,0
35250847,female,70,80,45,10,15,10,5,0,5,0,0,0
35250847,male,75,75,45,35,15,15,10,0,0,0,0,0
35250848,female,100,80,50,35,30,35,15,15,15,15,15,10
35250848,male,80,50,45,30,35,25,20,15,10,15,30,20
35250849,female,65,100,60,55,50,45,35,15,15,10,15,5
35250849,male,65,65,45,50,60,50,60,35,35,20,30,10
35250850,female,80,95,95,55,35,25,20,10,10,5,5,0
35250850,male,45,65,70,65,55,55,30,20,10,15,20,5
35250851,female,180,300,250,140,65,25,10,5,5,5,0,0
35250851,male,175,225,205,130,90,60,30,20,15,10,10,0
35250852,female,165,210,170,115,65,55,15,5,5,0,0,0
35250852,male,100,125,130,120,70,65,50,25,15,5,10,0
35250853,female,100,155,90,55,35,15,5,5,0,0,0,0
35250853,male,110,120,70,45,30,20,5,5,5,0,0,0
35250854,female,120,80,50,45,20,20,10,5,5,0,0,5
35250854,male,140,85,70,55,25,15,15,5,5,0,5,0
35250855,female,140,85,70,45,20,15,10,15,10,5,5,0
35250855,male,135,80,50,45,45,25,5,10,0,0,10,5
35250857,female,35,40,55,25,40,20,10,0,5,5,5,0
35250857,male,20,25,35,35,25,30,20,20,10,5,5,0
35250859,female,35,65,50,30,40,35,15,10,15,10,15,5
35250859,male,30,25,30,25,35,20,15,25,15,15,35,10
35250860,female,140,160,130,85,85,65,35,25,15,15,20,5
35250860,male,115,100,65,60,70,55,60,40,30,35,45,15
35250861,female,45,30,25,20,20,15,15,5,10,5,5,5
35250861,male,20,35,20,15,15,15,20,15,10,10,15,5
35250862,female,30,30,40,15,20,15,10,15,15,15,10,5
35250862,male,20,25,20,15,25,10,25,15,10,10,25,20
35250863,female,30,20,20,10,15,10,10,5,0,5,5,5
35250863,male,20,15,15,15,5,10,15,5,15,5,15,15
35250864,female,30,40,35,25,20,10,10,10,10,5,10,5
35250864,male,20,25,20,25,25,10,15,10,5,15,20,10
35250865,female,30,45,30,25,20,25,10,15,10,5,20,10
35250865,male,30,20,30,20,15,25,15,10,15,10,30,20
35250866,female,25,40,35,25,25,20,20,5,5,5,10,0
35250866,male,30,25,20,25,20,15,25,10,15,10,25,20
35250867,female,30,40,20,15,25,15,15,15,10,5,10,10
35250867,male,25,20,20,15,20,20,15,15,15,15,25,20
35250868,female,35,25,20,15,15,15,10,5,5,10,5,5
35250868,male,10,15,10,15,10,10,15,10,5,10,20,25
35250869,female,35,20,25,10,15,20,15,15,10,0,25,10
35250869,male,20,10,15,10,10,15,10,10,10,15,35,35
35250870,female,55,45,30,25,15,15,20,20,10,20,30,25
35250870,male,50,25,15,10,25,10,20,20,10,15,35,70
35250871,female,30,35,25,25,15,20,15,10,10,10,15,10
35250871,male,25,20,20,5,20,10,15,20,10,5,30,35
35250872,female,45,45,20,15,15,10,20,15,10,20,20,25
35250872,male,30,35,20,15,15,20,15,10,10,10,40,75
35250873,female,35,40,25,25,25,20,20,10,10,10,25,5
35250873,male,30,25,25,25,20,25,20,10,20,10,35,35
35250874,female,50,45,45,25,25,20,20,10,15,15,10,5
35250874,male,35,45,35,25,25,30,25,25,15,5,25,20
35250875,female,40,45,35,35,25,30,15,15,15,5,20,10
35250875,male,40,25,40,30,25,30,15,10,15,15,40,30
35250876,female,30,30,25,10,15,15,15,5,10,0,10,5
35250876,male,25,25,15,15,10,15,15,10,15,15,20,20
35250877,female,30,40,30,15,20,10,10,5,10,10,15,0
35250877,male,25,15,15,20,10,10,20,10,10,10,20,15
35250878,female,20,20,30,30,25,20,10,5,10,0,15,5
35250878,male,15,20,10,20,20,20,25,20,5,5,25,10
35250879,female,35,45,50,25,30,15,20,10,15,10,15,5
35250879,male,25,25,30,25,40,20,20,25,15,10,30,10
35250880,female,25,65,45,25,20,10,15,10,10,5,10,5
35250880,male,35,30,10,25,15,15,10,5,15,10,15,5
35250881,female,30,70,60,40,20,10,10,10,5,0,5,0
35250881,male,35,40,35,20,25,20,15,15,10,0,15,5
35250882,female,50,50,50,40,25,35,25,10,15,20,20,10
35250882,male,35,30,20,25,20,15,25,15,20,20,50,35
35250883,female,40,25,30,20,20,20,15,15,15,15,10,5
35250883,male,25,15,15,20,15,15,10,15,15,20,20,10
35250884,female,25,25,25,25,25,15,10,10,15,15,15,5
35250884,male,25,20,10,10,10,25,5,10,10,15,50,25
35250885,female,35,35,20,15,20,10,15,10,10,5,10,5
35250885,male,35,20,10,10,15,10,10,10,20,20,35,20
35250886,female,35,30,15,30,20,25,10,20,5,5,10,0
35250886,male,20,20,10,20,15,25,5,5,25,10,20,5
35250887,female,50,45,25,25,30,25,20,10,15,25,20,10
35250887,male,35,30,10,20,10,20,20,25,25,25,30,20
35250888,female,40,35,15,25,25,15,15,10,10,5,15,5
35250888,male,20,20,15,15,15,10,15,10,5,15,35,15
35250889,female,30,35,25,30,20,15,20,10,10,10,10,5
35250889,male,20,15,10,15,15,15,15,15,20,15,25,10
35250890,female,35,25,15,15,20,10,20,10,5,10,15,0
35250890,male,25,10,20,10,5,10,10,10,15,10,25,15
35250891,female,25,30,15,10,15,15,10,20,5,10,10,10
35250891,male,20,20,10,15,15,15,15,15,5,10,35,25
35250892,female,130,125,100,125,135,95,90,75,45,45,50,10
35250892,male,75,85,80,80,85,100,90,80,75,60,145,35
35250893,female,25,45,45,30,15,10,5,5,5,15,15,0
35250893,male,25,20,25,30,25,15,20,15,10,20,25,10
35250894,female,35,45,30,20,20,15,10,5,5,5,10,5
35250894,male,20,20,15,15,25,20,10,10,10,10,30,20
35250895,female,30,50,30,25,20,20,10,15,10,5,10,5
35250895,male,30,20,30,30,25,20,20,15,10,15,20,10
35250896,female,35,40,25,15,15,20,10,5,10,5,10,5
35250896,male,25,20,20,20,20,10,20,10,5,5,20,5
35250897,female,35,40,40,25,20,25,20,10,0,10,10,10
35250897,male,25,15,15,25,15,25,25,20,10,10,30,10
35250898,female,35,50,30,25,20,15,10,5,5,5,10,5
35250898,male,15,30,30,10,15,10,20,15,15,5,15,10
35250899,female,30,30,25,25,20,10,10,10,10,10,15,5
35250899,male,20,20,20,25,20,15,20,20,5,10,10,20
35250900,female,15,20,25,20,15,5,15,10,0,10,5,0
35250900,male,20,20,5,25,15,5,10,10,10,10,30,10
35250901,female,30,45,20,20,15,20,20,10,5,10,10,5
35250901,male,15,15,15,25,25,20,15,20,10,10,25,10
35250902,female,35,30,25,20,20,20,10,10,5,5,5,0
35250902,male,15,15,20,15,20,10,20,15,15,20,25,5
35250903,female,35,35,35,25,20,20,15,5,10,5,15,10
35250903,male,30,25,20,25,25,25,15,15,15,10,30,15
35250904,female,40,40,30,20,25,20,10,15,10,15,10,5
35250904,male,30,25,20,20,20,20,20,15,10,15,20,15
35250905,female,40,50,35,25,20,20,15,10,5,5,10,5
35250905,male,25,20,20,30,20,20,20,20,10,10,20,10
35250906,female,30,30,20,20,20,25,5,10,15,10,20,15
35250906,male,25,20,15,20,10,15,25,15,10,5,30,40
35250907,female,30,40,25,30,20,15,15,5,10,10,10,0
35250907,male,35,20,10,15,20,15,15,15,10,10,25,15
35250908,female,40,30,40,20,20,20,5,10,0,5,5,10
35250908,male,30,30,20,20,30,15,20,15,10,10,15,15
35250909,female,145,100,55,55,55,55,40,35,35,25,40,10
35250909,male,110,60,40,25,45,50,40,40,40,45,90,50
35250910,female,110,100,70,35,45,40,35,25,20,25,35,5
35250910,male,85,75,40,35,20,30,40,35,20,35,60,50
35250911,female,50,35,35,20,15,30,20,5,10,15,30,10
35250911,male,55,35,10,15,15,10,10,15,10,15,45,30
35250912,female,65,45,25,30,15,25,15,15,10,15,20,5
35250912,male,35,30,25,20,25,25,20,15,15,15,45,30
35250913,female,45,45,30,25,30,25,15,10,20,10,15,10
35250913,male,45,20,15,15,20,20,15,15,10,10,30,10
35250914,female,35,35,25,30,20,20,10,5,10,10,10,5
35250914,male,25,20,20,20,10,15,15,5,10,10,20,10
35250918,female,50,210,200,150,155,100,70,55,20,25,30,20
35250918,male,25,55,95,145,120,110,95,60,40,20,30,15
35250919,female,45,55,30,40,30,20,20,15,5,5,15,0
35250919,male,25,25,30,30,20,20,20,20,15,20,35,15
35250920,female,70,65,65,55,40,40,40,25,25,25,40,0
35250920,male,50,35,40,40,45,40,50,45,25,40,60,30
35250921,female,45,65,50,40,30,25,15,5,5,10,5,0
35250921,male,45,40,45,40,40,15,25,15,20,15,20,0
35250922,female,40,60,30,35,35,20,10,10,5,5,5,5
35250922,male,30,40,40,30,25,25,10,15,20,15,20,10
35250923,female,35,35,30,20,25,10,5,10,5,10,5,5
35250923,male,20,20,25,15,20,10,20,15,15,0,20,10
35250924,female,30,25,25,15,10,15,10,10,10,0,0,0
35250924,male,25,30,20,15,15,10,5,5,5,5,20,10
35250925,female,40,50,35,30,25,20,15,10,5,5,5,0
35250925,male,25,30,25,30,25,30,15,25,20,10,20,10
35250928,female,35,40,20,15,15,25,5,10,0,5,10,5
35250928,male,25,30,20,25,20,20,15,5,5,5,10,15
35250929,female,50,35,40,25,25,10,15,5,5,5,15,5
35250929,male,25,35,45,25,20,15,30,10,20,15,25,15
35250930,female,50,45,45,35,25,20,10,10,10,5,15,10
35250930,male,25,25,35,30,20,20,25,20,15,15,20,15
35250931,female,40,35,40,25,30,15,25,5,10,10,10,5
35250931,male,30,30,30,30,25,30,30,15,5,10,25,5
35250932,female,15,55,55,20,20,10,10,10,5,0,5,0
35250932,male,15,25,30,35,20,20,20,10,5,5,5,5
35250933,female,30,40,25,20,15,15,10,10,10,10,5,0
35250933,male,25,30,15,20,15,20,15,10,5,10,25,15
35250934,female,25,30,30,30,20,15,5,5,5,5,5,0
35250934,male,25,15,15,25,20,20,25,15,15,10,15,15
35250935,female,50,130,95,65,45,40,25,15,5,10,10,5
35250935,male,20,65,75,60,55,60,50,25,25,10,15,10
35250936,female,25,25,30,30,15,10,15,10,5,10,15,5
35250936,male,25,25,20,15,20,20,25,5,5,10,25,10
35250937,female,60,85,50,40,30,30,25,20,15,30,25,20
35250937,male,40,40,35,30,35,45,25,20,15,20,45,50
35250938,female,45,45,30,30,25,25,25,10,20,10,20,10
35250938,male,35,25,15,30,20,25,25,20,10,15,45,15
35250939,female,45,45,30,25,20,20,15,15,10,5,15,10
35250939,male,25,20,20,20,15,20,15,15,15,10,30,15
35250940,female,20,30,35,20,20,10,10,15,15,10,5,10
35250940,male,15,15,15,20,15,15,10,15,10,10,15,25
35250941,female,45,40,50,25,30,20,20,15,10,10,15,10
35250941,male,40,35,25,40,35,25,15,15,10,10,30,35
35250942,female,35,40,40,20,15,15,10,0,10,5,10,0
35250942,male,25,20,30,15,15,25,20,10,20,5,15,5
35250943,female,60,50,40,35,35,45,25,15,20,15,30,10
35250943,male,35,40,30,25,25,25,30,20,20,20,50,50
35250944,female,40,35,25,20,15,20,15,10,10,10,20,5
35250944,male,30,15,15,15,15,15,15,20,5,5,40,20
35250945,female,35,40,30,25,30,15,30,15,10,10,15,5
35250945,male,25,25,20,25,20,20,20,15,5,15,40,20
35250946,female,30,25,40,25,20,15,10,5,10,15,10,5
35250946,male,25,10,15,15,10,5,10,10,10,15,30,20
35250947,female,35,40,30,40,35,20,5,10,20,10,25,15
35250947,male,25,25,25,25,20,25,20,20,10,10,30,35
35250948,female,85,90,60,50,50,40,35,30,25,15,25,5
35250948,male,60,40,40,40,45,55,35,40,25,25,45,40
35250949,female,35,25,20,15,15,15,15,10,5,10,5,5
35250949,male,15,15,15,10,10,10,15,5,10,10,35,15
35250950,female,35,25,25,20,15,15,10,5,5,10,15,0
35250950,male,20,20,20,10,5,20,15,15,15,10,30,10
35250951,female,50,35,20,10,20,20,10,20,15,10,20,0
35250951,male,35,25,20,15,10,15,10,5,10,20,35,15
35250952,female,105,105,80,80,90,80,70,45,40,50,35,15
35250952,male,75,75,45,50,55,55,75,55,55,50,100,40
35250953,female,30,45,35,15,10,0,5,0,0,0,5,0
35250953,male,35,50,35,15,5,10,5,0,0,5,0,0
35250954,female,35,35,35,15,10,5,5,0,0,0,0,0
35250954,male,25,35,20,15,10,10,10,5,0,0,0,0
35250955,female,25,40,45,20,10,5,5,0,0,0,0,0
35250955,male,20,25,15,10,0,0,0,0,0,0,0,0
35250956,female,45,160,45,10,0,0,0,0,0,5,0,0
35250956,male,70,140,55,15,10,5,5,5,5,0,0,0
35250957,female,30,55,40,20,15,10,5,5,5,5,5,0
35250957,male,25,40,40,20,15,20,10,5,10,5,5,0
35250958,female,25,55,35,25,20,10,5,5,5,0,5,0
35250958,male,25,40,45,15,20,10,10,5,5,5,10,5
35250959,female,30,45,40,15,20,15,5,5,5,5,5,0
35250959,male,25,40,20,25,10,10,10,10,5,5,5,0
35250960,female,20,50,35,35,15,5,5,5,0,0,0,0
35250960,male,40,50,35,30,15,5,5,0,0,0,0,0
35250961,female,25,45,30,25,15,10,5,5,0,0,0,0
35250961,male,35,30,25,30,25,5,5,5,5,0,0,5
35250962,female,50,65,55,30,25,15,5,5,5,5,5,0
35250962,male,55,55,55,30,25,20,15,15,5,5,0,0
35250963,female,205,335,265,165,115,115,55,30,25,15,15,10
35250963,male,175,215,155,165,105,85,65,35,25,10,30,10
35250964,female,40,40,55,40,20,20,15,10,5,10,5,5
35250964,male,35,45,30,30,25,15,15,15,10,5,10,5
35250965,female,30,35,30,15,15,15,5,0,5,5,5,0
35250965,male,20,30,15,25,15,15,15,15,5,5,10,0
35250966,female,F,F,F,F,F,F,F,F,F,F,F,F
35250966,male,F,F,F,F,F,F,F,F,F,F,F,F
35250967,female,20,25,15,15,20,20,10,15,15,10,15,10
35250967,male,15,10,10,10,15,20,15,15,20,15,25,5
35250968,female,45,35,40,15,15,5,5,5,5,0,0,0
35250968,male,60,55,35,15,15,10,10,5,10,0,5,0
35250969,female,45,40,45,30,25,15,10,5,5,5,0,0
35250969,male,60,45,35,30,20,15,15,5,5,5,5,0
35250970,female,40,60,50,40,25,5,5,5,0,0,0,0
35250970,male,35,30,25,30,30,5,10,5,0,5,0,5
35250971,female,20,35,20,25,20,15,5,10,10,0,0,0
35250971,male,20,25,20,25,20,10,15,10,10,5,10,10
35250972,female,30,30,35,20,20,15,5,10,5,5,0,0
35250972,male,25,20,15,15,30,15,10,10,10,5,10,5
35250973,female,40,40,30,15,20,15,5,5,5,5,0,0
35250973,male,25,30,25,25,15,20,10,10,10,5,20,5
35250974,female,25,25,30,10,20,10,15,15,5,5,10,10
35250974,male,30,25,20,20,30,15,10,10,10,5,15,10
35250975,female,30,35,25,25,15,15,5,5,5,0,10,5
35250975,male,35,25,20,30,10,15,5,10,5,10,20,5
35250976,female,20,30,20,15,10,5,5,5,5,0,5,5
35250976,male,10,15,25,10,20,10,15,5,10,5,10,5
35250978,female,120,115,110,105,95,110,55,45,25,30,20,0
35250978,male,80,65,60,70,65,95,75,70,55,40,100,20
35250980,female,25,25,20,20,10,15,5,5,5,5,5,0
35250980,male,15,10,20,15,20,20,10,15,5,5,5,0
35250981,female,175,140,120,80,70,75,50,40,50,40,30,10
35250981,male,140,100,70,65,65,50,60,55,50,45,125,35
35250982,female,5,55,55,40,20,10,10,5,0,0,0,0
35250982,male,5,5,30,30,25,10,5,5,0,0,0,0
35250983,female,35,35,25,30,20,15,10,5,5,0,5,0
35250983,male,15,25,10,15,20,25,15,10,5,5,15,5
35250985,female,90,75,60,50,60,35,35,25,15,20,20,5
35250985,male,55,50,45,50,30,40,40,40,30,30,50,15
35250986,female,100,90,50,65,50,50,40,30,35,30,50,25
35250986,male,85,50,45,25,25,20,25,20,40,40,100,105
35250987,female,40,60,50,35,35,20,20,10,10,10,15,0
35250987,male,40,30,20,20,15,20,25,25,10,0,20,10
35250988,female,65,95,65,50,55,35,20,20,20,15,10,0
35250988,male,60,55,40,45,35,35,25,20,15,10,25,5
35250989,female,75,70,65,60,45,40,20,20,10,5,15,5
35250989,male,50,65,50,50,40,30,25,20,25,10,15,5
35250990,female,45,60,45,25,25,15,10,0,0,5,5,5
35250990,male,30,40,30,20,25,15,5,10,5,0,5,0
35250991,female,45,65,35,30,30,30,20,10,5,5,5,0
35250991,male,30,30,35,30,30,25,20,10,15,5,20,5
35250992,female,30,20,20,20,20,15,15,15,5,5,5,5
35250992,male,30,25,20,15,20,15,15,15,10,10,20,15
35250993,female,x,x,x,x,x,x,x,x,x,x,x,x
35250993,male,x,x,x,x,x,x,x,x,x,x,x,x
35250994,female,75,65,40,40,30,40,40,20,25,35,25,5
35250994,male,40,40,35,35,30,25,30,30,20,20,40,15
35250995,female,115,190,185,110,100,60,20,20,10,5,15,5
35250995,male,95,95,125,100,75,55,30,25,20,5,20,5
35250996,female,65,70,40,60,55,55,45,25,25,25,20,5
35250996,male,30,40,45,45,40,30,45,45,25,35,50,20
35250997,female,50,95,105,75,70,65,30,25,20,10,20,0
35250997,male,25,40,55,70,65,50,40,25,25,25,30,15
35250998,female,50,30,30,20,20,20,15,20,10,15,15,10
35250998,male,20,25,20,15,20,15,15,20,5,20,30,25
35250999,female,60,60,35,25,35,35,25,20,20,25,45,40
35250999,male,40,40,15,25,25,35,20,25,20,20,45,105
35251000,female,20,35,10,25,5,20,5,5,5,10,10,5
35251000,male,20,20,10,5,10,15,20,10,10,10,15,10
35251001,female,40,45,40,25,25,20,10,5,5,10,10,0
35251001,male,30,30,30,20,25,15,20,20,10,15,15,5
35251002,female,40,35,30,25,20,20,20,10,10,0,5,0
35251002,male,25,35,20,10,15,15,15,10,15,15,15,5
35251003,female,30,25,15,10,10,15,15,10,10,10,20,0
35251003,male,15,10,5,5,5,10,15,10,10,5,15,5
35251004,female,25,35,20,15,20,20,15,15,10,15,10,5
35251004,male,30,15,20,15,20,10,15,10,10,10,25,10
35251005,female,50,50,35,25,20,25,20,15,25,15,40,5
35251005,male,45,25,20,15,20,20,15,20,20,25,60,50
35251006,female,50,45,25,35,40,25,20,10,15,20,35,20
35251006,male,40,30,25,15,15,20,35,15,20,15,55,50
35251007,female,45,50,35,25,40,25,25,30,20,20,35,5
35251007,male,45,35,25,20,25,20,30,15,25,25,45,35
35251008,female,15,30,20,20,15,15,15,5,10,10,20,5
35251008,male,20,25,10,5,15,15,10,10,5,10,30,10
35251009,female,50,50,30,25,55,35,30,25,15,20,25,10
35251009,male,60,40,25,30,30,30,25,20,25,20,40,15
35251010,female,40,40,15,15,20,20,20,20,10,15,25,10
35251010,male,30,20,10,10,15,15,20,15,15,15,40,20
35251011,female,45,30,30,25,30,15,15,10,10,15,15,10
35251011,male,35,20,20,35,15,15,15,15,15,20,30,10
35251012,female,50,40,30,20,20,20,10,10,10,10,10,0
35251012,male,25,30,30,20,10,25,15,15,15,15,20,5
35251013,female,70,60,50,30,30,35,20,20,10,20,15,10
35251013,male,45,40,20,15,25,20,25,20,25,25,55,10
35251014,female,30,15,15,10,20,10,5,5,5,10,5,0
35251014,male,10,10,5,15,10,10,10,5,5,5,20,5
35251015,female,35,30,35,35,30,25,15,10,15,10,10,0
35251015,male,40,25,25,20,15,15,20,20,30,20,25,10
35251016,female,30,35,25,20,25,20,10,10,5,0,5,0
35251016,male,30,25,10,10,15,20,15,15,15,15,25,10
35251017,female,25,35,20,25,20,15,15,5,10,15,10,0
35251017,male,35,15,10,10,25,15,15,10,15,10,25,5
35251018,female,45,70,65,40,30,20,15,10,5,10,5,0
35251018,male,50,55,25,15,10,25,20,20,5,15,15,5
35251019,female,20,35,15,15,15,15,10,10,10,5,15,5
35251019,male,20,20,15,15,15,10,10,0,10,10,35,10
35251020,female,65,55,50,40,30,35,20,20,15,20,15,5
35251020,male,40,50,25,35,30,30,30,25,25,25,40,25
35251021,female,35,40,30,35,20,25,15,15,5,10,10,0
35251021,male,30,20,15,20,20,20,20,20,15,15,40,10
35251022,female,115,110,75,70,65,50,45,40,35,35,30,20
35251022,male,65,60,55,45,50,40,35,60,45,35,100,55
35251023,female,55,65,40,30,30,30,20,15,20,10,25,5
35251023,male,35,45,20,15,25,15,30,25,20,25,50,25
35251024,female,70,55,55,30,55,35,25,20,15,15,30,5
35251024,male,45,40,25,25,35,40,30,30,30,20,60,25
35251025,female,70,110,80,35,30,20,5,0,0,0,0,0
35251025,male,45,45,25,20,20,10,10,5,0,5,0,5
35251026,female,45,40,45,40,45,20,10,10,5,5,5,0
35251026,male,20,20,30,25,30,30,30,15,15,5,5,5
35260307,female,45,50,25,25,35,25,20,20,20,5,30,10
35260307,male,35,15,25,25,25,20,30,15,25,25,40,20
35260309,female,70,90,70,60,75,40,35,25,20,20,30,5
35260309,male,65,45,35,50,40,45,40,50,30,25,75,25
35260310,female,25,35,30,10,25,10,10,5,5,0,0,0
35260310,male,20,10,20,15,15,20,20,15,10,10,5,5
35260311,female,50,70,65,50,45,40,15,20,10,15,35,20
35260311,male,45,45,40,40,35,25,30,30,15,15,40,45
35260313,female,40,40,30,35,30,15,15,10,5,10,10,0
35260313,male,20,20,25,20,25,25,15,15,15,10,20,5
