geo_code,,0 to 17 years (%),0 to 5 years (%),18 to 64 years (%),65 years and over (%)
35250461,male,50.0,50.0,24.0,0.0
35250462,female,50.0,100.0,30.4,14.3
35250462,male,55.6,66.7,34.6,20.0
35250463,female,60.0,0.0,30.8,28.6
35250463,male,66.7,50.0,32.1,16.7
35250464,female,60.0,0.0,28.0,25.0
35250464,male,57.1,50.0,32.0,25.0
35250465,female,54.5,40.0,35.7,50.0
35250465,male,55.6,50.0,36.7,50.0
35250466,female,37.5,25.0,25.9,33.3
35250466,male,62.5,33.3,37.9,25.0
35250467,female,57.1,60.0,56.5,75.0
35250467,male,66.7,60.0,55.6,72.7
35250468,female,33.3,50.0,29.2,33.3
35250468,male,66.7,50.0,32.5,50.0
35250471,female,40.0,50.0,24.0,14.3
35250471,male,57.1,50.0,26.7,0.0
35250472,female,50.0,0.0,25.8,16.7
35250472,male,20.0,100.0,28.6,16.7
35250473,female,40.0,0.0,29.4,20.0
35250473,male,50.0,50.0,30.0,0.0
35250474,female,64.3,60.0,37.5,25.0
35250474,male,63.2,42.9,42.9,40.0
35250475,female,42.9,33.3,26.7,0.0
35250475,male,50.0,50.0,32.4,20.0
35250476,female,33.3,0.0,25.0,0.0
35250476,male,42.9,33.3,25.0,20.0
35250477,female,33.3,0.0,25.8,16.7
35250477,male,33.3,25.0,29.3,25.0
35250478,female,20.0,25.0,16.7,0.0
35250478,male,37.5,0.0,20.8,0.0
35250479,female,33.3,16.7,16.7,0.0
35250479,male,22.2,33.3,21.4,14.3
35250480,female,50.0,33.3,27.0,0.0
35250480,male,50.0,50.0,29.7,20.0
35250481,female,33.3,25.0,19.2,33.3
35250481,male,33.3,50.0,19.2,20.0
35250482,female,50.0,33.3,20.0,0.0
35250482,male,50.0,16.7,17.6,33.3
35250483,female,30.0,25.0,15.6,33.3
35250483,male,27.3,33.3,15.6,33.3
35250484,female,33.3,50.0,25.9,33.3
35250484,male,41.7,25.0,25.0,25.0
35250485,female,36.4,50.0,17.1,0.0
35250485,male,41.7,50.0,10.8,0.0
35250486,female,40.0,50.0,19.0,11.1
35250486,male,28.6,25.0,26.1,0.0
35250487,female,50.0,0.0,14.8,16.7
35250487,male,37.5,50.0,13.0,16.7
35250488,female,40.0,0.0,16.7,0.0
35250488,male,50.0,33.3,13.3,16.7
35250489,female,33.3,100.0,17.4,12.5
35250489,male,33.3,0.0,16.7,0.0
35250490,female,25.0,33.3,7.4,0.0
35250490,male,25.0,0.0,7.4,0.0
35250491,female,78.6,50.0,37.5,0.0
35250491,male,66.7,66.7,37.5,0.0
35250492,female,62.5,25.0,15.4,0.0
35250492,male,33.3,0.0,12.5,0.0
35250493,female,16.7,0.0,17.9,20.0
35250493,male,33.3,25.0,14.8,25.0
35250494,female,33.3,0.0,26.1,28.6
35250494,male,40.0,0.0,16.7,0.0
35250495,female,45.5,33.3,23.3,0.0
35250495,male,38.5,33.3,18.5,25.0
35250496,female,x,x,x,x
35250496,male,x,x,x,x
35250497,female,33.3,0.0,23.1,20.0
35250497,male,25.0,0.0,18.4,25.0
35250498,female,20.0,50.0,21.2,9.1
35250498,male,25.0,0.0,24.3,0.0
35250499,female,28.6,0.0,16.2,14.3
35250499,male,30.0,0.0,11.1,0.0
35250501,female,18.2,0.0,14.3,9.1
35250501,male,16.7,0.0,12.5,10.0
35250502,female,16.7,25.0,13.9,0.0
35250502,male,8.3,0.0,14.3,20.0
35250503,female,12.5,0.0,21.9,0.0
35250503,male,12.5,33.3,27.8,0.0
35250504,female,44.4,33.3,50.0,25.0
35250504,male,50.0,100.0,46.9,0.0
35250506,female,0.0,0.0,6.1,14.3
35250506,male,8.3,0.0,12.5,20.0
35250507,female,12.5,0.0,12.1,0.0
35250507,male,11.1,0.0,13.8,16.7
35250508,female,0.0,0.0,3.4,0.0
35250508,male,0.0,0.0,3.4,0.0
35250509,female,10.0,0.0,7.5,0.0
35250509,male,10.0,0.0,8.1,0.0
35250510,female,0.0,0.0,2.8,0.0
35250510,male,0.0,0.0,3.1,0.0
35250511,female,7.1,0.0,11.8,10.0
35250511,male,7.7,0.0,4.2,0.0
35250512,female,0.0,0.0,18.8,14.3
35250512,male,16.7,0.0,15.4,0.0
35250513,female,25.0,0.0,13.2,14.3
35250513,male,14.3,0.0,13.9,20.0
35250514,female,17.6,0.0,7.1,5.6
35250514,male,5.3,0.0,6.3,6.3
35250515,female,0.0,0.0,9.1,7.7
35250515,male,0.0,0.0,4.3,11.1
35250516,female,15.4,0.0,8.7,0.0
35250516,male,14.3,0.0,10.0,6.3
35250517,female,14.3,50.0,8.7,0.0
35250517,male,22.2,0.0,8.3,0.0
35250518,female,16.7,0.0,5.6,11.1
35250518,male,16.7,0.0,0.0,0.0
35250519,female,14.3,0.0,11.4,0.0
35250519,male,0.0,33.3,11.9,7.1
35250520,female,20.0,25.0,7.1,0.0
35250520,male,8.3,0.0,8.7,7.7
35250521,female,12.5,0.0,10.3,0.0
35250521,male,27.3,33.3,12.1,10.0
35250522,female,x,x,x,x
35250522,male,x,x,x,x
35250523,female,12.5,100.0,7.1,7.1
35250523,male,0.0,50.0,6.7,0.0
35250524,female,50.0,66.7,20.8,0.0
35250524,male,60.0,66.7,15.0,0.0
35250525,female,12.5,50.0,13.6,0.0
35250525,male,14.3,50.0,9.1,0.0
35250526,female,70.6,58.3,36.1,10.3
35250526,male,57.9,63.6,31.7,6.3
35250527,female,14.3,50.0,4.0,0.0
35250527,male,12.5,0.0,4.0,0.0
35250528,female,0.0,0.0,4.5,0.0
35250528,male,0.0,0.0,4.2,9.1
35250529,female,53.8,40.0,33.3,11.1
35250529,male,50.0,100.0,21.7,0.0
35250530,female,41.7,25.0,20.0,0.0
35250530,male,41.7,33.3,20.7,0.0
35250531,female,11.1,0.0,3.7,9.1
35250531,male,11.1,0.0,10.7,0.0
35250532,female,0.0,0.0,4.0,20.0
35250532,male,14.3,0.0,3.7,11.1
35250533,female,30.0,25.0,20.8,20.0
35250533,male,33.3,0.0,22.9,0.0
35250534,female,28.6,0.0,12.9,6.7
35250534,male,14.3,50.0,7.4,12.5
35250535,female,43.8,33.3,22.9,7.1
35250535,male,50.0,40.0,18.8,0.0
35250536,female,16.7,0.0,14.3,18.2
35250536,male,33.3,20.0,17.2,0.0
35250537,female,20.0,0.0,15.0,10.0
35250537,male,25.0,40.0,15.9,12.5
35250538,female,9.1,25.0,9.1,7.1
35250538,male,22.2,0.0,5.3,7.7
35250539,female,18.2,0.0,11.4,0.0
35250539,male,20.0,25.0,9.1,10.0
35250540,female,14.3,0.0,5.9,5.9
35250540,male,11.1,0.0,5.6,0.0
35250541,female,22.2,0.0,18.2,7.1
35250541,male,10.0,0.0,14.7,0.0
35250542,female,20.0,50.0,10.7,16.7
35250542,male,14.3,0.0,14.7,11.1
35250545,female,14.3,0.0,13.6,0.0
35250545,male,20.0,0.0,16.7,10.0
35250546,female,100.0,100.0,27.6,33.3
35250546,male,40.0,0.0,26.7,0.0
35250547,female,16.7,0.0,4.2,0.0
35250547,male,14.3,0.0,3.7,16.7
35250548,female,35.7,20.0,15.6,21.4
35250548,male,38.5,20.0,22.5,0.0
35250549,female,16.7,0.0,18.9,20.0
35250549,male,11.1,0.0,14.7,0.0
35250550,female,12.5,0.0,3.6,0.0
35250550,male,11.1,0.0,0.0,0.0
35250551,female,16.7,0.0,6.3,8.3
35250551,male,0.0,0.0,6.1,0.0
35250552,female,50.0,50.0,26.7,0.0
35250552,male,58.8,50.0,16.7,0.0
35250553,female,45.5,33.3,21.1,14.3
35250553,male,33.3,25.0,18.8,16.7
35250554,female,9.1,0.0,5.6,0.0
35250554,male,0.0,0.0,9.7,0.0
35250555,female,0.0,0.0,12.9,16.7
35250555,male,20.0,0.0,3.8,0.0
35250556,female,0.0,0.0,5.7,0.0
35250556,male,0.0,0.0,7.7,0.0
35250557,female,47.6,44.4,27.1,9.1
35250557,male,45.0,42.9,16.7,14.3
35250558,female,28.6,0.0,3.4,9.1
35250558,male,10.0,25.0,8.8,0.0
35250559,female,12.5,50.0,3.4,9.1
35250559,male,12.5,0.0,6.7,0.0
35250560,female,0.0,0.0,9.1,11.1
35250560,male,0.0,...,12.5,0.0
35250561,female,0.0,0.0,4.5,0.0
35250561,male,16.7,0.0,3.7,0.0
35250562,female,16.7,50.0,5.6,0.0
35250562,male,20.0,0.0,10.5,0.0
35250563,female,37.5,50.0,19.0,11.1
35250563,male,30.0,20.0,18.4,0.0
35250564,female,16.7,33.3,9.1,0.0
35250564,male,14.3,0.0,12.5,0.0
35250565,female,15.4,0.0,4.9,0.0
35250565,male,17.6,0.0,6.8,0.0
35250566,female,0.0,0.0,6.7,11.1
35250566,male,10.0,0.0,3.6,0.0
35250567,female,20.0,0.0,12.5,14.3
35250567,male,10.0,0.0,12.9,0.0
35250568,female,30.0,0.0,12.5,15.4
35250568,male,30.0,20.0,14.3,10.0
35250569,female,28.6,0.0,8.3,6.7
35250569,male,20.0,0.0,4.2,7.7
35250570,female,11.1,0.0,10.0,0.0
35250570,male,10.0,25.0,7.1,0.0
35250571,female,25.0,0.0,5.6,9.7
35250571,male,0.0,...,7.7,5.6
35250572,female,0.0,0.0,5.9,9.1
35250572,male,9.1,0.0,5.9,9.1
35250573,female,8.7,0.0,6.6,11.1
35250573,male,13.0,20.0,5.6,5.9
35250574,female,0.0,0.0,0.0,11.1
35250574,male,0.0,0.0,0.0,0.0
35250578,female,41.7,16.7,21.4,0.0
35250578,male,56.0,42.9,13.6,0.0
35250579,female,14.3,0.0,5.7,0.0
35250579,male,0.0,0.0,3.2,0.0
35250580,female,61.5,50.0,34.6,0.0
35250580,male,69.2,66.7,25.0,0.0
35250581,female,10.5,20.0,7.0,0.0
35250581,male,21.1,16.7,5.5,14.3
35250582,female,26.7,33.3,9.1,0.0
35250582,male,35.3,25.0,8.1,0.0
35250583,female,0.0,25.0,2.1,0.0
35250583,male,15.4,25.0,0.0,0.0
35250585,female,30.8,20.0,12.8,12.5
35250585,male,27.8,20.0,6.3,0.0
35250586,female,11.8,10.0,4.9,7.7
35250586,male,10.5,10.0,4.2,6.7
35250587,female,0.0,0.0,4.0,0.0
35250587,male,20.0,0.0,0.0,0.0
35250588,female,0.0,0.0,7.4,0.0
35250588,male,12.5,50.0,4.2,0.0
35250589,female,8.3,0.0,4.2,0.0
35250589,male,10.0,0.0,2.0,0.0
35250590,female,0.0,0.0,3.7,0.0
35250590,male,0.0,0.0,4.0,0.0
35250591,female,6.3,0.0,4.3,0.0
35250591,male,6.7,0.0,2.1,11.1
35250592,female,18.2,33.3,5.3,0.0
35250592,male,18.2,0.0,6.5,0.0
35250593,female,53.8,50.0,19.2,14.3
35250593,male,46.7,40.0,17.4,0.0
35250594,female,25.0,0.0,9.8,0.0
35250594,male,18.2,50.0,11.4,8.3
35250595,female,9.1,0.0,6.9,0.0
35250595,male,12.5,0.0,7.1,0.0
35250596,female,9.1,0.0,7.3,10.0
35250596,male,7.1,0.0,5.0,0.0
35250597,female,37.5,25.0,20.8,0.0
35250597,male,33.3,100.0,21.7,0.0
35250598,female,0.0,33.3,6.9,0.0
35250598,male,20.0,0.0,7.4,16.7
35250599,female,40.0,100.0,15.0,12.9
35250599,male,0.0,...,10.5,6.7
35250600,female,37.5,50.0,16.7,16.7
35250600,male,33.3,0.0,17.9,0.0
35250601,female,33.3,25.0,26.7,55.0
35250601,male,14.3,0.0,16.0,33.3
35250602,female,33.3,0.0,9.5,11.1
35250602,male,0.0,0.0,9.1,0.0
35250603,female,7.7,0.0,4.9,6.7
35250603,male,13.3,0.0,9.1,0.0
35250604,female,0.0,33.3,7.4,0.0
35250604,male,0.0,0.0,9.4,9.1
35250605,female,38.5,33.3,21.9,16.7
35250605,male,42.9,25.0,15.4,0.0
35250606,female,12.5,0.0,0.0,5.3
35250606,male,0.0,0.0,3.6,0.0
35250607,female,25.0,0.0,11.8,12.5
35250607,male,33.3,33.3,10.0,0.0
35250608,female,62.5,60.0,34.5,0.0
35250608,male,53.3,50.0,21.7,0.0
35250609,female,20.0,33.3,5.1,0.0
35250609,male,23.1,0.0,6.1,0.0
35250610,female,8.3,0.0,5.9,0.0
35250610,male,16.7,16.7,2.9,0.0
35250611,female,36.4,25.0,17.6,0.0
35250611,male,27.3,0.0,14.8,14.3
35250612,female,25.0,0.0,10.6,0.0
35250612,male,27.8,33.3,8.1,20.0
35250613,female,25.9,22.2,13.0,10.0
35250613,male,33.3,20.0,12.3,0.0
35250614,female,18.2,25.0,8.3,0.0
35250614,male,25.0,33.3,4.3,0.0
35250615,female,28.6,0.0,8.3,0.0
35250615,male,16.7,0.0,3.8,0.0
35250616,female,16.7,0.0,9.1,0.0
35250616,male,12.5,0.0,6.7,0.0
35250617,female,44.4,33.3,18.8,11.1
35250617,male,40.0,40.0,16.0,0.0
35250618,female,0.0,0.0,0.0,0.0
35250618,male,20.0,0.0,0.0,0.0
35250619,female,22.2,0.0,6.7,0.0
35250619,male,11.1,0.0,6.3,14.3
35250620,female,0.0,0.0,6.7,0.0
35250620,male,0.0,0.0,3.4,0.0
35250621,female,12.5,0.0,12.0,11.8
35250621,male,22.2,0.0,10.0,0.0
35250622,female,38.5,25.0,20.7,0.0
35250622,male,46.2,50.0,16.0,0.0
35250623,female,16.7,0.0,11.5,0.0
35250623,male,37.5,50.0,8.3,0.0
35250624,female,14.3,0.0,17.4,25.0
35250624,male,0.0,0.0,11.5,26.7
35250625,female,37.5,33.3,20.0,11.1
35250625,male,45.5,50.0,16.7,14.3
35250626,female,12.5,0.0,3.1,0.0
35250626,male,12.5,0.0,6.3,0.0
35250627,female,25.0,0.0,5.7,11.1
35250627,male,7.7,0.0,6.1,0.0
35250628,female,0.0,0.0,21.1,53.1
35250628,male,0.0,0.0,6.3,21.4
35250629,female,40.0,50.0,15.1,26.3
35250629,male,23.1,25.0,15.6,5.3
35250630,female,0.0,0.0,3.2,0.0
35250630,male,0.0,0.0,3.4,0.0
35250631,female,11.1,33.3,6.9,7.7
35250631,male,10.0,33.3,3.3,0.0
35250632,female,41.7,25.0,21.7,12.5
35250632,male,50.0,40.0,23.3,12.5
35250633,female,x,x,x,x
35250633,male,x,x,x,x
35250634,female,57.7,40.0,29.4,9.1
35250634,male,52.6,40.0,17.9,0.0
35250635,female,30.0,25.0,14.8,0.0
35250635,male,27.3,25.0,4.5,14.3
35250636,female,9.5,14.3,8.8,12.5
35250636,male,21.4,0.0,6.5,0.0
35250637,female,28.0,16.7,12.8,5.6
35250637,male,23.1,50.0,4.3,0.0
35250638,female,50.0,50.0,4.8,0.0
35250638,male,25.0,0.0,5.9,50.0
35250639,female,47.1,50.0,18.8,0.0
35250639,male,41.2,50.0,10.0,14.3
35250640,female,14.3,0.0,5.6,16.7
35250640,male,14.3,0.0,5.7,0.0
35250641,female,20.0,50.0,6.7,0.0
35250641,male,18.2,25.0,7.4,20.0
35250642,female,43.8,50.0,28.6,16.7
35250642,male,38.5,33.3,18.2,25.0
35250643,female,10.0,0.0,2.6,0.0
35250643,male,9.1,0.0,2.4,0.0
35250644,female,0.0,0.0,4.2,0.0
35250644,male,0.0,...,8.7,0.0
35250645,female,0.0,0.0,4.9,0.0
35250645,male,18.2,0.0,4.9,0.0
35250646,female,10.0,16.7,5.2,0.0
35250646,male,16.0,12.5,6.9,0.0
35250647,female,8.0,0.0,4.6,16.7
35250647,male,13.3,0.0,5.6,0.0
35250648,female,39.3,50.0,14.3,20.0
35250648,male,39.1,60.0,7.0,0.0
35250649,female,38.9,50.0,17.6,0.0
35250649,male,46.2,62.5,9.3,25.0
35250650,female,50.0,25.0,23.3,0.0
35250650,male,38.9,33.3,9.1,0.0
35250651,female,16.7,0.0,4.5,0.0
35250651,male,16.7,50.0,4.5,0.0
35250652,female,7.7,0.0,4.3,0.0
35250652,male,17.6,33.3,6.3,0.0
35250655,female,10.8,12.5,5.8,5.0
35250655,male,9.3,0.0,7.1,4.8
35250656,female,50.0,33.3,15.0,0.0
35250656,male,46.7,33.3,11.5,0.0
35250657,female,21.4,20.0,6.8,0.0
35250657,male,23.1,0.0,4.5,0.0
35250658,female,0.0,0.0,0.0,0.0
35250658,male,0.0,0.0,0.0,0.0
35250659,female,33.3,20.0,14.0,0.0
35250659,male,31.3,0.0,8.1,0.0
35250661,female,13.3,16.7,8.5,6.7
35250661,male,13.3,12.5,6.5,0.0
35250662,female,10.5,9.1,5.3,5.3
35250662,male,10.2,6.7,5.2,0.0
35250663,female,6.7,0.0,6.0,0.0
35250663,male,11.8,25.0,14.3,11.1
35250664,female,20.0,0.0,3.7,11.1
35250664,male,0.0,0.0,6.9,0.0
35250665,female,11.1,0.0,3.4,0.0
35250665,male,0.0,0.0,0.0,0.0
35250666,female,22.2,0.0,4.0,0.0
35250666,male,11.1,0.0,3.8,0.0
35250667,female,x,x,x,x
35250667,male,x,x,x,x
35250668,female,33.3,0.0,45.8,16.7
35250668,male,33.3,0.0,48.1,0.0
35250669,female,0.0,...,60.0,16.7
35250669,male,0.0,0.0,50.0,0.0
35250670,female,0.0,...,30.0,0.0
35250670,male,0.0,...,38.1,0.0
35250671,female,33.3,...,31.6,0.0
35250671,male,0.0,...,35.0,25.0
35250672,female,50.0,...,46.2,0.0
35250672,male,0.0,0.0,44.0,0.0
35250675,female,25.0,...,29.6,0.0
35250675,male,0.0,0.0,38.2,0.0
35250676,female,16.7,0.0,9.1,20.0
35250676,male,9.1,0.0,27.6,0.0
35250677,female,0.0,0.0,13.8,0.0
35250677,male,0.0,0.0,3.8,0.0
35250678,female,8.3,0.0,4.0,0.0
35250678,male,8.3,0.0,4.2,0.0
35250679,female,33.3,0.0,48.7,0.0
35250679,male,0.0,0.0,41.9,0.0
35250680,female,0.0,...,40.6,12.5
35250680,male,25.0,0.0,50.0,0.0
35250681,female,33.3,25.0,33.3,5.9
35250681,male,23.1,0.0,27.1,8.3
35250692,female,16.7,20.0,23.3,20.0
35250692,male,30.0,50.0,27.3,25.0
35250693,female,50.0,50.0,29.6,16.7
35250693,male,44.4,50.0,23.1,0.0
35250694,female,40.0,66.7,29.6,33.3
35250694,male,37.5,0.0,33.3,0.0
35250695,female,76.5,83.3,40.7,0.0
35250695,male,72.2,83.3,36.7,0.0
35250696,female,44.4,0.0,32.0,0.0
35250696,male,66.7,50.0,37.9,33.3
35250700,female,40.0,25.0,26.5,0.0
35250700,male,50.0,33.3,33.3,20.0
35250701,female,16.7,25.0,16.1,16.7
35250701,male,33.3,20.0,16.1,0.0
35250702,female,25.0,33.3,20.0,40.0
35250702,male,40.0,50.0,17.6,0.0
35250703,female,37.5,33.3,25.8,0.0
35250703,male,50.0,25.0,21.2,11.1
35250704,female,31.3,20.0,22.2,16.7
35250704,male,40.0,40.0,23.1,16.7
35250705,female,44.4,0.0,14.3,14.3
35250705,male,44.4,50.0,19.4,50.0
35250706,female,36.4,25.0,20.0,25.0
35250706,male,45.5,25.0,18.2,33.3
35250707,female,55.6,0.0,21.4,20.0
35250707,male,45.5,33.3,22.2,0.0
35250708,female,56.3,50.0,23.8,22.2
35250708,male,38.9,50.0,22.2,0.0
35250709,female,27.3,25.0,25.0,14.3
35250709,male,30.0,33.3,15.2,20.0
35250710,female,25.0,33.3,16.1,20.0
35250710,male,33.3,33.3,19.4,25.0
35250711,female,25.0,33.3,12.5,0.0
35250711,male,12.5,0.0,8.3,0.0
35250712,female,20.0,0.0,16.0,25.0
35250712,male,14.3,50.0,14.8,25.0
35250713,female,37.5,25.0,14.8,0.0
35250713,male,25.0,66.7,17.9,0.0
35250714,female,45.5,20.0,18.2,25.0
35250714,male,46.2,33.3,26.3,25.0
35250715,female,40.0,33.3,27.3,33.3
35250715,male,30.8,20.0,14.7,20.0
35250716,female,33.3,25.0,21.6,14.3
35250716,male,27.3,0.0,18.6,16.7
35250717,female,37.5,33.3,22.9,16.7
35250717,male,25.0,33.3,20.0,0.0
35250718,female,42.9,50.0,21.4,20.0
35250718,male,50.0,33.3,21.4,0.0
35250719,female,50.0,33.3,30.8,16.7
35250719,male,50.0,33.3,23.3,25.0
35250720,female,50.0,33.3,20.0,28.6
35250720,male,45.5,100.0,27.5,25.0
35250721,female,54.5,60.0,22.5,20.0
35250721,male,30.0,66.7,29.8,20.0
35250724,female,25.0,0.0,22.6,16.7
35250724,male,37.5,33.3,17.1,20.0
35250725,female,25.0,0.0,10.7,0.0
35250725,male,20.0,50.0,18.8,0.0
35250726,female,33.3,25.0,21.4,25.0
35250726,male,22.2,33.3,17.9,0.0
35250727,female,14.3,0.0,11.8,0.0
35250727,male,22.2,0.0,16.7,0.0
35250728,female,30.0,20.0,19.4,0.0
35250728,male,25.0,16.7,11.1,25.0
35250729,female,16.7,0.0,19.4,33.3
35250729,male,33.3,33.3,20.7,20.0
35250730,female,50.0,25.0,30.8,31.8
35250730,male,30.0,20.0,24.3,20.0
35250731,female,64.3,50.0,37.8,37.5
35250731,male,77.8,60.0,31.6,20.0
35250732,female,0.0,0.0,4.2,12.5
35250732,male,14.3,0.0,8.0,0.0
35250733,female,12.5,25.0,9.8,0.0
35250733,male,7.7,25.0,8.6,12.5
35250734,female,22.2,0.0,20.0,40.0
35250734,male,33.3,50.0,22.9,16.7
35250735,female,25.0,50.0,6.7,25.0
35250735,male,9.1,20.0,9.4,0.0
35250736,female,14.3,0.0,2.8,12.5
35250736,male,22.2,0.0,7.9,16.7
35250737,female,12.5,0.0,6.5,0.0
35250737,male,12.5,25.0,3.3,0.0
35250738,female,9.1,0.0,5.3,0.0
35250738,male,10.0,25.0,9.1,0.0
35250739,female,20.0,0.0,19.4,12.5
35250739,male,20.0,0.0,11.1,0.0
35250740,female,12.5,33.3,10.5,0.0
35250740,male,11.1,33.3,8.3,12.5
35250741,female,0.0,0.0,5.6,11.1
35250741,male,0.0,0.0,5.6,0.0
35250742,female,9.1,0.0,5.9,12.5
35250742,male,10.0,0.0,5.6,0.0
35250743,female,0.0,0.0,7.1,14.3
35250743,male,0.0,0.0,6.7,0.0
35250744,female,9.1,0.0,9.3,15.4
35250744,male,8.3,0.0,4.4,0.0
35250745,female,0.0,0.0,10.3,11.1
35250745,male,0.0,0.0,13.3,11.1
35250746,female,33.3,0.0,7.4,12.5
35250746,male,20.0,0.0,8.7,0.0
35250747,female,28.6,50.0,21.7,14.3
35250747,male,40.0,0.0,14.3,0.0
35250748,female,28.6,0.0,11.1,0.0
35250748,male,16.7,0.0,12.9,16.7
35250749,female,28.6,0.0,13.3,11.1
35250749,male,20.0,0.0,16.1,14.3
35250750,female,25.0,33.3,12.5,25.0
35250750,male,14.3,50.0,10.8,25.0
35250753,female,14.3,0.0,6.7,11.1
35250753,male,16.7,0.0,3.3,0.0
35250754,female,14.3,0.0,6.7,0.0
35250754,male,12.5,50.0,10.3,0.0
35250755,female,16.7,0.0,7.1,0.0
35250755,male,33.3,50.0,9.7,0.0
35250756,female,22.2,33.3,8.8,0.0
35250756,male,42.9,66.7,14.3,0.0
35250757,female,50.0,66.7,24.1,16.7
35250757,male,44.4,33.3,14.7,20.0
35250758,female,12.5,50.0,23.1,25.0
35250758,male,50.0,100.0,14.8,20.0
35250759,female,33.3,0.0,9.1,12.5
35250759,male,11.1,25.0,5.6,16.7
35250760,female,50.0,25.0,21.9,0.0
35250760,male,62.5,33.3,20.6,20.0
35250761,female,22.2,0.0,13.3,11.1
35250761,male,14.3,20.0,10.0,14.3
35250762,female,33.3,25.0,26.3,0.0
35250762,male,42.9,50.0,27.9,20.0
35250763,female,0.0,25.0,11.8,0.0
35250763,male,11.1,0.0,12.5,0.0
35250764,female,50.0,0.0,9.4,0.0
35250764,male,33.3,33.3,9.7,0.0
35250765,female,30.0,20.0,29.4,10.0
35250765,male,37.5,20.0,13.8,28.6
35250766,female,22.2,33.3,21.6,16.7
35250766,male,55.6,100.0,20.6,0.0
35250767,female,55.6,0.0,20.0,0.0
35250767,male,30.0,25.0,20.0,16.7
35250768,female,27.3,25.0,12.5,12.5
35250768,male,25.0,50.0,9.4,0.0
35250769,female,28.6,0.0,17.2,0.0
35250769,male,33.3,0.0,17.9,16.7
35250770,female,61.5,60.0,37.1,40.0
35250770,male,45.5,75.0,25.7,0.0
35250771,female,25.0,0.0,16.1,28.6
35250771,male,40.0,33.3,18.9,20.0
35250772,female,40.0,60.0,16.7,33.3
35250772,male,40.0,50.0,22.6,25.0
35250773,female,42.9,40.0,21.1,20.0
35250773,male,42.9,0.0,21.6,20.0
35250774,female,28.6,0.0,19.4,11.1
35250774,male,33.3,0.0,17.9,14.3
35250775,female,36.4,0.0,30.0,16.7
35250775,male,37.5,50.0,34.3,20.0
35250776,female,33.3,0.0,36.0,50.0
35250776,male,33.3,0.0,35.5,16.7
35250777,female,28.6,0.0,17.6,14.3
35250777,male,22.2,0.0,16.7,20.0
35250778,female,28.6,50.0,10.3,16.7
35250778,male,14.3,0.0,7.7,0.0
35250779,female,28.6,0.0,16.0,0.0
35250779,male,14.3,0.0,12.5,0.0
35250780,female,33.3,25.0,19.4,16.7
35250780,male,25.0,25.0,10.3,20.0
35250781,female,28.6,50.0,21.4,16.7
35250781,male,16.7,0.0,20.0,25.0
35250782,female,40.0,50.0,16.7,0.0
35250782,male,12.5,0.0,15.4,20.0
35250783,female,57.1,50.0,18.4,0.0
35250783,male,18.2,20.0,22.9,20.0
35250784,female,27.3,25.0,12.5,16.7
35250784,male,27.3,33.3,12.9,20.0
35250785,female,11.1,0.0,8.6,0.0
35250785,male,14.3,50.0,6.7,16.7
35250786,female,14.3,0.0,12.1,12.5
35250786,male,18.2,0.0,14.3,14.3
35250787,female,30.0,20.0,8.5,9.1
35250787,male,40.0,25.0,13.3,0.0
35250788,female,25.0,0.0,16.7,0.0
35250788,male,0.0,0.0,13.2,0.0
35250789,female,10.0,33.3,5.1,0.0
35250789,male,0.0,0.0,6.3,0.0
35250790,female,11.1,0.0,5.1,11.1
35250790,male,0.0,0.0,5.9,11.1
35250791,female,16.7,33.3,6.5,16.7
35250791,male,0.0,0.0,3.2,0.0
35250792,female,16.7,16.7,12.2,20.0
35250792,male,14.3,20.0,14.3,0.0
35250793,female,22.2,0.0,5.6,12.5
35250793,male,0.0,0.0,3.1,16.7
35250798,female,28.6,0.0,28.6,33.3
35250798,male,37.5,0.0,30.8,0.0
35250799,female,60.0,50.0,25.0,25.0
35250799,male,45.5,66.7,25.8,0.0
35250800,female,66.7,0.0,17.6,16.7
35250800,male,53.8,25.0,20.0,20.0
35250801,female,25.0,0.0,24.1,11.5
35250801,male,33.3,25.0,20.0,6.7
35250802,female,14.3,0.0,18.8,0.0
35250802,male,14.3,0.0,18.5,0.0
35250803,female,0.0,0.0,12.5,0.0
35250803,male,20.0,0.0,12.0,0.0
35250804,female,17.4,10.5,8.1,3.3
35250804,male,12.0,10.0,7.3,6.3
35250805,female,9.4,7.7,5.2,0.0
35250805,male,10.0,0.0,6.4,7.1
35250806,female,12.5,0.0,3.4,0.0
35250806,male,9.1,0.0,6.5,0.0
35250807,female,3.4,9.1,2.8,0.0
35250807,male,3.6,0.0,2.9,0.0
35250810,female,11.1,20.0,3.8,5.9
35250810,male,5.3,0.0,3.8,5.9
35250812,female,28.6,0.0,8.0,0.0
35250812,male,14.3,0.0,3.7,0.0
35250813,female,0.0,33.3,3.1,0.0
35250813,male,0.0,0.0,2.9,0.0
35250814,female,0.0,0.0,3.2,0.0
35250814,male,11.1,0.0,3.2,0.0
35250815,female,3.4,0.0,1.2,2.8
35250815,male,2.9,0.0,3.9,0.0
35250826,female,13.0,0.0,7.3,0.0
35250826,male,4.5,0.0,8.9,9.1
35250827,female,42.9,0.0,10.0,0.0
35250827,male,33.3,0.0,10.0,0.0
35250828,female,16.7,0.0,4.5,0.0
35250828,male,0.0,0.0,5.6,0.0
35250829,female,0.0,0.0,13.3,18.2
