geo_code,,between 5am and 5:59,between 6am and 6:59,between 7am and 7:59,between 8am and 8:59,between 9am and 11:59,between 12pm and 4:49 am
35250591,female,15,30,70,30,15,45
35250591,male,20,40,35,15,15,70
35250592,female,10,25,45,35,25,30
35250592,male,15,25,25,25,15,20
35250593,female,10,20,30,15,15,15
35250593,male,10,15,0,10,20,20
35250594,female,10,10,25,15,10,55
35250594,male,25,20,10,15,10,35
35250595,female,0,15,25,20,30,45
35250595,male,15,40,35,0,10,20
35250596,female,10,35,30,50,10,30
35250596,male,15,30,50,25,15,25
35250597,female,0,0,10,30,10,0
35250597,male,15,20,10,10,0,30
35250598,female,10,25,35,30,10,20
35250598,male,25,30,25,10,0,30
35250599,female,10,25,0,15,20,20
35250599,male,15,25,15,0,0,0
35250600,female,0,15,25,15,10,15
35250600,male,10,20,35,0,10,30
35250601,female,0,15,30,10,0,10
35250601,male,20,10,20,15,10,25
35250602,female,10,10,10,10,15,0
35250602,male,10,10,20,10,0,25
35250603,female,0,30,55,50,40,25
35250603,male,30,45,40,15,10,30
35250604,female,0,10,20,15,15,20
35250604,male,10,20,45,0,10,20
35250605,female,10,0,15,20,10,25
35250605,male,0,15,10,10,10,25
35250606,female,10,25,15,25,10,35
35250606,male,15,40,15,10,20,10
35250607,female,15,45,35,15,10,25
35250607,male,20,40,35,10,0,30
35250608,female,0,15,15,0,20,30
35250608,male,0,20,10,0,0,45
35250609,female,10,15,40,40,10,45
35250609,male,15,20,40,15,0,25
35250610,female,10,10,30,30,10,40
35250610,male,25,40,15,10,15,25
35250611,female,0,15,25,20,0,10
35250611,male,10,20,20,10,0,25
35250612,female,15,20,45,30,20,40
35250612,male,20,15,25,20,15,45
35250613,female,25,50,65,65,30,75
35250613,male,35,80,35,15,0,80
35250614,female,10,15,0,15,0,10
35250614,male,20,15,10,0,0,10
35250615,female,0,10,25,20,0,20
35250615,male,15,15,10,0,10,15
35250616,female,0,15,10,0,0,10
35250616,male,10,0,0,10,10,10
35250617,female,15,20,25,15,15,15
35250617,male,20,15,30,10,15,25
35250618,female,0,15,0,20,15,10
35250618,male,15,10,10,10,15,10
35250619,female,0,25,10,10,25,25
35250619,male,15,35,20,15,15,50
35250620,female,0,10,35,30,0,10
35250620,male,20,20,25,25,10,15
35250621,female,40,35,60,60,30,15
35250621,male,30,40,15,40,20,45
35250622,female,0,20,30,20,10,10
35250622,male,10,40,25,10,0,15
35250623,female,0,10,30,25,15,20
35250623,male,0,10,30,10,0,15
35250624,female,0,10,35,0,10,15
35250624,male,10,15,30,10,0,30
35250625,female,10,10,15,20,0,0
35250625,male,15,10,15,10,0,15
35250626,female,10,20,20,35,0,20
35250626,male,15,45,25,0,0,25
35250627,female,0,20,20,30,25,25
35250627,male,0,35,25,15,10,65
35250628,female,10,0,15,10,0,20
35250628,male,15,10,0,25,0,15
35250629,female,20,25,60,35,0,10
35250629,male,20,25,25,30,15,40
35250630,female,15,25,45,15,25,15
35250630,male,45,40,15,10,15,25
35250631,female,0,15,15,35,15,15
35250631,male,15,30,25,10,0,25
35250632,female,10,25,30,35,20,30
35250632,male,0,35,20,20,0,35
35250633,female,10,0,25,0,0,0
35250633,male,15,15,30,10,0,0
35250634,female,0,15,30,35,0,35
35250634,male,10,10,20,30,10,35
35250635,female,0,10,25,15,25,15
35250635,male,0,0,30,10,15,15
35250636,female,15,30,55,50,25,25
35250636,male,35,55,40,20,35,40
35250637,female,30,50,40,55,45,45
35250637,male,50,40,35,20,20,85
35250638,female,0,10,10,30,10,15
35250638,male,0,20,0,10,10,10
35250639,female,0,15,35,65,45,20
35250639,male,15,20,30,35,10,30
35250640,female,15,25,25,25,25,25
35250640,male,20,40,10,35,10,15
35250641,female,0,30,10,45,20,0
35250641,male,20,25,20,10,10,40
35250642,female,0,15,35,35,15,45
35250642,male,10,25,25,20,15,35
35250643,female,0,0,30,40,15,20
35250643,male,25,40,40,20,10,30
35250644,female,10,15,35,20,10,10
35250644,male,15,20,20,20,0,20
35250645,female,0,20,50,25,20,10
35250645,male,10,15,50,25,0,35
35250646,female,10,20,70,55,50,40
35250646,male,60,50,60,20,10,35
35250647,female,0,20,75,85,30,35
35250647,male,30,55,60,25,20,35
35250648,female,10,50,60,65,20,50
35250648,male,40,35,60,10,10,55
35250649,female,10,20,35,45,30,20
35250649,male,15,20,55,10,30,35
35250650,female,0,10,25,15,10,30
35250650,male,10,30,25,15,0,25
35250651,female,10,15,25,20,0,20
35250651,male,0,30,25,20,20,15
35250652,female,0,35,30,60,10,30
35250652,male,20,50,45,25,25,25
35250655,female,25,70,120,70,60,75
35250655,male,30,70,125,65,40,125
35250656,female,0,20,40,25,10,0
35250656,male,10,10,25,10,10,10
35250657,female,0,25,50,65,20,25
35250657,male,15,40,30,30,40,20
35250658,female,0,10,15,15,10,20
35250658,male,15,25,0,0,10,10
35250659,female,15,15,30,40,25,30
35250659,male,20,40,25,20,15,20
35250661,female,0,40,80,80,25,60
35250661,male,35,50,85,20,35,80
35250662,female,0,60,120,115,55,75
35250662,male,85,90,85,85,25,75
35250663,female,0,25,40,70,30,20
35250663,male,15,35,40,30,10,35
35250664,female,10,10,25,45,10,20
35250664,male,35,20,25,20,0,15
35250665,female,10,10,45,25,10,20
35250665,male,10,45,45,15,10,25
35250666,female,0,10,30,20,10,15
35250666,male,10,30,30,10,10,15
35250667,female,0,10,0,15,0,15
35250667,male,0,0,0,0,10,0
35250668,female,0,0,10,0,10,10
35250668,male,0,20,10,25,10,20
35250669,female,0,0,15,10,25,0
35250669,male,10,10,0,0,15,10
35250670,female,0,10,10,0,10,0
35250670,male,10,10,25,15,30,10
35250671,female,0,20,15,0,0,10
35250671,male,10,20,0,0,15,0
35250672,female,0,15,10,15,0,15
35250672,male,0,0,15,10,15,0
35250675,female,0,0,10,25,20,15
35250675,male,10,25,25,35,20,10
35250676,female,10,10,10,30,0,0
35250676,male,0,20,30,50,0,15
35250677,female,0,10,30,65,25,0
35250677,male,10,0,45,35,10,0
35250678,female,10,0,20,45,55,20
35250678,male,0,20,30,40,30,15
35250679,female,0,15,30,40,15,0
35250679,male,0,15,45,30,25,10
35250680,female,0,10,25,30,30,20
35250680,male,0,20,10,35,30,20
35250681,female,10,10,30,45,20,40
35250681,male,30,25,35,55,50,35
35250692,female,0,0,25,10,15,20
35250692,male,20,15,15,15,10,15
35250693,female,10,20,15,20,0,20
35250693,male,10,15,0,10,10,15
35250694,female,10,15,25,10,0,10
35250694,male,15,15,0,0,10,10
35250695,female,10,10,0,0,20,10
35250695,male,25,25,0,10,0,15
35250696,female,0,0,10,10,0,10
35250696,male,0,10,10,0,0,25
35250700,female,10,20,25,10,10,25
35250700,male,15,40,10,10,0,30
35250701,female,0,30,15,30,10,25
35250701,male,10,15,20,0,10,25
35250702,female,0,35,30,25,40,30
35250702,male,35,20,25,20,0,25
35250703,female,10,20,15,15,15,15
35250703,male,20,20,15,10,10,25
35250704,female,10,20,15,20,15,10
35250704,male,40,30,20,15,0,10
35250705,female,0,25,20,20,20,20
35250705,male,25,25,20,25,20,25
35250706,female,0,30,15,15,10,35
35250706,male,25,45,15,15,0,45
35250707,female,10,10,20,30,10,15
35250707,male,25,15,15,10,10,25
35250708,female,0,10,20,20,25,30
35250708,male,25,45,25,10,10,50
35250709,female,0,20,25,35,20,20
35250709,male,10,35,30,0,10,25
35250710,female,10,15,10,40,10,25
35250710,male,45,20,10,15,20,20
35250711,female,10,15,0,25,0,20
35250711,male,20,10,35,0,0,10
35250712,female,15,0,20,15,15,0
35250712,male,25,25,40,0,0,25
35250713,female,0,10,25,10,10,10
35250713,male,15,30,15,10,0,10
35250714,female,10,25,10,35,15,25
35250714,male,0,40,25,10,10,20
35250715,female,10,15,30,35,15,0
35250715,male,15,35,35,0,10,30
35250716,female,10,10,20,35,25,20
35250716,male,30,35,25,20,15,50
35250717,female,10,20,15,15,25,20
35250717,male,20,60,35,10,10,15
35250718,female,15,10,35,0,20,15
35250718,male,10,15,25,10,0,30
35250719,female,10,10,20,15,10,25
35250719,male,20,15,10,10,10,20
35250720,female,10,25,35,45,10,20
35250720,male,10,30,45,15,15,25
35250721,female,20,10,35,30,0,10
35250721,male,30,30,20,15,25,15
35250724,female,15,0,20,10,20,10
35250724,male,15,15,20,35,25,15
35250725,female,10,10,20,15,20,15
35250725,male,0,40,15,25,10,15
35250726,female,10,25,35,30,15,20
35250726,male,10,30,15,15,15,25
35250727,female,0,0,25,10,0,10
35250727,male,0,15,20,0,15,15
35250728,female,10,20,30,15,10,25
35250728,male,25,35,25,10,0,50
35250729,female,10,20,25,35,0,20
35250729,male,10,35,20,10,15,30
35250730,female,10,25,15,15,0,15
35250730,male,15,20,25,30,0,25
35250731,female,0,10,40,30,10,35
35250731,male,25,30,15,20,15,25
35250732,female,10,20,10,40,15,20
35250732,male,10,20,10,15,15,30
35250733,female,10,20,45,45,25,15
35250733,male,10,40,55,15,20,10
35250734,female,10,25,20,60,30,30
35250734,male,20,20,40,25,0,25
35250735,female,10,30,30,25,10,10
35250735,male,0,25,30,10,15,10
35250736,female,10,15,45,40,10,10
35250736,male,25,55,15,10,10,20
35250737,female,0,25,45,35,15,10
35250737,male,10,40,40,0,15,15
35250738,female,0,10,40,40,20,25
35250738,male,20,35,25,10,10,10
35250739,female,10,40,40,30,10,15
35250739,male,20,35,30,20,10,40
35250740,female,10,30,30,15,15,20
35250740,male,30,45,35,10,0,20
35250741,female,10,10,35,30,15,30
35250741,male,30,50,25,20,0,10
35250742,female,0,40,20,30,20,20
35250742,male,30,45,25,20,20,25
35250743,female,0,15,40,15,10,15
35250743,male,35,40,20,25,10,10
35250744,female,25,30,50,45,30,25
35250744,male,35,50,35,20,10,30
35250745,female,20,20,15,10,10,0
35250745,male,10,35,20,0,10,20
35250746,female,20,15,15,25,10,25
35250746,male,10,30,0,15,10,15
35250747,female,10,10,10,50,10,15
35250747,male,15,35,15,10,0,35
35250748,female,10,35,30,15,0,20
35250748,male,25,35,20,10,0,40
35250749,female,0,30,35,10,15,20
35250749,male,10,25,25,0,10,20
35250750,female,10,10,45,10,10,25
35250750,male,30,60,25,0,10,35
35250753,female,10,20,30,15,15,25
35250753,male,40,25,15,10,25,15
35250754,female,0,20,15,15,10,15
35250754,male,20,35,25,0,0,20
35250755,female,15,10,15,15,10,25
35250755,male,10,50,25,10,10,25
35250756,female,15,15,25,45,0,40
35250756,male,35,40,35,0,10,30
35250757,female,15,10,60,0,10,15
35250757,male,10,25,45,25,0,40
35250758,female,0,10,30,10,15,25
35250758,male,0,15,35,10,10,10
35250759,female,10,0,30,20,15,30
35250759,male,20,55,15,10,0,15
35250760,female,20,25,15,10,10,20
35250760,male,25,30,25,0,0,20
35250761,female,15,10,25,15,10,15
35250761,male,20,25,15,0,15,25
35250762,female,10,10,20,30,0,25
35250762,male,30,25,15,0,15,20
35250763,female,10,20,25,40,10,45
35250763,male,25,40,30,10,10,55
35250764,female,0,30,30,15,20,25
35250764,male,15,30,10,15,15,0
35250765,female,0,15,45,25,0,10
35250765,male,25,20,20,0,0,25
35250766,female,10,15,40,10,15,10
35250766,male,15,35,30,0,10,15
35250767,female,0,10,20,0,10,20
35250767,male,10,25,40,10,10,10
35250768,female,10,15,25,20,10,15
35250768,male,30,40,15,0,0,10
35250769,female,15,15,30,10,10,20
35250769,male,15,55,15,15,15,10
35250770,female,15,0,10,35,25,10
35250770,male,15,15,10,15,10,20
35250771,female,0,10,25,30,0,30
35250771,male,40,20,10,25,0,40
35250772,female,0,30,15,25,10,15
35250772,male,25,0,20,15,0,40
35250773,female,0,20,15,30,15,50
35250773,male,10,55,30,10,25,25
35250774,female,0,10,10,20,0,30
35250774,male,0,30,15,0,10,20
35250775,female,15,15,0,15,0,10
35250775,male,10,20,30,10,20,15
35250776,female,0,10,15,0,10,10
35250776,male,10,10,10,0,10,20
35250777,female,15,10,20,50,20,20
35250777,male,10,30,25,15,0,30
35250778,female,10,15,20,20,15,20
35250778,male,30,30,10,15,15,20
35250779,female,0,30,20,10,10,15
35250779,male,10,25,10,15,0,20
35250780,female,10,10,20,25,0,20
35250780,male,20,15,15,15,10,25
35250781,female,0,15,15,35,10,15
35250781,male,25,35,35,10,20,30
35250782,female,10,25,45,15,10,15
35250782,male,20,35,10,10,10,20
35250783,female,15,20,30,20,15,15
35250783,male,30,30,35,10,15,10
35250784,female,10,20,20,40,10,15
35250784,male,10,35,20,20,15,15
35250785,female,10,30,25,40,10,20
35250785,male,20,40,25,10,10,15
35250786,female,10,15,15,35,15,35
35250786,male,30,40,10,15,0,45
35250787,female,10,45,50,65,15,20
35250787,male,30,40,40,45,15,25
35250788,female,10,0,20,40,10,35
35250788,male,10,55,45,15,10,10
35250789,female,10,15,50,20,15,25
35250789,male,10,25,55,10,10,25
35250790,female,20,25,50,40,10,30
35250790,male,15,40,15,30,15,30
35250791,female,0,20,50,50,20,10
35250791,male,10,40,35,25,0,20
35250792,female,10,20,30,25,25,25
35250792,male,0,50,30,15,10,15
35250793,female,0,20,30,25,0,20
35250793,male,15,0,20,15,10,15
35250798,female,10,0,10,10,10,10
35250798,male,15,10,10,0,20,25
35250799,female,10,0,10,20,10,30
35250799,male,15,10,20,15,15,20
35250800,female,0,15,35,20,15,25
35250800,male,10,15,15,10,0,50
35250801,female,10,30,50,50,20,35
35250801,male,15,15,35,35,25,15
35250802,female,0,10,35,30,20,20
35250802,male,20,10,25,35,10,15
35250803,female,0,25,30,25,0,20
35250803,male,10,20,40,25,10,20
35250804,female,25,75,195,145,70,70
35250804,male,55,125,150,115,75,70
35250805,female,10,30,90,50,20,20
35250805,male,35,60,90,75,15,55
35250806,female,0,20,30,35,10,15
35250806,male,25,30,25,10,20,30
35250807,female,10,25,115,40,35,25
35250807,male,35,70,85,50,10,50
35250810,female,20,30,50,50,15,20
35250810,male,30,85,55,20,0,15
35250812,female,0,0,40,30,0,10
35250812,male,10,30,35,20,0,15
35250813,female,0,20,50,45,10,15
35250813,male,10,20,65,35,10,10
35250814,female,10,25,40,10,30,0
35250814,male,15,40,40,10,10,15
35250815,female,15,35,150,60,60,35
35250815,male,70,80,85,60,20,50
35250826,female,10,10,40,70,35,30
35250826,male,15,25,60,35,30,35
35250827,female,15,25,10,0,10,0
35250827,male,15,45,15,15,10,10
35250828,female,10,10,35,25,0,0
35250828,male,0,20,20,15,10,0
35250829,female,0,25,20,25,15,40
35250829,male,10,25,65,15,0,15
35250830,female,0,0,15,50,25,35
35250830,male,10,25,30,25,0,15
35250831,female,0,15,60,25,35,20
35250831,male,10,25,35,20,15,15
35250832,female,10,10,10,15,0,25
35250832,male,10,20,0,10,10,15
35250833,female,10,10,30,20,15,0
35250833,male,10,15,15,15,0,0
35250834,female,0,0,55,30,10,15
35250834,male,10,25,35,25,0,10
35250835,female,0,15,30,20,15,10
35250835,male,15,15,30,0,0,25
35250836,female,15,15,30,25,10,10
35250836,male,10,40,50,10,0,10
35250843,female,0,40,90,65,30,40
35250843,male,15,65,50,40,30,30
35250845,female,10,40,20,35,40,55
35250845,male,75,75,40,30,10,120
35250846,female,0,25,10,25,25,30
35250846,male,40,10,20,15,0,20
35250847,female,0,20,15,30,0,30
35250847,male,25,40,15,25,40,20
35250848,female,0,15,45,65,35,35
35250848,male,15,15,65,65,30,20
35250849,female,10,60,70,65,25,55
35250849,male,40,120,60,30,15,30
35250850,female,10,25,65,55,40,40
35250850,male,70,60,75,10,35,40
35250851,female,45,80,60,60,40,95
35250851,male,80,110,100,50,25,125
35250852,female,35,75,80,95,55,70
35250852,male,55,115,80,35,25,115
35250853,female,40,20,30,45,15,30
35250853,male,50,55,10,35,40,50
35250854,female,10,35,35,30,55,55
35250854,male,10,45,55,50,25,40
35250855,female,10,15,50,50,40,75
35250855,male,25,50,50,65,45,40
35250857,female,0,30,20,25,25,20
35250857,male,35,50,25,15,0,40
35250859,female,0,20,40,35,20,25
35250859,male,25,25,25,25,10,15
35250860,female,25,65,110,90,55,70
35250860,male,70,70,90,80,45,115
35250861,female,0,25,30,20,45,40
35250861,male,10,35,25,20,15,30
35250862,female,10,25,45,20,10,0
35250862,male,0,55,45,20,10,15
35250863,female,0,10,25,15,20,10
35250863,male,25,25,30,45,10,0
35250864,female,10,15,35,20,25,30
35250864,male,20,45,65,20,15,0
35250865,female,10,20,20,45,35,0
35250865,male,10,45,25,20,0,20
35250866,female,0,10,40,40,30,15
35250866,male,15,50,50,45,10,0
35250867,female,10,30,35,20,20,20
35250867,male,15,30,55,35,0,40
35250868,female,0,10,20,30,10,10
35250868,male,10,35,10,20,15,20
35250869,female,0,10,50,45,15,0
35250869,male,25,25,45,15,10,15
35250870,female,0,20,30,45,40,20
35250870,male,30,35,85,30,20,15
35250871,female,0,15,45,35,25,20
35250871,male,0,30,40,30,10,20
35250872,female,10,25,60,35,30,10
35250872,male,10,25,65,40,20,25
35250873,female,0,30,50,45,20,10
35250873,male,25,50,45,30,20,40
35250874,female,0,25,35,45,15,40
35250874,male,25,50,55,25,10,25
35250875,female,10,25,35,50,10,10
35250875,male,10,50,50,30,10,25
35250876,female,0,10,25,25,25,15
35250876,male,15,40,55,20,0,15
35250877,female,0,15,20,25,0,0
35250877,male,10,30,45,10,0,15
35250878,female,10,25,45,30,0,15
35250878,male,10,10,50,35,30,0
35250879,female,10,15,50,55,15,20
35250879,male,20,55,40,30,15,20
35250880,female,10,25,25,50,15,15
35250880,male,0,25,20,0,10,30
35250881,female,15,20,30,35,35,10
35250881,male,20,25,40,20,20,20
35250882,female,0,40,70,40,35,30
35250882,male,30,45,90,30,20,30
35250883,female,0,25,75,45,20,15
35250883,male,0,30,45,35,0,20
35250884,female,0,25,50,55,10,60
35250884,male,30,15,40,50,15,25
35250885,female,10,15,35,45,15,15
35250885,male,0,35,40,30,20,15
35250886,female,0,20,50,30,30,10
35250886,male,15,55,55,20,0,55
35250887,female,10,20,50,65,20,50
35250887,male,10,40,50,15,0,35
35250888,female,0,15,55,40,20,10
35250888,male,0,60,65,20,10,15
35250889,female,0,0,55,45,25,25
35250889,male,10,40,45,40,15,15
35250890,female,10,20,25,45,15,30
35250890,male,15,20,30,20,15,15
35250891,female,10,15,40,25,20,25
35250891,male,10,30,15,40,10,20
35250892,female,15,135,210,180,75,85
35250892,male,90,160,200,95,50,85
35250893,female,0,30,50,35,10,20
35250893,male,0,25,80,30,10,15
35250894,female,0,10,25,35,30,15
35250894,male,10,55,20,15,0,20
35250895,female,10,25,45,40,35,0
35250895,male,0,35,65,25,10,15
35250896,female,0,15,15,55,15,20
35250896,male,0,15,45,20,10,10
35250897,female,0,15,40,30,15,10
35250897,male,20,60,30,10,10,15
35250898,female,10,10,15,50,10,10
35250898,male,10,25,35,20,0,10
35250899,female,0,10,25,15,10,15
35250899,male,15,35,25,15,0,0
35250900,female,10,15,40,0,10,0
35250900,male,15,35,25,20,15,10
35250901,female,0,25,35,25,20,10
35250901,male,25,30,30,35,10,10
35250902,female,10,25,35,30,15,20
35250902,male,25,35,50,25,0,20
35250903,female,0,15,45,15,10,0
35250903,male,15,50,65,15,10,20
35250904,female,10,15,65,30,10,20
35250904,male,0,65,50,35,0,15
35250905,female,10,30,25,20,25,10
35250905,male,15,25,75,15,10,20
35250906,female,0,25,25,35,10,25
35250906,male,10,30,45,15,25,20
35250907,female,0,10,30,20,10,10
35250907,male,0,40,25,10,10,20
35250908,female,10,10,30,55,10,15
35250908,male,0,40,45,35,15,10
35250909,female,15,35,100,145,45,50
35250909,male,35,95,115,65,60,90
35250910,female,15,55,70,120,40,75
35250910,male,10,60,70,110,35,80
35250911,female,10,35,60,25,20,25
35250911,male,10,45,50,35,20,20
35250912,female,0,15,25,50,25,20
35250912,male,25,30,25,50,15,15
35250913,female,0,25,45,45,30,10
35250913,male,10,25,25,35,25,40
35250914,female,10,25,15,15,15,10
35250914,male,0,25,35,25,10,10
35250918,female,0,20,35,35,45,25
35250918,male,0,25,25,20,0,15
35250919,female,10,15,60,35,30,40
35250919,male,25,40,45,15,15,40
35250920,female,0,30,110,90,35,35
35250920,male,35,60,75,65,15,50
35250921,female,0,35,50,30,25,30
35250921,male,20,60,55,10,15,45
35250922,female,10,15,50,50,25,15
35250922,male,35,40,50,30,25,25
35250923,female,0,10,55,35,10,50
35250923,male,35,40,30,30,10,35
35250924,female,10,15,35,35,10,25
35250924,male,20,40,25,20,0,20
35250925,female,10,30,15,40,15,10
35250925,male,20,45,35,25,0,20
35250928,female,10,10,25,20,10,15
35250928,male,10,35,25,45,0,15
35250929,female,10,10,40,30,10,30
35250929,male,30,45,45,20,10,35
35250930,female,15,30,35,30,35,10
35250930,male,25,60,35,25,0,10
35250931,female,15,15,45,35,10,20
35250931,male,40,20,50,25,0,45
35250932,female,10,15,10,15,0,20
35250932,male,35,25,25,15,0,10
35250933,female,0,30,25,10,15,15
35250933,male,25,25,30,20,0,15
35250934,female,0,20,25,20,10,20
35250934,male,15,25,30,35,10,25
35250935,female,10,65,20,25,10,30
35250935,male,10,70,15,10,10,50
35250936,female,10,10,35,50,15,15
35250936,male,10,35,45,20,10,20
35250937,female,0,15,70,55,40,25
35250937,male,20,65,55,45,25,25
35250938,female,10,40,55,35,20,15
35250938,male,30,40,55,20,15,20
35250939,female,0,15,30,45,20,15
35250939,male,10,20,45,35,0,25
35250940,female,0,10,35,30,20,20
35250940,male,0,25,30,35,10,10
35250941,female,0,20,40,25,15,30
35250941,male,40,45,45,15,30,20
35250942,female,10,10,35,10,20,15
35250942,male,20,25,35,25,15,25
35250943,female,10,20,70,85,35,15
35250943,male,20,50,60,50,25,45
35250944,female,0,10,30,40,40,25
35250944,male,20,35,35,30,10,15
35250945,female,10,25,55,60,20,25
35250945,male,25,40,45,35,20,30
35250946,female,0,20,25,15,0,20
35250946,male,10,40,35,20,10,20
35250947,female,0,10,60,55,30,30
35250947,male,15,30,55,35,10,25
35250948,female,15,30,110,90,40,45
35250948,male,50,65,100,70,15,60
35250949,female,0,0,35,30,20,15
35250949,male,10,35,15,15,10,35
35250950,female,10,25,50,35,10,30
35250950,male,20,35,30,20,10,25
35250951,female,10,30,50,55,10,20
35250951,male,15,50,35,35,10,15
35250952,female,20,95,195,140,50,60
35250952,male,45,135,210,105,70,75
35250953,female,10,10,15,0,0,35
35250953,male,0,25,25,20,0,15
35250954,female,10,20,30,10,10,10
35250954,male,10,20,20,15,10,35
35250955,female,0,15,0,0,0,15
35250955,male,0,15,10,0,0,10
35250956,female,10,10,0,0,10,15
35250956,male,0,0,10,15,10,20
35250957,female,0,25,30,20,30,10
35250957,male,20,25,35,0,10,10
35250958,female,10,35,20,10,15,15
35250958,male,10,20,20,15,10,10
35250959,female,0,20,20,25,10,35
35250959,male,15,20,15,15,20,25
35250960,female,10,0,15,15,10,15
35250960,male,10,10,0,10,10,25
35250961,female,20,15,15,20,0,30
35250961,male,10,40,10,10,10,30
35250962,female,10,30,35,30,15,10
35250962,male,0,30,30,30,40,25
35250963,female,20,120,145,115,95,145
35250963,male,45,65,130,110,50,115
35250964,female,0,20,30,40,35,25
35250964,male,10,50,35,15,30,30
35250965,female,0,10,10,20,25,30
35250965,male,10,15,20,20,15,0
35250966,female,x,x,x,x,x,x
35250966,male,x,x,x,x,x,x
35250967,female,0,15,60,20,10,20
35250967,male,0,15,40,25,15,0
35250968,female,0,20,20,25,10,40
35250968,male,15,20,10,45,15,20
35250969,female,10,20,30,15,10,35
35250969,male,15,40,30,25,10,25
35250970,female,10,15,0,25,20,35
35250970,male,0,10,35,20,0,35
35250971,female,10,20,25,20,10,25
35250971,male,20,35,45,0,20,25
35250972,female,0,20,25,20,25,15
35250972,male,10,35,40,10,0,10
35250973,female,0,15,40,10,10,15
35250973,male,10,35,20,15,0,15
35250974,female,0,25,30,15,10,10
35250974,male,0,50,15,0,15,20
35250975,female,0,10,25,20,10,0
35250975,male,15,20,45,10,10,10
35250976,female,10,10,15,0,0,15
35250976,male,20,25,25,10,15,10
35250978,female,10,75,215,150,75,85
35250978,male,105,130,175,80,20,95
35250980,female,0,15,10,25,20,0
35250980,male,15,25,30,15,10,25
35250981,female,10,85,160,145,85,85
35250981,male,55,120,145,75,60,130
35250982,female,0,0,0,0,0,0
35250982,male,0,0,0,0,0,0
35250983,female,10,20,15,45,0,20
35250983,male,10,25,20,15,10,30
35250985,female,10,30,70,105,30,60
35250985,male,55,95,95,60,20,30
35250986,female,0,25,110,105,50,30
35250986,male,25,80,95,85,30,20
35250987,female,10,30,55,35,25,20
35250987,male,20,65,45,35,10,15
35250988,female,15,55,75,35,35,40
35250988,male,25,40,40,35,20,50
35250989,female,20,65,65,60,35,65
35250989,male,40,80,25,25,30,65
35250990,female,0,15,30,50,10,35
35250990,male,10,25,10,0,10,50
35250991,female,0,25,25,30,15,0
35250991,male,25,50,30,25,10,15
35250992,female,0,15,40,25,0,10
35250992,male,15,25,65,10,0,25
35250993,female,0,10,0,10,0,0
35250993,male,0,10,20,0,15,10
35250994,female,10,50,80,65,10,30
35250994,male,35,70,60,30,40,25
35250995,female,30,65,90,60,55,65
35250995,male,45,25,85,40,30,100
35250996,female,30,45,100,75,45,15
35250996,male,15,65,90,75,40,30
35250997,female,0,25,35,35,15,15
35250997,male,30,35,40,25,0,10
35250998,female,0,0,30,55,20,15
35250998,male,20,25,15,45,20,0
35250999,female,0,20,25,55,40,15
35250999,male,10,15,75,120,20,20
35251000,female,0,20,35,15,10,10
35251000,male,15,0,45,20,0,20
35251001,female,0,20,20,35,15,15
35251001,male,15,35,35,30,15,30
35251002,female,0,45,40,30,40,25
35251002,male,10,40,55,25,25,45
35251003,female,0,0,25,50,10,20
35251003,male,15,10,15,15,25,10
35251004,female,20,20,35,40,30,35
35251004,male,20,25,35,10,20,35
35251005,female,10,20,75,70,20,15
35251005,male,25,25,75,75,40,40
35251006,female,10,20,40,35,35,25
35251006,male,15,35,35,55,20,30
35251007,female,0,15,45,80,60,25
35251007,male,30,35,50,55,30,25
35251008,female,0,10,30,50,15,15
35251008,male,10,35,40,15,0,15
35251009,female,15,25,70,45,55,35
35251009,male,40,45,50,50,15,40
35251010,female,0,10,65,60,20,0
35251010,male,10,40,50,25,0,30
35251011,female,0,10,85,60,15,25
35251011,male,15,45,35,20,10,40
35251012,female,0,30,40,60,20,30
35251012,male,25,25,60,15,0,40
35251013,female,0,30,95,65,50,30
35251013,male,15,75,60,55,15,65
35251014,female,0,10,30,45,0,0
35251014,male,20,15,15,10,10,25
35251015,female,10,15,90,30,20,30
35251015,male,30,30,50,20,15,40
35251016,female,10,20,45,30,10,25
35251016,male,10,40,40,25,10,30
35251017,female,0,20,30,45,15,25
35251017,male,45,25,15,20,10,40
35251018,female,10,20,65,55,15,25
35251018,male,15,40,60,15,10,30
35251019,female,0,15,35,40,15,20
35251019,male,30,25,15,25,20,0
35251020,female,10,45,70,45,35,35
35251020,male,15,75,75,30,25,50
35251021,female,0,50,55,65,20,25
35251021,male,25,55,55,20,0,35
35251022,female,15,50,130,130,65,40
35251022,male,65,105,90,95,40,65
35251023,female,0,10,75,70,30,30
35251023,male,20,30,80,55,35,20
35251024,female,0,45,85,80,25,25
35251024,male,15,55,85,60,30,30
35251025,female,10,20,10,35,10,50
35251025,male,0,10,10,0,10,30
35251026,female,0,30,40,45,15,35
35251026,male,15,45,15,15,10,25
35260307,female,10,30,65,70,25,30
35260307,male,30,40,50,45,10,15
35260309,female,20,70,100,85,35,60
35260309,male,60,115,105,30,20,55
35260310,female,0,20,35,35,0,10
35260310,male,25,25,25,10,10,30
35260311,female,0,40,45,40,35,15
35260311,male,20,45,60,20,20,25
35260313,female,10,10,50,10,15,25
35260313,male,25,20,40,20,0,15
35260314,female,0,0,10,45,0,35
35260314,male,10,30,35,20,10,20
35260315,female,0,10,20,20,15,15
